Ilce,M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi,tapu_durumu
Saruhanli,100,1,4,1,0,0,0,0,2650000.0,2,1,0.5,3,0,1,0,0,2
Akhisar,130,1,3,0,1,1,0,0,4200000.0,3,1,1.0,3,0,1,0,0,1
Turgutlu,155,1,6,0,1,0,1,0,3800000.0,3,1,3.0,3,0,1,0,0,2
Turgutlu,250,2,6,1,0,0,1,0,4100000.0,5,1,4.0,3,0,0,1,0,2
Saruhanli,125,1,25,0,1,0,0,0,2750000.0,2,1,3.0,1,0,1,0,0,1
Saruhanli,153,1,8,1,0,0,0,0,3900000.0,3,1,2.0,3,0,0,1,0,1
Turgutlu,90,1,0,0,1,1,1,0,3200000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,115,1,11,0,1,0,0,0,3900000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,240,3,2,0,0,0,1,0,10000000.0,4,1,0.0,3,0,0,0,1,1
Salihli,110,1,1,1,1,1,1,0,3675000.0,2,1,1.0,3,0,1,0,0,2
Turgutlu,185,2,2,1,1,1,0,0,5500000.0,4,1,4.0,3,0,1,0,0,2
Turgutlu,110,1,21,1,0,0,0,0,1850000.0,2,1,4.0,0,0,0,1,0,1
Sehzadeler,150,2,40,0,0,1,0,0,4400000.0,4,2,3.0,3,0,0,1,0,2
Akhisar,90,2,1,0,0,1,1,0,3500000.0,2,1,1.0,3,2,1,0,0,1
Sehzadeler,96,1,30,1,1,0,0,0,2100000.0,2,1,5.0,3,0,1,0,0,1
Yunusemre,50,1,0,0,0,0,1,0,2670000.0,1,1,3.0,3,0,1,0,0,1
Akhisar,100,1,0,0,1,1,0,0,3200000.0,2,1,2.0,3,2,1,0,0,1
Yunusemre,85,1,7,0,1,1,0,0,2750000.0,2,1,4.0,3,0,0,0,1,1
Yunusemre,185,1,11,1,1,0,0,0,8250000.0,3,1,1.0,3,0,0,0,1,1
Turgutlu,175,2,0,1,1,1,0,0,7000000.0,3,1,4.0,3,0,1,0,0,2
Yunusemre,145,1,5,0,0,1,0,0,5250000.0,3,1,3.0,3,0,0,0,1,1
Yunusemre,70,1,1,0,1,0,0,0,3300000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,90,1,6,0,0,1,1,0,3500000.0,2,1,2.0,3,0,0,1,0,1
Salihli,150,1,16,1,1,1,1,0,2600000.0,3,1,4.0,3,0,1,0,0,1
Akhisar,135,2,0,1,1,1,1,0,4250000.0,3,1,1.0,3,0,1,0,0,2
Saruhanli,105,1,5,1,0,0,0,0,2950000.0,2,1,0.5,3,0,1,0,0,1
Salihli,135,1,6,0,0,0,0,0,3300000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,110,1,4,0,0,0,1,0,2850000.0,2,1,3.0,3,0,1,0,0,1
Sehzadeler,215,1,26,1,1,0,0,0,6200000.0,2,1,1.0,3,0,0,0,1,1
Sehzadeler,70,1,0,1,1,0,1,0,3600000.0,2,1,3.0,3,0,1,0,0,2
Soma,180,2,11,0,0,0,1,0,3750000.0,4,1,3.0,3,0,0,0,1,2
Akhisar,105,1,0,0,1,1,1,0,3075000.0,2,1,1.0,3,0,1,0,0,2
Salihli,92,1,1,1,0,1,0,0,4000000.0,2,1,5.0,1,0,1,0,0,2
Turgutlu,110,1,0,0,1,1,0,0,3500000.0,2,1,3.0,3,2,1,0,0,2
Salihli,155,1,26,1,0,0,0,0,2675000.0,3,1,4.0,1,0,1,0,0,2
Akhisar,225,3,1,0,0,0,0,0,15000000.0,5,1,0.0,3,0,1,0,0,1
Turgutlu,125,1,31,0,1,1,0,0,3350000.0,3,1,4.0,3,0,0,0,1,2
Yunusemre,85,1,0,1,0,0,0,0,3400000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,170,2,5,1,1,1,1,0,6500000.0,3,1,3.0,2,0,0,0,1,1
Akhisar,180,1,21,0,1,1,0,0,3750000.0,4,1,3.0,3,0,1,0,0,1
Yunusemre,165,1,25,0,1,0,1,0,5195000.0,3,1,3.0,3,0,1,0,0,1
Sehzadeler,110,1,30,1,0,0,1,0,3975000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,90,1,0,1,1,1,0,0,2950000.0,2,1,1.0,3,2,1,0,0,1
Yunusemre,125,1,21,1,0,0,0,0,4100000.0,3,1,5.0,3,0,0,1,0,2
Yunusemre,90,1,3,0,1,0,0,0,4900000.0,2,1,3.0,3,0,1,0,0,1
Turgutlu,140,2,0,0,1,1,1,0,6250000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,115,1,23,0,1,1,0,0,4150000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,165,2,0,1,1,1,0,0,7000000.0,3,1,4.0,3,0,1,0,0,2
Yunusemre,115,1,0,1,1,1,1,0,4600000.0,3,1,1.0,3,0,1,0,0,1
Yunusemre,60,1,1,0,0,0,0,1,2499999.0,1,1,5.0,3,0,0,1,0,1
Salihli,140,1,1,1,1,1,0,0,5650000.0,3,1,2.0,3,0,1,0,0,1
Saruhanli,135,1,0,0,1,0,0,0,4750000.0,3,1,3.0,3,2,1,0,0,1
Turgutlu,120,1,6,0,1,0,0,0,3750000.0,2,1,5.0,3,0,0,0,1,1
Akhisar,140,2,0,1,1,1,0,0,4200000.0,3,1,1.0,3,0,1,0,0,2
Sehzadeler,135,1,20,0,0,0,0,0,3375000.0,3,1,0.0,3,0,1,0,0,1
Salihli,178,2,1,1,1,0,0,0,6625000.0,3,1,1.0,3,0,0,0,1,2
Turgutlu,160,2,0,0,1,1,0,0,4450000.0,3,1,3.0,2,0,1,0,0,1
Sehzadeler,100,1,13,0,1,0,1,0,3150000.0,3,1,-0.5,3,0,0,0,1,1
Saruhanli,105,1,0,0,1,0,1,0,3650000.0,2,1,3.0,3,0,1,0,0,1
Sehzadeler,180,1,18,0,0,0,0,0,3250000.0,2,1,3.0,1,0,0,0,1,2
Yunusemre,210,3,0,0,1,0,0,0,16000000.0,4,1,3.0,3,0,1,0,0,1
Akhisar,100,1,0,1,1,1,0,0,3450000.0,2,1,1.0,3,2,1,0,0,1
Selendi,130,1,5,0,0,0,0,0,3000000.0,3,1,3.0,1,2,0,0,1,2
Yunusemre,110,1,0,0,1,1,0,0,4200000.0,2,1,4.0,3,2,1,0,0,1
Turgutlu,145,1,0,0,0,0,1,0,5500000.0,3,1,4.0,3,0,1,0,0,2
Turgutlu,135,1,26,1,1,1,0,0,4000000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,115,1,0,0,1,1,1,0,4500000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,220,2,8,0,1,0,1,0,4900000.0,5,1,5.0,3,0,1,0,0,1
Sehzadeler,90,1,31,1,1,1,1,0,3750000.0,2,1,4.0,1,0,0,1,0,2
Turgutlu,110,1,0,0,1,1,0,0,3300000.0,2,1,4.0,3,0,1,0,0,2
Turgutlu,120,1,6,1,1,1,1,0,4980000.0,2,1,4.0,3,0,0,0,1,1
Akhisar,110,1,4,0,1,1,0,0,3250000.0,2,1,1.0,3,0,1,0,0,1
Sehzadeler,95,1,30,1,1,0,0,0,3050000.0,2,1,3.0,3,0,0,1,0,2
Yunusemre,100,1,0,0,0,0,1,0,4800000.0,2,1,0.5,3,0,1,0,0,1
Salihli,108,1,1,1,1,1,1,0,3850000.0,2,1,4.0,3,0,0,1,0,2
Akhisar,152,2,1,0,0,1,0,0,4800000.0,3,1,1.0,3,0,1,0,0,1
Turgutlu,140,2,0,1,1,1,0,0,4000000.0,2,1,12.0,2,0,1,0,0,1
Akhisar,175,2,3,0,1,1,1,0,3950000.0,3,1,5.0,3,0,1,0,0,1
Yunusemre,300,2,10,1,1,1,0,0,3950000.0,4,1,5.0,3,0,0,0,1,1
Akhisar,321,1,31,0,1,1,0,0,6000000.0,2,1,0.0,1,0,1,0,0,2
Turgutlu,198,2,15,1,1,1,1,0,4950000.0,4,1,4.0,3,0,0,0,1,2
Soma,250,1,30,0,0,0,0,0,2600000.0,2,1,3.0,1,0,1,0,0,2
Salihli,150,1,21,0,0,0,1,0,3000000.0,3,1,5.0,0,0,1,0,0,1
Sehzadeler,200,2,16,0,1,0,1,0,6950000.0,3,1,5.0,3,0,0,0,1,1
Saruhanli,130,1,1,1,1,0,0,0,3375000.0,3,1,5.0,3,2,1,0,0,2
Yunusemre,180,1,21,0,0,0,0,1,22500000.0,3,1,0.0,1,0,0,0,1,0
Sehzadeler,140,1,27,1,1,1,0,0,3850000.0,3,1,4.0,3,0,0,0,1,1
Alasehir,58,1,0,0,0,0,0,0,2100000.0,1,1,3.0,3,0,1,0,0,2
Salihli,145,1,25,1,0,0,0,0,5750000.0,3,1,3.0,1,2,1,0,0,2
Akhisar,140,1,4,0,1,1,1,0,3350000.0,3,1,2.0,3,0,0,1,0,1
Yunusemre,250,2,11,1,0,0,1,0,6500000.0,4,1,5.0,3,0,0,0,1,2
Turgutlu,104,1,0,0,1,1,0,0,3750000.0,2,1,3.0,3,2,1,0,0,2
Yunusemre,250,2,10,0,0,0,0,0,7700000.0,6,1,3.0,1,0,0,0,1,2
Soma,90,1,9,0,0,0,0,0,1775000.0,2,1,5.0,2,0,0,1,0,1
Yunusemre,135,1,6,0,0,0,0,0,4200000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,170,1,16,1,1,1,1,0,5800000.0,3,2,1.0,3,0,0,1,0,1
Yunusemre,135,1,0,0,0,0,0,0,11450000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,95,1,0,0,1,0,0,0,4200000.0,2,1,2.0,3,1,1,0,0,1
Turgutlu,142,1,3,0,1,1,1,0,6300000.0,3,1,4.0,3,0,1,0,0,2
Sehzadeler,300,2,16,0,0,0,0,0,9500000.0,6,1,6.0,3,0,0,0,1,2
Yunusemre,585,1,6,0,1,0,0,1,10700000.0,2,1,0.0,1,0,0,0,1,2
Yunusemre,55,1,0,0,0,1,0,0,2600000.0,1,1,0.0,3,0,1,0,0,1
Turgutlu,120,1,0,0,1,1,0,0,4500000.0,3,1,2.0,3,0,1,0,0,2
Yunusemre,95,1,1,0,0,1,0,0,3180000.0,2,1,3.0,3,0,1,0,0,1
Yunusemre,250,2,1,0,1,1,0,0,11850000.0,4,1,5.0,3,0,0,0,1,1
Salihli,185,2,14,0,0,0,0,0,4500000.0,3,1,3.0,1,0,0,0,1,1
Sehzadeler,220,1,35,0,0,0,0,0,2750000.0,3,1,3.0,1,0,1,0,0,2
Yunusemre,135,1,6,0,0,0,0,0,3150000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,140,2,0,1,1,1,0,0,4200000.0,3,1,1.0,3,2,1,0,0,1
Koprubasi,150,1,30,0,0,0,1,1,2700000.0,4,2,3.0,1,0,1,0,0,2
Akhisar,362,1,12,0,1,1,1,0,2500000.0,3,1,1.0,1,2,0,0,1,1
Turgutlu,120,1,0,0,1,0,0,0,3800000.0,3,1,3.0,0,2,1,0,0,2
Yunusemre,120,1,30,0,1,1,1,0,3100000.0,3,1,5.0,3,0,1,0,0,1
Akhisar,230,1,21,0,0,0,0,0,4000000.0,5,1,4.0,3,0,1,0,0,1
Turgutlu,160,2,0,1,0,1,0,0,6250000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,130,1,10,1,1,1,0,0,2950000.0,3,1,5.0,3,0,1,0,0,2
Turgutlu,150,1,26,1,0,0,1,0,3100000.0,3,1,4.0,3,0,0,0,1,1
Sehzadeler,130,1,26,0,1,0,1,0,4950000.0,3,1,2.0,3,0,1,0,0,1
Ahmetli,240,2,3,0,0,1,1,0,5250000.0,5,1,3.0,3,0,1,0,0,1
Alasehir,110,1,0,0,0,0,0,0,4400000.0,2,1,3.0,3,0,1,0,0,2
Sehzadeler,90,1,5,0,0,0,1,0,2980000.0,2,1,3.0,1,0,1,0,0,2
Turgutlu,120,2,2,0,0,0,0,0,4000000.0,2,1,5.0,2,0,0,0,1,1
Akhisar,380,2,0,0,0,0,0,0,6200000.0,5,1,4.0,3,0,1,0,0,2
Yunusemre,114,2,0,1,1,0,0,0,4750000.0,2,1,2.0,3,2,1,0,0,1
Yunusemre,75,1,5,1,0,1,0,0,3150000.0,2,1,-2.0,3,0,1,0,0,1
Saruhanli,90,1,9,0,1,0,0,0,2870000.0,2,1,-2.0,3,0,1,0,0,1
Salihli,185,1,20,0,1,1,0,0,4650000.0,3,1,3.0,3,0,1,0,0,2
Turgutlu,110,1,0,1,1,1,0,0,3350000.0,2,1,1.0,3,0,1,0,0,2
Yunusemre,145,2,11,1,1,1,1,0,6390000.0,3,1,11.0,2,0,1,0,0,1
Yunusemre,160,1,11,1,1,1,1,0,6750000.0,3,1,0.5,3,0,0,0,1,1
Turgutlu,130,2,0,0,1,1,1,0,5350000.0,3,1,1.0,3,0,1,0,0,1
Yunusemre,135,1,6,0,0,0,0,0,4400000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,140,1,16,0,0,0,0,0,3200000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,115,1,21,0,1,1,1,0,3190000.0,3,1,0.0,3,0,1,0,0,1
Akhisar,92,1,1,0,1,0,0,0,2550000.0,2,0,4.0,3,0,0,1,0,2
Sehzadeler,90,1,20,1,0,0,1,0,2750000.0,2,1,3.0,1,0,0,1,0,1
Yunusemre,90,1,11,0,1,1,0,0,3080000.0,2,1,3.0,3,0,1,0,0,1
Yunusemre,80,1,25,0,0,0,0,0,3000000.0,1,1,3.0,1,0,1,0,0,2
Sehzadeler,130,1,15,0,1,0,1,0,3285000.0,3,1,4.0,3,0,0,1,0,1
Turgutlu,152,1,31,0,0,0,1,0,350000.0,3,1,0.0,1,0,1,0,0,2
Turgutlu,145,1,1,0,1,1,0,0,3300000.0,3,1,1.0,3,0,1,0,0,2
Turgutlu,130,1,11,0,0,0,0,0,3000000.0,3,1,0.0,3,0,1,0,0,1
Saruhanli,105,2,1,1,1,1,0,0,4200000.0,2,1,1.0,3,0,1,0,0,0
Turgutlu,429,1,16,0,0,0,1,0,2500000.0,2,1,0.0,0,0,1,0,0,2
Soma,130,1,11,1,0,1,0,0,3150000.0,3,1,3.0,3,0,0,0,1,2
Yunusemre,150,1,31,0,0,0,1,0,14500000.0,3,1,3.0,0,0,0,0,1,1
Akhisar,103,1,33,0,0,0,0,0,1275000.0,1,1,3.0,1,0,1,0,0,2
Salihli,110,1,25,0,1,0,0,0,3000000.0,3,1,0.0,3,0,0,1,0,1
Sehzadeler,135,1,6,0,0,0,0,0,4200000.0,3,1,3.0,3,0,1,0,0,1
Sehzadeler,120,1,11,0,0,0,1,0,985000.0,1,1,0.0,1,0,1,0,0,2
Turgutlu,155,1,25,0,1,1,0,0,4600000.0,3,1,0.0,3,0,1,0,0,2
Akhisar,90,1,31,0,1,0,0,0,1350000.0,2,1,4.0,3,0,1,0,0,1
Yunusemre,140,1,5,0,0,0,0,0,3650000.0,3,1,2.0,3,0,0,0,1,1
Saruhanli,260,2,5,1,0,0,1,0,4200000.0,6,2,5.0,3,0,1,0,0,2
Turgutlu,130,1,16,0,1,1,0,0,2900000.0,2,1,0.0,1,0,0,0,1,2
Yunusemre,96,1,26,1,0,1,0,0,3250000.0,2,1,2.0,1,0,1,0,0,1
Sehzadeler,140,1,11,1,1,0,1,0,4650000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,90,1,1,0,0,1,1,0,3600000.0,2,1,3.0,3,0,1,0,0,1
Yunusemre,85,1,0,0,0,1,1,0,3250000.0,2,1,3.0,3,2,1,0,0,1
Turgutlu,300,2,0,1,1,1,1,0,11500000.0,6,1,3.0,3,0,1,0,0,2
Salihli,150,3,31,0,0,0,0,0,3450000.0,7,2,0.0,0,0,1,0,0,0
Yunusemre,128,2,1,0,1,0,0,0,13400000.0,3,1,2.0,3,0,1,0,0,2
Yunusemre,105,1,1,0,1,1,0,1,3420000.0,2,1,2.0,3,0,0,0,1,2
Akhisar,95,1,35,0,0,0,0,0,1600000.0,1,1,1.0,3,0,1,0,0,1
Saruhanli,55,1,0,0,0,1,1,1,2650000.0,1,1,0.5,3,0,0,1,0,1
Sehzadeler,250,3,0,0,0,1,1,0,29980000.0,5,1,3.0,3,2,1,0,0,1
Yunusemre,100,1,0,1,0,1,1,0,5500000.0,2,1,2.0,3,0,1,0,0,2
Turgutlu,85,1,6,0,0,0,0,0,1650000.0,2,1,0.0,3,0,0,0,1,2
Turgutlu,95,1,21,0,0,0,0,0,2050000.0,2,1,1.0,3,0,0,0,1,2
Yunusemre,200,2,3,0,0,1,1,0,12495000.0,3,1,5.0,3,0,0,1,0,2
Yunusemre,60,1,1,0,1,0,0,0,2650000.0,1,1,1.0,3,0,1,0,0,1
Akhisar,85,1,0,0,1,1,0,0,2900000.0,2,1,2.0,3,2,1,0,0,1
Yunusemre,350,2,21,0,0,1,1,0,12000000.0,5,1,0.0,3,0,1,0,0,1
Yunusemre,85,1,21,0,1,0,0,0,2650000.0,2,1,0.5,3,0,1,0,0,2
Akhisar,100,1,6,0,0,0,0,0,2750000.0,2,1,3.0,3,0,1,0,0,1
Soma,90,1,27,0,0,0,1,0,1550000.0,2,1,3.0,3,0,0,0,1,1
Yunusemre,54,1,0,0,1,1,1,0,2500000.0,1,0,0.5,3,2,1,0,0,2
Sehzadeler,120,1,26,0,1,0,1,0,3950000.0,3,1,0.5,3,0,1,0,0,2
Salihli,115,1,0,1,0,1,0,0,3475000.0,2,1,4.0,3,0,1,0,0,2
Turgutlu,125,1,0,1,0,1,0,0,3500000.0,2,1,1.0,3,0,1,0,0,1
Salihli,145,1,1,1,1,0,1,0,6500000.0,3,1,4.0,3,0,1,0,0,2
Salihli,115,1,30,0,0,0,1,0,820000.0,2,1,3.0,1,0,1,0,0,0
Turgutlu,150,2,0,1,1,1,1,0,3749000.0,3,1,4.0,3,0,1,0,0,2
Turgutlu,130,1,1,0,1,1,0,0,2250000.0,3,1,0.0,3,0,0,1,0,2
Turgutlu,100,1,21,0,0,0,0,0,550000.0,2,1,0.0,1,0,1,0,0,1
Salihli,100,1,21,1,0,0,0,0,1550000.0,2,1,3.0,3,0,0,0,1,1
Sehzadeler,115,1,25,0,1,0,1,0,3485000.0,3,1,3.0,3,0,1,0,0,1
Soma,68,1,15,0,0,1,1,0,2250000.0,1,1,3.0,1,0,1,0,0,2
Akhisar,115,2,0,0,1,1,1,0,3400000.0,2,1,3.0,3,0,1,0,0,2
Turgutlu,95,1,5,0,1,0,0,0,2600000.0,2,1,4.0,3,0,0,0,1,2
Yunusemre,125,1,21,0,1,1,1,0,4275000.0,3,1,4.0,3,0,1,0,0,1
Akhisar,130,1,26,1,0,0,0,0,2225000.0,3,1,4.0,3,0,1,0,0,1
Akhisar,105,1,18,0,0,0,1,0,2350000.0,2,1,0.0,2,0,0,0,1,2
Yunusemre,100,1,26,0,1,1,1,0,3150000.0,2,1,0.5,3,0,0,0,1,2
Yunusemre,92,1,2,1,1,0,0,0,5000000.0,2,1,4.0,3,0,0,0,1,1
Yunusemre,100,1,21,0,1,1,0,0,2850000.0,2,1,0.5,3,0,1,0,0,2
Akhisar,130,1,1,0,1,1,1,0,3200000.0,3,1,3.0,3,0,0,0,1,1
Akhisar,135,1,0,0,1,1,1,0,3150000.0,3,1,3.0,3,0,1,0,0,2
Turgutlu,295,1,10,0,1,1,1,0,4600000.0,3,1,3.0,3,0,0,0,1,2
Alasehir,100,1,35,0,0,0,0,0,1200000.0,2,1,3.0,1,0,0,0,1,2
Kirkagac,140,2,10,0,1,1,0,0,3800000.0,3,1,5.0,3,0,1,0,0,1
Akhisar,140,1,21,1,1,1,0,0,2750000.0,3,1,4.0,3,0,1,0,0,1
Akhisar,181,1,26,0,0,0,0,0,1900000.0,2,1,0.0,1,0,1,0,0,2
Sehzadeler,110,1,21,0,1,1,0,0,3250000.0,2,1,3.0,3,0,1,0,0,1
Sehzadeler,120,1,26,0,1,1,0,0,4200000.0,3,1,6.0,3,0,0,0,1,1
Turgutlu,130,1,22,0,0,0,0,0,3100000.0,3,1,5.0,3,0,1,0,0,2
Turgutlu,140,1,1,1,0,0,1,0,2990000.0,3,1,3.0,3,0,0,0,1,2
Soma,105,1,0,1,1,1,1,0,2750000.0,2,1,2.0,2,0,1,0,0,1
Salihli,530,1,25,0,0,0,0,0,2350000.0,2,1,3.0,1,0,1,0,0,2
Akhisar,150,2,0,1,1,1,0,0,5200000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,135,1,0,0,1,1,0,0,3650000.0,3,1,1.0,3,0,1,0,0,1
Salihli,130,1,11,1,1,1,0,0,6250000.0,3,1,2.0,3,0,0,0,1,1
Yunusemre,110,1,0,0,1,1,1,0,4100000.0,2,1,4.0,3,0,1,0,0,1
Sehzadeler,130,1,11,1,1,0,1,0,4750000.0,3,1,2.0,1,0,0,0,1,1
Sehzadeler,130,1,26,1,1,0,0,0,3125000.0,3,1,5.0,3,0,0,0,1,2
Akhisar,170,1,0,0,0,1,0,0,4100000.0,3,1,3.0,3,2,1,0,0,1
Yunusemre,135,1,6,1,0,0,0,0,4100000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,95,1,0,0,0,0,1,0,3900000.0,2,1,2.0,3,0,1,0,0,1
Akhisar,350,3,11,0,0,0,0,0,9500000.0,6,1,0.0,2,0,1,0,0,2
Salihli,200,1,0,0,0,0,0,0,5300000.0,3,1,3.0,2,2,1,0,0,2
Yunusemre,105,1,4,0,0,0,1,0,3250000.0,2,1,5.0,3,0,1,0,0,1
Yunusemre,120,1,0,0,1,0,0,0,5250000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,160,1,5,0,1,0,0,0,4250000.0,3,1,0.5,3,0,1,0,0,1
Yunusemre,130,1,21,0,1,0,0,0,4100000.0,3,1,3.0,3,0,1,0,0,2
Akhisar,320,3,0,0,0,1,1,0,8250000.0,5,1,3.0,3,0,1,0,0,1
Yunusemre,240,2,11,0,1,0,1,0,6850000.0,5,1,3.0,3,0,0,0,1,1
Sehzadeler,125,1,31,0,0,0,0,0,5300000.0,3,1,3.0,1,0,0,0,1,1
Akhisar,120,1,6,0,1,1,1,0,3850000.0,3,1,2.0,3,0,0,0,1,1
Turgutlu,130,1,16,0,1,1,1,0,3150000.0,3,1,2.0,3,0,0,0,1,2
Akhisar,180,2,1,0,1,1,1,1,3150000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,140,1,0,0,0,0,1,0,5250.0,3,1,3.0,3,0,1,0,0,1
Akhisar,105,1,0,0,1,1,0,0,2850000.0,2,1,2.0,3,2,1,0,0,1
Salihli,141,1,23,1,0,0,0,0,4900000.0,3,1,3.0,0,0,1,0,0,2
Akhisar,135,1,20,0,0,0,0,0,1850000.0,2,1,5.0,3,0,1,0,0,2
Akhisar,125,1,30,0,0,0,0,0,2500000.0,3,1,0.0,1,0,0,1,0,1
Yunusemre,189,1,45,0,0,0,0,0,1650000.0,2,1,3.0,1,0,1,0,0,0
Akhisar,55,1,0,0,1,1,1,0,2390000.0,1,1,1.0,3,0,1,0,0,1
Salihli,50,1,2,0,0,0,0,0,3200000.0,1,1,0.5,1,0,1,0,0,0
Turgutlu,110,1,21,1,0,0,0,0,2290000.0,3,1,4.0,3,0,0,0,1,2
Saruhanli,100,1,35,0,0,0,0,0,1650000.0,2,1,3.0,1,0,1,0,0,2
Yunusemre,80,1,0,1,1,1,1,0,4250000.0,2,1,3.0,3,2,1,0,0,1
Akhisar,130,1,7,0,1,1,0,0,3180000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,55,1,0,0,0,1,0,0,3125000.0,1,1,5.0,2,0,1,0,0,1
Turgutlu,120,1,16,1,0,0,0,0,1950000.0,3,1,1.0,0,0,1,0,0,2
Turgutlu,70,1,21,0,0,0,0,0,1500000.0,2,0,0.0,1,0,1,0,0,0
Sehzadeler,175,2,5,1,1,0,1,0,8150000.0,4,1,0.0,2,0,0,0,1,1
Salihli,160,1,7,1,1,1,1,0,4500000.0,3,1,0.0,2,0,1,0,0,1
Turgutlu,179,2,5,1,1,1,0,0,6500000.0,4,1,8.0,3,0,0,1,0,1
Yunusemre,150,2,1,1,0,1,0,0,4350000.0,3,1,2.0,3,0,1,0,0,1
Yunusemre,58,1,0,1,0,1,1,0,2900000.0,1,1,3.0,3,0,1,0,0,1
Turgutlu,110,2,0,1,0,0,1,0,3950000.0,2,1,9.0,2,0,0,0,1,1
Turgutlu,162,2,0,0,0,1,1,0,8000000.0,3,1,1.0,3,0,1,0,0,0
Sehzadeler,160,1,34,0,1,0,1,0,3875000.0,3,1,0.0,3,0,1,0,0,1
Turgutlu,153,1,0,0,1,1,1,0,5250000.0,3,1,3.0,3,2,1,0,0,2
Sehzadeler,130,2,26,1,1,1,0,0,3500000.0,3,0,2.0,3,0,1,0,0,2
Yunusemre,100,1,6,1,0,0,0,0,2685000.0,2,1,0.5,3,0,0,1,0,1
Yunusemre,125,1,8,1,1,1,0,0,4100000.0,3,1,2.0,3,0,1,0,0,1
Turgutlu,130,1,1,0,1,1,0,0,3450000.0,3,1,5.0,3,0,1,0,0,2
Salihli,117,1,25,0,1,0,0,0,3300000.0,3,1,1.0,3,0,0,1,0,2
Yunusemre,110,1,5,0,1,0,1,0,6575000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,95,1,5,0,1,0,0,0,3400000.0,2,1,4.0,3,0,0,0,1,1
Yunusemre,60,1,1,0,0,0,1,0,2500000.0,2,1,3.0,1,0,0,0,1,1
Turgutlu,95,1,30,0,0,0,0,0,1950000.0,2,1,4.0,1,0,1,0,0,2
Turgutlu,135,1,6,0,0,0,0,0,2550000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,118,1,21,1,0,0,0,0,1875000.0,3,1,4.0,3,0,1,0,0,2
Turgutlu,115,1,11,0,0,0,0,0,2380000.0,3,1,0.0,3,0,0,0,1,2
Saruhanli,75,1,1,0,0,1,1,0,3050000.0,2,1,3.0,3,0,1,0,0,1
Salihli,150,1,15,0,0,0,0,0,4250000.0,3,1,4.0,3,0,1,0,0,2
Yunusemre,95,1,1,1,1,1,1,0,5475000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,110,1,0,1,1,1,0,0,3800000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,140,2,1,0,1,1,0,0,5350000.0,3,1,1.0,3,0,1,0,0,2
Akhisar,135,1,0,0,1,1,1,0,3100000.0,3,1,3.0,3,2,1,0,0,2
Salihli,190,2,0,1,1,1,1,0,7750000.0,3,1,3.0,3,0,0,0,1,2
Turgutlu,142,1,26,0,0,0,1,0,2250000.0,2,1,1.0,1,0,1,0,0,2
Akhisar,135,1,28,1,0,1,1,0,2850000.0,3,1,3.0,3,0,0,0,1,2
Sehzadeler,130,1,18,0,0,1,0,0,3950000.0,3,1,0.5,3,0,1,0,0,1
Koprubasi,130,1,7,0,0,0,0,0,2200000.0,3,1,5.0,1,0,0,0,1,1
Turgutlu,380,3,5,1,1,0,0,0,12500000.0,3,1,0.0,0,0,0,0,1,1
Akhisar,85,2,0,0,1,1,1,0,3100000.0,2,1,1.0,3,2,1,0,0,2
Salihli,95,1,4,0,1,1,0,0,3425000.0,2,1,3.0,3,0,0,1,0,2
Turgutlu,185,2,0,0,1,0,1,0,4390000.0,3,1,4.0,3,0,1,0,0,0
Salihli,140,1,25,0,1,0,0,0,3400000.0,3,2,2.0,3,0,1,0,0,1
Akhisar,130,1,26,0,0,0,0,0,1750000.0,3,1,0.0,1,0,1,0,0,1
Akhisar,67,1,24,0,0,0,0,0,1550000.0,2,1,3.0,1,0,1,0,0,2
Yunusemre,95,2,0,0,1,0,1,0,2950000.0,2,0,0.5,3,2,1,0,0,2
