Ilce,M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi,tapu_durumu
Yunusemre,130,2,6,1,1,0,1,0,4450000.0,3,1,3.0,3,0,0,1,0,2
Yunusemre,115,1,28,1,1,0,1,0,3800000.0,3,1,2.0,3,0,1,0,0,1
Sehzadeler,125,1,40,0,1,0,0,0,4299000.0,3,1,2.0,2,0,1,0,0,1
Turgutlu,125,1,7,1,0,0,0,0,3650000.0,3,1,5.0,3,0,1,0,0,1
Akhisar,125,1,5,1,1,1,0,0,3850000.0,3,1,4.0,3,0,0,1,0,1
Akhisar,105,1,5,0,0,0,0,1,8250000.0,2,0,3.0,1,0,1,0,0,2
Akhisar,115,1,0,1,1,1,0,0,3600000.0,2,1,2.0,3,2,1,0,0,1
Yunusemre,95,1,5,0,0,1,0,0,3350000.0,2,1,4.0,3,0,1,0,0,1
Sehzadeler,125,1,21,1,0,0,0,0,3975000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,115,1,21,1,0,0,0,0,2550000.0,2,1,4.0,1,0,0,1,0,2
Akhisar,220,3,0,0,0,1,0,0,6500000.0,4,1,3.0,3,2,1,0,0,1
Sehzadeler,120,1,25,1,0,0,0,0,3075000.0,3,1,5.0,3,0,0,1,0,1
Sehzadeler,90,1,31,0,1,0,0,0,7750000.0,2,1,1.0,1,0,1,0,0,1
Yunusemre,138,1,31,1,0,0,0,0,3450000.0,3,1,0.5,3,0,1,0,0,2
Yunusemre,220,3,0,0,0,1,1,0,17949000.0,5,1,3.0,3,2,1,0,0,2
Yunusemre,200,2,15,0,1,1,1,0,8150000.0,5,1,5.0,3,0,0,0,1,1
Sehzadeler,120,1,25,1,1,0,0,0,14000.0,3,1,5.0,3,0,1,0,0,2
Akhisar,260,2,11,0,0,0,0,0,3550000.0,5,1,0.0,3,0,0,1,0,2
Yunusemre,55,1,0,0,1,1,1,0,3550000.0,1,1,2.0,3,2,1,0,0,2
Saruhanli,400,1,11,0,1,0,1,1,3725000.0,2,1,3.0,1,0,1,0,0,0
Soma,115,1,7,1,1,0,1,0,2550000.0,3,1,2.0,2,0,1,0,0,2
Yunusemre,110,1,14,1,0,1,0,0,3450000.0,3,1,0.5,3,0,1,0,0,1
Sehzadeler,135,1,16,0,1,0,1,0,4500000.0,3,1,5.0,3,0,1,0,0,2
Yunusemre,280,2,6,0,0,1,0,0,6500000.0,6,1,5.0,3,0,0,0,1,1
Turgutlu,120,1,4,0,1,1,1,0,4650000.0,3,1,3.0,3,0,1,0,0,1
Salihli,95,1,2,1,1,1,0,0,3650000.0,2,1,5.0,3,0,0,1,0,1
Turgutlu,145,1,5,1,0,1,0,0,5500000.0,3,1,5.0,3,0,1,0,0,2
Yunusemre,165,1,19,1,1,1,0,0,6500000.0,3,1,3.0,3,0,0,1,0,2
Turgutlu,280,2,4,0,0,1,0,0,4500000.0,3,1,2.0,2,0,1,0,0,2
Akhisar,125,2,0,1,1,1,0,0,4500000.0,3,1,2.0,3,2,1,0,0,1
Yunusemre,185,2,16,1,1,1,1,0,4625000.0,3,1,1.0,3,0,0,0,1,1
Yunusemre,150,1,15,1,1,0,0,0,5500000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,115,2,1,0,1,1,0,0,3950000.0,2,1,10.0,2,0,0,1,0,1
Yunusemre,382,2,5,1,1,0,1,1,6000000.0,4,1,0.0,1,0,1,0,0,0
Yunusemre,140,1,5,1,1,1,0,0,6850000.0,3,1,0.5,3,0,0,1,0,2
Salihli,148,1,9,0,0,1,0,0,3500000.0,3,1,0.0,1,0,0,1,0,1
Salihli,300,2,3,1,0,1,1,0,9750000.0,4,2,5.0,3,0,0,0,1,2
Akhisar,100,1,0,1,0,0,1,0,2435000.0,1,1,0.5,3,2,1,0,0,1
Yunusemre,120,1,26,0,0,1,1,0,3800000.0,3,1,5.0,3,0,1,0,0,1
Sehzadeler,45,1,0,0,0,0,0,0,3375000.0,1,1,3.0,3,0,1,0,0,1
Yunusemre,55,1,1,1,1,1,0,1,4100000.0,1,1,0.5,3,0,1,0,0,1
Kirkagac,90,1,31,1,0,0,0,0,1400000.0,2,1,2.0,3,0,1,0,0,2
Saruhanli,75,1,0,0,0,1,0,0,2450000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,112,1,16,1,1,1,0,0,6500000.0,3,1,2.0,3,0,1,0,0,2
Akhisar,170,2,0,0,0,1,0,0,8250000.0,4,1,5.0,3,2,1,0,0,2
Turgutlu,135,1,11,0,1,0,0,0,3200000.0,3,1,4.0,3,0,0,1,0,1
Yunusemre,135,1,6,1,1,0,0,0,3650000.0,3,1,1.0,3,0,1,0,0,1
Salihli,80,1,6,1,0,1,0,0,3150000.0,2,1,0.5,3,0,1,0,0,2
Akhisar,73,2,0,0,0,0,1,0,2950000.0,2,0,1.0,3,0,1,0,0,1
Sehzadeler,120,1,5,0,0,1,1,0,7200000.0,2,1,5.0,3,0,1,0,0,2
Salihli,250,2,0,0,0,0,0,0,7490000.0,5,1,0.0,3,0,1,0,0,2
Akhisar,142,2,8,1,1,1,0,0,3590000.0,3,1,5.0,3,0,1,0,0,2
Turgutlu,130,2,0,1,1,1,1,0,4650000.0,3,1,3.0,3,0,1,0,0,1
Salihli,145,1,13,0,0,1,0,0,5250000.0,3,1,4.0,3,0,0,0,1,1
Akhisar,138,1,11,1,0,0,0,0,3600000.0,3,1,2.0,3,0,0,0,1,1
Turgutlu,135,1,25,1,0,0,0,0,3750000.0,3,1,3.0,3,0,1,0,0,2
Yunusemre,75,1,4,0,1,0,0,0,2950000.0,2,1,2.0,3,0,1,0,0,1
Kirkagac,134,1,20,0,0,0,0,0,2450000.0,3,1,1.0,3,0,0,0,1,1
Akhisar,120,2,0,1,1,1,1,0,4150000.0,3,1,3.0,3,2,1,0,0,1
Salihli,135,1,30,0,0,1,0,0,3600000.0,3,1,0.5,3,0,0,0,1,1
Sehzadeler,400,3,21,0,0,0,0,1,10500000.0,4,1,5.0,3,0,1,0,0,2
Yunusemre,230,2,1,0,1,0,0,0,5700000.0,3,1,5.0,3,0,1,0,0,1
Yunusemre,95,1,10,0,1,0,1,0,3150000.0,3,1,0.5,3,0,1,0,0,1
Yunusemre,125,1,21,0,1,0,0,0,4450000.0,3,1,4.0,3,0,1,0,0,2
Yunusemre,120,1,25,1,0,0,0,0,3200000.0,3,1,4.0,3,0,1,0,0,2
Saruhanli,105,1,1,0,1,0,1,0,2995000.0,2,1,3.0,3,0,1,0,0,1
Akhisar,240,2,1,1,0,1,1,0,4670000.0,4,1,4.0,3,0,1,0,0,2
Sehzadeler,140,1,31,1,1,1,1,0,3375000.0,3,1,5.0,3,0,0,0,1,2
Akhisar,148,1,3,1,1,1,0,1,4200000.0,3,0,5.0,3,0,1,0,0,2
Kirkagac,120,2,0,1,0,1,1,0,3550000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,132,1,12,0,0,0,0,0,2500000.0,2,1,1.0,3,0,1,0,0,2
Yunusemre,111,1,33,0,1,1,0,0,2490000.0,2,1,0.5,1,0,0,1,0,2
Sehzadeler,340,2,10,0,1,0,1,0,4550000.0,4,2,0.0,3,0,0,1,0,2
Yunusemre,200,2,8,0,1,0,1,0,5300000.0,4,1,5.0,3,0,0,1,0,1
Akhisar,85,1,19,0,0,0,1,1,2900000.0,2,1,1.0,3,0,0,1,0,2
Akhisar,80,1,0,0,1,1,0,0,3000000.0,2,1,1.0,3,2,1,0,0,1
Saruhanli,55,1,0,0,0,1,0,1,2650000.0,1,1,2.0,3,0,0,1,0,1
Salihli,125,1,0,1,1,1,1,0,3650000.0,3,1,3.0,3,2,1,0,0,1
Akhisar,125,1,1,0,0,1,0,0,4800000.0,3,1,1.0,3,2,1,0,0,1
Yunusemre,480,3,11,0,0,1,0,0,58900000.0,5,2,3.0,3,0,0,0,1,1
Turgutlu,175,1,21,0,0,0,0,0,2100000.0,3,1,0.0,1,0,0,1,0,2
Turgutlu,140,1,7,0,1,0,0,0,2900000.0,3,1,5.0,3,0,1,0,0,2
Turgutlu,170,3,2,1,0,1,0,0,5500000.0,3,1,4.0,3,0,0,0,1,2
Turgutlu,95,1,11,0,1,0,1,0,2700000.0,2,1,1.0,3,0,1,0,0,2
Yunusemre,220,2,17,1,1,1,0,1,6200000.0,4,1,5.0,3,0,0,0,1,2
Turgutlu,130,1,11,1,1,1,1,0,3500000.0,3,1,1.0,3,0,0,0,1,2
Turgutlu,255,3,0,1,1,1,1,0,7500000.0,4,1,4.0,3,0,1,0,0,2
Salihli,275,1,31,0,0,0,0,0,3250000.0,4,1,0.0,0,0,1,0,0,2
Akhisar,95,1,5,1,1,1,0,0,2980000.0,2,1,3.0,3,0,1,0,0,2
Salihli,175,2,2,0,1,1,0,0,6250000.0,4,1,4.0,3,0,1,0,0,1
Yunusemre,105,1,6,1,1,0,0,0,3650000.0,2,1,4.0,3,0,0,0,1,1
Yunusemre,60,1,2,1,0,0,0,0,3250000.0,1,1,0.5,3,0,1,0,0,1
Sehzadeler,125,1,16,1,1,0,1,0,3750000.0,3,1,1.0,3,0,1,0,0,2
Saruhanli,140,1,1,1,1,0,1,0,4350000.0,3,1,2.0,3,0,1,0,0,1
Yunusemre,80,1,6,0,0,0,1,1,3050000.0,2,1,3.0,3,0,1,0,0,1
Yunusemre,115,1,11,1,0,1,0,0,5750000.0,2,1,0.5,3,0,0,0,1,1
Yunusemre,58,1,0,0,0,0,0,0,3000000.0,1,1,2.0,3,0,1,0,0,1
Yunusemre,160,2,15,0,1,1,0,0,7500000.0,3,1,10.0,3,0,0,1,0,2
Turgutlu,135,2,0,1,1,1,1,0,5800000.0,3,1,3.0,3,2,1,0,0,1
Turgutlu,100,1,0,1,1,1,0,0,3750000.0,2,1,3.0,3,2,1,0,0,2
Yunusemre,60,1,0,1,1,1,0,0,2750000.0,1,1,3.0,3,0,1,0,0,1
Saruhanli,145,2,5,1,0,0,0,0,4300000.0,3,1,1.0,3,0,0,1,0,1
Akhisar,130,1,0,0,1,1,0,0,4250000.0,3,1,1.0,3,2,1,0,0,1
Akhisar,130,1,25,1,1,1,0,0,3800000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,205,2,16,1,1,0,0,0,4500000.0,3,1,2.0,3,0,0,0,1,2
Turgutlu,190,2,0,0,0,0,1,0,6500000.0,3,1,1.0,3,0,1,0,0,2
Turgutlu,157,2,4,1,1,1,0,0,4800000.0,3,1,3.0,3,0,0,0,1,2
Yunusemre,55,1,15,0,1,0,0,0,5500000.0,1,1,3.0,3,0,0,1,0,2
Turgutlu,85,1,21,1,0,0,0,1,1750000.0,2,1,3.0,1,0,0,1,0,1
Yunusemre,170,2,0,0,0,1,1,0,18500000.0,4,1,0.0,3,0,1,0,0,1
Akhisar,95,1,28,0,0,0,0,0,1350000.0,2,1,5.0,3,0,1,0,0,2
Yunusemre,125,1,21,0,1,0,1,0,3650000.0,3,1,5.0,3,0,1,0,0,2
Turgutlu,201,2,11,0,1,0,1,0,2950000.0,2,2,4.0,3,0,0,1,0,1
Salihli,95,1,4,0,0,1,0,0,3250000.0,2,1,4.0,3,0,1,0,0,2
Akhisar,125,1,30,0,0,0,0,0,1875000.0,3,1,4.0,3,0,1,0,0,1
Salihli,269,1,16,0,1,1,0,0,6950000.0,3,1,0.0,1,0,1,0,0,2
Akhisar,175,1,0,0,1,1,0,0,6800000.0,3,1,4.0,3,0,1,0,0,1
Turgutlu,145,1,11,1,1,1,1,0,4499000.0,3,1,0.5,3,0,1,0,0,2
Akhisar,135,1,9,0,1,0,0,0,9000000.0,4,2,3.0,3,0,1,0,0,1
Yunusemre,130,1,5,1,1,0,0,0,4950000.0,3,1,3.0,3,0,0,0,1,1
Sehzadeler,125,2,28,0,1,0,0,0,3750000.0,3,1,5.0,3,2,0,0,1,2
Turgutlu,160,1,6,0,1,1,0,0,2250000.0,3,1,0.0,3,0,0,1,0,2
Yunusemre,196,1,11,0,1,0,1,0,5000000.0,3,1,3.0,1,0,0,0,1,2
Soma,135,2,7,1,0,0,0,0,2975000.0,3,1,2.0,3,0,1,0,0,2
Yunusemre,90,2,0,1,0,1,0,0,3400000.0,2,1,2.0,3,0,1,0,0,1
Akhisar,160,2,4,0,0,0,0,0,5500000.0,3,1,1.0,3,0,1,0,0,1
Akhisar,170,2,3,0,1,1,0,0,4100000.0,4,1,3.0,3,2,1,0,0,1
Yunusemre,135,1,6,0,0,0,0,0,3550000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,135,2,0,1,1,1,0,0,5650000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,100,1,31,0,0,0,0,0,2500000.0,2,1,2.0,3,0,0,0,1,2
Salihli,95,1,0,1,1,1,0,0,2850000.0,2,1,3.0,3,2,1,0,0,2
Sehzadeler,130,1,25,1,1,0,1,0,4500000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,130,1,11,1,1,1,0,0,3650000.0,2,1,4.0,3,0,0,0,1,1
Sehzadeler,195,3,6,1,0,1,1,0,7650000.0,5,2,1.0,2,0,1,0,0,2
Saruhanli,55,1,0,0,0,0,1,0,1995000.0,1,1,0.5,3,0,1,0,0,1
Turgutlu,100,1,0,1,1,1,0,0,3750000.0,2,1,1.0,3,0,1,0,0,2
Sehzadeler,180,1,25,1,1,0,1,0,4990000.0,3,1,3.0,3,0,0,0,1,1
Sehzadeler,115,1,25,0,1,0,1,0,3975000.0,2,1,3.0,3,0,1,0,0,1
Sehzadeler,100,1,31,0,1,1,0,0,5300000.0,2,1,2.0,3,0,0,0,1,2
Sehzadeler,155,2,28,1,1,0,0,0,5650000.0,3,1,3.0,3,0,1,0,0,2
Akhisar,132,2,1,0,1,1,1,0,4425000.0,3,1,3.0,3,0,1,0,0,2
Turgutlu,120,1,7,0,1,0,0,0,2900000.0,3,1,2.0,3,0,1,0,0,2
Alasehir,190,2,5,1,1,0,0,0,4500000.0,3,1,4.0,3,0,0,0,1,1
Akhisar,109,1,40,0,0,0,0,0,1150000.0,3,1,3.0,1,0,1,0,0,2
Yunusemre,115,1,25,0,1,1,1,0,4450000.0,3,1,2.0,3,0,1,0,0,1
Akhisar,128,2,0,0,1,1,0,0,6750000.0,3,1,1.0,3,0,1,0,0,1
Yunusemre,95,1,5,1,0,1,0,0,3600000.0,2,1,2.0,3,0,0,0,1,2
Turgutlu,129,1,11,0,1,0,1,0,4300000.0,3,1,4.0,3,0,1,0,0,2
Yunusemre,170,1,15,0,0,1,0,0,8200000.0,3,1,1.0,3,0,0,0,1,2
Salihli,130,1,30,0,0,1,0,0,3000000.0,3,1,0.0,1,0,0,1,0,2
Turgutlu,110,1,11,0,1,0,0,0,3500000.0,3,1,4.0,3,0,0,1,0,1
Akhisar,300,2,3,0,1,1,1,0,4850000.0,6,1,3.0,3,0,0,1,0,1
Akhisar,270,3,1,0,0,1,0,0,4800000.0,5,1,3.0,3,2,1,0,0,1
Salihli,125,1,26,0,1,1,0,0,3850000.0,3,1,2.0,1,0,1,0,0,1
Sehzadeler,125,1,30,1,1,0,0,0,3450000.0,3,1,0.5,3,0,1,0,0,2
Turgutlu,190,2,26,0,0,0,1,0,2990000.0,5,1,0.0,1,0,0,1,0,2
Yunusemre,435,1,34,0,1,0,0,0,3400000.0,3,1,0.0,1,0,1,0,0,2
Turgutlu,300,3,5,1,1,1,1,0,9500000.0,5,1,4.0,3,0,0,0,1,2
Yunusemre,80,1,4,1,1,0,0,0,3350000.0,2,1,0.5,3,0,1,0,0,1
Salihli,145,1,30,0,0,0,0,0,3550000.0,3,1,1.0,3,0,0,0,1,2
Sehzadeler,120,1,30,0,0,0,1,0,4800000.0,3,1,2.0,3,0,1,0,0,1
Yunusemre,130,1,25,1,1,1,1,0,4800000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,380,2,11,0,0,0,1,0,15000000.0,5,1,3.0,3,0,0,0,1,2
Saruhanli,185,1,0,1,1,0,1,0,5549000.0,5,1,5.0,3,0,1,0,0,1
Turgutlu,125,2,5,0,1,1,0,0,3950000.0,3,1,0.5,3,0,1,0,0,1
Turgutlu,135,2,0,1,0,0,0,0,5500000.0,3,1,5.0,3,2,1,0,0,2
Akhisar,120,1,35,0,0,0,1,0,1950000.0,3,1,4.0,3,0,1,0,0,1
Akhisar,282,3,0,0,1,1,1,0,16250000.0,6,1,0.0,3,0,1,0,0,1
Turgutlu,100,1,16,0,0,0,1,0,1900000.0,1,1,4.0,3,0,0,1,0,2
Akhisar,135,1,15,0,1,1,0,0,3300000.0,3,1,4.0,3,0,0,1,0,1
Saruhanli,140,1,15,0,0,0,0,1,6500000.0,4,1,3.0,1,0,1,0,0,2
Akhisar,145,1,30,0,0,0,0,0,3000000.0,3,0,0.5,1,0,0,1,0,2
Salihli,150,1,25,1,1,0,1,0,3150000.0,3,1,-1.0,3,0,0,0,1,2
Yunusemre,99,1,2,0,1,1,0,0,3850000.0,2,1,3.0,3,0,1,0,0,2
Yunusemre,55,1,5,0,1,0,0,1,2600000.0,1,1,2.0,3,0,1,0,0,2
Salihli,285,1,40,0,0,0,0,0,40000.0,3,1,3.0,1,0,1,0,0,2
Saruhanli,90,1,6,0,1,0,0,0,2600000.0,2,1,3.0,3,0,0,1,0,1
Akhisar,110,1,15,0,0,1,0,1,3200000.0,2,1,2.0,3,0,1,0,0,1
Akhisar,135,1,6,0,0,0,0,0,2350000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,275,2,1,0,1,1,1,0,4000000.0,4,1,3.0,3,0,1,0,0,1
Sehzadeler,300,1,15,0,0,0,0,0,3050000.0,2,1,3.0,1,0,1,0,0,0
Yunusemre,125,1,22,1,1,1,1,0,4750000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,155,1,30,0,0,0,0,0,6300000.0,3,1,3.0,1,0,0,1,0,1
Turgutlu,130,1,0,1,1,1,0,0,3900000.0,3,1,2.0,3,0,1,0,0,1
Sehzadeler,130,1,25,1,1,0,1,0,4500000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,120,1,26,0,0,0,0,0,2250000.0,3,1,2.0,3,0,1,0,0,2
Turgutlu,150,1,21,0,0,0,0,0,3860000.0,3,1,2.0,3,0,1,0,0,2
Salihli,120,1,20,0,0,0,1,0,3350000.0,2,1,3.0,2,0,0,0,1,2
Yunusemre,100,1,18,0,0,1,0,0,3750000.0,2,1,0.5,3,0,0,0,1,1
Yunusemre,135,1,16,1,0,0,0,0,6450000.0,3,1,5.0,3,0,0,0,1,2
Turgutlu,170,2,1,0,1,1,1,0,5500000.0,3,1,1.0,3,0,1,0,0,2
Turgutlu,110,1,0,0,1,1,0,0,3750000.0,2,1,4.0,3,0,1,0,0,2
Yunusemre,125,1,16,1,1,0,0,0,3900000.0,3,1,2.0,3,0,1,0,0,2
Turgutlu,95,1,21,0,0,0,0,0,1620000.0,2,1,5.0,1,0,1,0,0,2
Sehzadeler,300,3,5,0,0,0,0,0,9000000.0,5,1,5.0,3,0,0,0,1,1
Yunusemre,130,3,0,0,0,1,1,0,14000000.0,3,1,0.0,3,0,1,0,0,1
Yunusemre,95,1,6,0,1,0,0,0,3100000.0,2,1,3.0,3,0,1,0,0,1
Yunusemre,85,1,0,0,1,1,1,0,3250000.0,2,1,3.0,3,2,1,0,0,1
Saruhanli,116,1,0,0,1,1,0,0,3900000.0,2,1,4.0,3,2,1,0,0,1
Salihli,140,1,10,1,1,1,1,0,3650000.0,3,1,2.0,3,0,0,0,1,2
Akhisar,295,3,14,1,1,1,1,0,3750000.0,4,1,4.0,3,0,0,0,1,2
Akhisar,140,2,6,1,1,1,1,0,3850000.0,3,1,6.0,3,0,0,0,1,1
Yunusemre,306,1,35,0,0,0,0,1,3500000.0,2,1,3.0,0,0,0,0,1,2
Sehzadeler,85,1,25,1,0,0,0,0,3950000.0,2,1,2.0,3,0,0,0,1,1
Yunusemre,57,1,0,0,0,0,1,0,3750000.0,1,1,2.0,3,0,1,0,0,1
Akhisar,300,2,3,0,1,1,1,0,4850000.0,6,1,3.0,3,0,0,1,0,1
Turgutlu,125,1,6,0,1,1,0,0,3350000.0,3,1,4.0,3,0,0,0,1,2
Turgutlu,160,2,0,1,1,1,1,0,4750000.0,3,1,2.0,2,0,1,0,0,2
Sehzadeler,115,1,38,1,1,1,1,0,3590000.0,3,1,5.0,3,0,1,0,0,1
Salihli,99,1,23,1,1,0,0,0,2575000.0,2,1,2.0,3,0,1,0,0,2
Yunusemre,125,1,21,1,1,1,1,0,4275000.0,3,1,1.0,3,0,1,0,0,1
Yunusemre,91,1,5,1,0,1,1,0,3750000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,80,1,2,1,1,1,1,0,5800000.0,2,1,0.5,3,0,0,1,0,1
Salihli,220,2,11,0,1,1,0,0,4250000.0,4,1,2.0,3,0,0,0,1,2
Akhisar,135,2,0,0,1,1,0,0,3150000.0,2,1,2.0,3,0,1,0,0,1
Yunusemre,125,2,0,1,0,1,0,0,6550000.0,3,1,0.5,3,0,1,0,0,2
Yunusemre,90,1,16,0,0,0,0,0,3200000.0,2,1,0.5,3,0,0,0,1,1
Turgutlu,86,1,0,1,0,1,1,0,3800000.0,2,1,1.0,3,2,1,0,0,1
Yunusemre,90,1,11,0,0,0,0,0,3180000.0,2,1,2.0,3,0,1,0,0,2
Turgutlu,120,1,4,1,0,0,0,0,3800000.0,2,1,10.0,2,0,0,1,0,1
Ahmetli,350,3,14,0,0,0,1,0,6500000.0,7,0,0.0,1,0,1,0,0,2
Yunusemre,90,1,23,1,1,0,1,0,3740000.0,2,1,3.0,3,0,0,0,1,1
Alasehir,126,2,0,0,0,0,0,0,4500000.0,3,1,0.5,3,0,1,0,0,1
Yunusemre,480,3,16,0,0,0,1,0,35000000.0,7,1,3.0,3,0,1,0,0,2
Akhisar,137,1,25,0,0,0,0,0,1800000.0,3,1,5.0,3,0,1,0,0,1
Turgutlu,78,1,0,0,0,0,1,0,3449000.0,1,1,1.0,3,0,1,0,0,2
Sehzadeler,160,2,13,1,1,0,0,0,4990000.0,4,1,5.0,3,0,1,0,0,2
Saruhanli,60,1,0,0,0,0,0,0,2250000.0,2,1,0.5,3,0,1,0,0,1
Turgutlu,90,1,6,0,0,0,1,0,1950000.0,2,1,0.0,0,0,1,0,0,1
Salihli,140,1,35,0,1,0,0,0,2800000.0,3,1,5.0,1,0,1,0,0,2
Turgutlu,85,1,6,0,1,0,0,0,1440000.0,2,1,4.0,3,0,1,0,0,1
Turgutlu,116,1,0,1,1,0,0,0,4750000.0,3,1,4.0,3,0,1,0,0,2
Sehzadeler,145,1,12,1,1,1,1,0,6300000.0,3,1,6.0,3,0,1,0,0,1
Salihli,140,1,5,0,1,1,0,0,5200000.0,3,1,3.0,3,0,1,0,0,2
Akhisar,120,2,16,0,1,0,0,0,2700000.0,2,1,0.5,3,0,1,0,0,0
Sehzadeler,110,1,25,0,1,0,0,0,3500000.0,3,1,2.0,3,0,0,1,0,1
Sehzadeler,85,1,25,1,1,0,0,0,2849000.0,2,1,2.0,3,0,0,0,1,2
Yunusemre,50,1,0,1,1,1,0,0,2750000.0,1,1,2.0,3,2,1,0,0,1
Sehzadeler,40,1,0,1,1,0,1,0,3350000.0,1,1,4.0,3,0,1,0,0,2
Akhisar,140,1,4,0,1,1,1,0,3450000.0,3,1,2.0,3,0,0,1,0,1
Akhisar,140,1,26,0,0,0,0,0,2350000.0,3,1,4.0,3,0,0,0,1,1
Turgutlu,135,1,16,1,0,0,0,0,4000000.0,3,1,4.0,3,0,0,1,0,2
Yunusemre,110,1,21,1,1,0,0,0,3150000.0,2,1,0.0,3,0,1,0,0,1
Yunusemre,220,2,1,0,1,1,0,0,4500000.0,4,1,5.0,3,0,0,0,1,2
Turgutlu,170,2,0,1,1,1,0,0,4600000.0,3,1,3.0,2,0,1,0,0,1
Soma,116,1,30,0,0,1,0,0,1375000.0,2,1,3.0,1,0,1,0,0,2
Turgutlu,155,2,0,1,1,1,1,0,6000000.0,3,1,6.0,3,0,1,0,0,1
Sehzadeler,120,1,16,1,1,0,0,0,4250000.0,3,1,5.0,3,0,0,0,1,1
Turgutlu,132,1,11,0,0,0,0,0,2475000.0,2,1,1.0,3,0,1,0,0,2
Turgutlu,135,1,21,0,0,0,1,0,2395000.0,3,1,1.0,0,0,1,0,0,2
Turgutlu,112,1,21,1,0,0,1,0,1750000.0,3,1,5.0,1,0,1,0,0,2
Yunusemre,95,1,6,1,1,1,0,0,6650000.0,3,1,2.0,3,0,1,0,0,2
Turgutlu,125,1,0,0,1,1,0,0,3850000.0,3,1,4.0,3,0,1,0,0,2
Turgutlu,135,2,0,0,1,1,0,0,6500000.0,3,1,2.0,3,0,1,0,0,2
Sehzadeler,200,1,35,0,1,1,1,0,5500000.0,3,1,2.0,3,0,0,0,1,1
Salihli,240,2,25,1,0,0,0,0,2500000.0,5,1,1.0,0,0,1,0,0,2
Akhisar,176,3,0,1,1,0,0,0,10500000.0,4,1,0.0,3,0,1,0,0,1
Yunusemre,55,1,1,1,0,1,0,1,3600000.0,1,1,2.0,3,0,1,0,0,1
Sehzadeler,140,1,15,1,1,1,0,0,4300000.0,3,1,3.0,3,0,0,1,0,2
Yunusemre,115,1,31,0,0,0,0,0,4600000.0,2,1,0.5,3,0,0,1,0,2
Sehzadeler,100,1,30,0,1,0,1,0,2550000.0,2,1,5.0,3,0,1,0,0,1
Yunusemre,94,2,4,0,1,0,0,0,6200000.0,2,1,2.0,3,0,0,0,1,1
Turgutlu,130,1,6,1,0,0,1,0,3500000.0,2,1,4.0,3,0,1,0,0,2
Sehzadeler,170,1,11,0,0,1,1,0,3900000.0,3,1,0.0,3,0,0,0,1,2
Salihli,85,1,6,0,1,0,0,0,2400000.0,2,1,4.0,3,0,1,0,0,2
Sehzadeler,105,1,31,1,1,0,0,0,3200000.0,3,1,4.0,3,0,1,0,0,1
Akhisar,165,2,11,0,1,0,1,0,5000000.0,4,1,2.0,3,0,0,0,1,1
Turgutlu,175,1,13,0,0,0,0,0,4920000.0,3,1,2.0,3,0,1,0,0,2
Sehzadeler,130,1,15,1,1,0,1,0,3550000.0,3,1,5.0,3,0,1,0,0,2
Turgutlu,280,3,0,1,1,1,1,0,11450000.0,5,2,6.0,3,0,1,0,0,1
Turgutlu,140,1,21,0,0,0,1,0,2450000.0,3,1,3.0,0,0,1,0,0,2
Akhisar,115,1,4,0,1,1,0,0,3250000.0,2,1,5.0,3,0,1,0,0,1
Turgutlu,140,1,0,0,1,1,0,0,4350000.0,3,1,3.0,3,0,1,0,0,2
Turgutlu,125,1,0,0,1,0,0,0,5600000.0,3,1,2.0,3,0,1,0,0,2
Sehzadeler,170,1,25,0,1,0,1,0,8500000.0,3,1,3.0,3,0,1,0,0,1
Salihli,105,1,25,0,0,0,0,0,4500000.0,2,1,3.0,1,0,1,0,0,0
Akhisar,258,2,35,0,0,0,1,0,1750000.0,4,1,3.0,1,0,1,0,0,2
Yunusemre,80,1,25,0,0,1,1,0,3675000.0,2,1,0.5,3,0,1,0,0,1
Akhisar,190,2,0,0,0,0,0,0,5600000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,50,1,0,0,1,0,0,0,3200000.0,1,1,2.0,3,0,1,0,0,1
Turgutlu,95,1,11,0,1,0,1,0,2650000.0,2,1,1.0,3,0,1,0,0,2
Turgutlu,95,2,2,1,1,0,0,0,3700000.0,2,1,2.0,3,0,0,0,1,2
Sehzadeler,310,2,6,1,0,0,1,0,11500000.0,6,1,4.0,3,0,1,0,0,2
Turgutlu,130,1,31,1,0,1,0,0,3100000.0,3,1,5.0,3,0,0,0,1,1
