Ilce,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi
Alasehir,450,-,-,10 Yaşında,Soba,Yok,Yok,Yok,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5300000.0,4,1
Yunusemre,160,2,Yüksek Giriş,5 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,-,4200000.0,3,1
Yunusemre,70,-,6. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3795000.0,1,1
Alasehir,110,1,4. Kat,31 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2090000.0,2,1
Turgutlu,255,2,Villa Katı,11 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,16500000.0,4,1
Yunusemre,125,1,2. Kat,16 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4750000.0,3,1
Turgutlu,120,1,Zemin,1 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3100000.0,3,1
Saruhanli,100,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3100000.0,2,1
Sehzadeler,200,2,1. Kat,21 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5500000.0,3,1
Yunusemre,200,1,Bahçe Katı,16 Yaşında,Soba,Yok,Yok,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3750000.0,2,1
Akhisar,140,1,2. Kat,11 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1
Salihli,280,3,Çatı Katı,3 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,11000000.0,5,1
Yunusemre,50,1,Yüksek Giriş,4 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı,2270000.0,1,1
Sehzadeler,165,1,5. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,3725000.0,3,1
Turgutlu,110,1,4. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2450000.0,3,0
Saruhanli,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,2250000.0,3,1
Turgutlu,125,1,En Üst Kat,15 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3300000.0,3,1
Yunusemre,135,1,4. Kat,26 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4000000.0,3,1
Yunusemre,110,1,En Üst Kat,25 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3650000.0,2,1
Sehzadeler,120,1,1. Kat,35 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4950000.0,3,1
Ahmetli,136,1,7. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,3,1
Sehzadeler,135,1,3. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,3,1
Akhisar,350,3,Bahçe Katı,6 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,7550000.0,5,1
Akhisar,140,1,2. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2375000.0,2,1
Yunusemre,120,1,5. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3000000.0,3,1
Yunusemre,100,1,Zemin,4 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,4450000.0,2,1
Akhisar,95,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1
Akhisar,170,2,3. Kat,2 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,4,1
Akhisar,105,1,Zemin,11 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,2,1
Yunusemre,125,1,Kot 1,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3799000.0,3,1
Yunusemre,50,1,2. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2350000.0,1,1
Yunusemre,145,2,4. Kat,2 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5650000.0,4,1
Saruhanli,205,1,5. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5750000.0,5,1
Yunusemre,165,2,3. Kat,4 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4800000.0,4,1
Yunusemre,115,1,2. Kat,16 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0,2,1
Yunusemre,85,1,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1
Turgutlu,130,2,Ara Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,-,6300000.0,3,1
Yunusemre,130,2,4. Kat,8 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,3,1
Akhisar,145,1,2. Kat,30 Yaşında,Kombi,Yok,Yok,Yok,-,-,Kat Mülkiyeti,Evet,Eşyalı,3050000.0,3,1
Yunusemre,180,2,2. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,7500000.0,4,2
Yunusemre,115,2,1. Kat,1 Yaşında,Yerden Isıtma,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,2,1
Turgutlu,120,1,3. Kat,26 Yaşında,Klima,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2250000.0,2,1
Sehzadeler,320,2,-,15 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Arsa,Evet,Eşyalı Değil,5500000.0,5,2
Salihli,90,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,2,1
Salihli,340,-,-,15 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı,5750000.0,3,0
Turgutlu,145,2,4. Kat,1 Yaşında,Yerden Isıtma,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5250000.0,4,1
Yunusemre,260,2,5. Kat,11 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5450000.0,5,1
Turgutlu,120,1,1. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,2,1
Yunusemre,90,2,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4600000.0,2,1
Kirkagac,210,1,-,20 Yaşında,Merkezi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,-,Eşyalı Değil,19800000.0,6,2
Saruhanli,95,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2949000.0,2,1
Yunusemre,140,1,2. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,8200000.0,3,1
Akhisar,100,1,1. Kat,31 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,2,1
Yunusemre,175,2,1. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,4650000.0,4,1
Salihli,140,1,Ara Kat,6 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5650000.0,3,1
Sehzadeler,120,1,2. Kat,26 Yaşında,Kombi,Var,Yok,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4400000.0,3,1
Sehzadeler,125,1,Ara Kat,40 Yaşında,Doğalgaz Sobası,Var,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,-,Eşyalı Değil,3500000.0,3,1
Sehzadeler,185,1,-,34 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,1150000.0,1,1
Salihli,140,1,Kot 2,25 Yaşında,Belirtilmemiş,Yok,Yok,Var,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,Eşyalı,3200000.0,3,1
Akhisar,130,1,2. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1975000.0,2,1
Salihli,145,1,En Üst Kat,10 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,3,1
Turgutlu,165,1,4. Kat,6 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,4,1
Sehzadeler,125,1,6. Kat,34 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2550000.0,3,1
Sehzadeler,125,1,2. Kat,31 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0,3,1
Yunusemre,90,1,Bahçe Katı,21 Yaşında,Isıtma Yok,Yok,Yok,Yok,İkinci El,-,Kat Mülkiyeti,-,Eşyalı Değil,2950000.0,2,1
Turgutlu,135,2,En Üst Kat,7 Yaşında,Kombi,Yok,Yok,Yok,-,-,Kat Mülkiyeti,-,-,3000000.0,3,1
Yunusemre,250,2,5. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,8500000.0,4,1
Sehzadeler,100,1,En Üst Kat,30 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,2450000.0,2,1
Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4000000.0,3,1
Saruhanli,85,1,Yüksek Giriş,8 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2400000.0,2,0
Akhisar,180,3,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,4,1
Sehzadeler,95,1,Ara Kat,30 Yaşında,Kombi,Yok,Var,Var,-,-,Müstakil Tapulu,Evet,Eşyalı Değil,3050000.0,2,1
Akhisar,130,1,3. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,-,2250000.0,3,1
Turgutlu,65,1,5. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2900000.0,1,1
Yunusemre,80,1,4. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,2750000.0,2,1
Saruhanli,145,1,3. Kat,4 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3850000.0,3,1
Yunusemre,200,2,10. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,9300000.0,5,1
Yunusemre,170,2,4. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,3,1
Yunusemre,95,1,6. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,8000000.0,2,1
Yunusemre,110,1,2. Kat,10 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,3450000.0,3,1
Alasehir,170,2,4. Kat,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,3,1
Yunusemre,240,2,Çatı Katı,4 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5600000.0,4,2
Yunusemre,85,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1
Turgutlu,80,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1
Turgutlu,150,2,2. Kat,1 Yaşında,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6500000.0,3,1
Yunusemre,105,1,2. Kat,5 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3550000.0,2,1
Saruhanli,140,1,2. Kat,Sıfır Bina,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4300000.0,3,1
Akhisar,150,2,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,4,1
Akhisar,150,1,1. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3550000.0,3,1
Akhisar,135,2,2. Kat,1 Yaşında,Yerden Isıtma,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,0
Yunusemre,145,1,6. Kat,16 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,8150000.0,3,1
Yunusemre,240,2,4. Kat,21 Yaşında,Yerden Isıtma,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,8150000.0,4,1
Turgutlu,130,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,-,Kat İrtifakı,-,-,6000000.0,3,1
Akhisar,115,2,4. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2920000.0,2,1
Turgutlu,300,3,15. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,10020000.0,4,2
Yunusemre,75,1,Giriş Katı,11 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,2350000.0,2,1
Soma,95,1,2. Kat,Sıfır Bina,Merkezi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2650000.0,2,1
Yunusemre,553,2,Bahçe Katı,2 Yaşında,Kat Kaloriferi,Yok,Var,Yok,-,Boş,Tapu Yok,Hayır,Eşyalı Değil,8600000.0,3,2
Yunusemre,95,1,Ara Kat,5 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3650000.0,2,1
Akhisar,145,1,3. Kat,20 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3000000.0,3,1
Yunusemre,115,-,Ara Kat,4 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,-,3480000.0,3,1
Yunusemre,120,1,2. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3700000.0,3,1
Sehzadeler,125,1,4. Kat,36 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,-,3750000.0,3,1
Sehzadeler,89,1,4. Kat,50 Yaşında,Kombi,Var,Var,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3250000.0,2,1
Turgutlu,140,2,3. Kat,6 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,4450000.0,3,1
Akhisar,130,1,3. Kat,2 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3450000.0,3,1
Turgutlu,140,2,1. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5400000.0,3,1
Yunusemre,85,1,3. Kat,4 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2950000.0,2,1
Sehzadeler,120,1,2. Kat,16 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4950000.0,3,1
Akhisar,150,2,Ara Kat,4 Yaşında,Kombi,Yok,Var,Var,-,-,Müstakil Tapulu,Evet,-,4160000.0,3,1
Yunusemre,95,1,6. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,8000000.0,2,1
Turgutlu,135,1,3. Kat,10 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4350000.0,3,1
Yunusemre,70,1,2. Kat,5 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı,2600000.0,1,1
Akhisar,300,3,3. Kat,2 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,8500000.0,5,1
Turgutlu,130,2,4. Kat,5 Yaşında,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4950000.0,3,1
Yunusemre,85,1,2. Kat,6 Yaşında,Kombi,Var,Yok,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı,4150000.0,1,1
Akhisar,130,2,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,3950000.0,3,1
Yunusemre,320,2,5. Kat,20 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,8500000.0,5,1
Yunusemre,60,1,3. Kat,1 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4600000.0,1,1
Yunusemre,80,1,3. Kat,5 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1
Saruhanli,75,1,3. Kat,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2300000.0,2,1
Turgutlu,90,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2850000.0,2,1
Sehzadeler,160,2,Bahçe Katı,3 Yaşında,Soba,Yok,Yok,Yok,-,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı,6700000.0,4,1
Akhisar,126,2,2. Kat,6 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3500000.0,3,1
Yunusemre,185,2,3. Kat,4 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4600000.0,4,1
Salihli,100,1,Bahçe Katı,Sıfır Bina,Soba,Yok,Var,Yok,-,Boş,Arsa,Hayır,Eşyalı,7500000.0,1,1
Yunusemre,145,2,2. Kat,20 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,7900000.0,3,1
Turgutlu,170,2,3. Kat,Sıfır Bina,Merkezi (Pay Öl...,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6250000.0,3,1
Yunusemre,71,1,4. Kat,1 Yaşında,Merkezi (Pay Öl...,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,7760000.0,2,1
Yunusemre,200,2,7. Kat,9 Yaşında,Kombi,Var,Yok,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,14750000.0,4,1
Salihli,290,3,4. Kat,11 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı Değil,8400000.0,5,1
Yunusemre,120,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5150000.0,3,1
Soma,120,1,-,20 Yaşında,Soba,Yok,Yok,Var,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1350000.0,2,1
Salihli,143,1,-,25 Yaşında,Soba,Yok,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1
Akhisar,267,3,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5500000.0,4,2
Saruhanli,125,1,5. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3750000.0,3,1
Yunusemre,80,1,Yüksek Giriş,21 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2300000.0,1,1
Sehzadeler,150,1,Yüksek Giriş,21 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3895000.0,3,1
Salihli,95,1,Kot 1,5 Yaşında,Doğalgaz Sobası,Var,Var,Var,-,-,Kat Mülkiyeti,-,-,3250000.0,2,1
Akhisar,135,2,1. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,3,1
Turgutlu,140,1,3. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,4200000.0,3,1
Turgutlu,157,2,3. Kat,4 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0,3,1
Yunusemre,75,1,Yüksek Giriş,5 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2790000.0,2,1
Yunusemre,135,1,Bahçe Katı,6 Yaşında,Klima,Yok,Var,Var,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,6495000.0,2,0
Yunusemre,60,1,5. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,1,1
Sehzadeler,130,1,1. Kat,20 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,3,1
Turgutlu,150,1,4. Kat,18 Yaşında,Kombi,Var,Yok,Yok,Yapım Aşamasınd...,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2500000.0,3,1
Yunusemre,103,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,2,1
Turgutlu,300,2,4. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,9100000.0,5,1
Akhisar,140,1,4. Kat,40 Yaşında,Klima,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,1200000.0,2,0
Akhisar,140,2,2. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,3,1
Yunusemre,200,1,Yüksek Giriş,6 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1
Akhisar,100,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,0
Saruhanli,105,1,2. Kat,Sıfır Bina,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,-,3100000.0,2,1
Yunusemre,115,2,2. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,7000000.0,3,1
Turgutlu,145,2,1. Kat,4 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,5750000.0,3,1
Akhisar,140,2,1. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,3,1
Turgutlu,60,1,Bahçe Katı,Sıfır Bina,Merkezi (Pay Öl...,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3575000.0,1,1
Yunusemre,134,2,13. Kat,1 Yaşında,Merkezi (Pay Öl...,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,11950000.0,3,1
Yunusemre,110,1,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,6850000.0,2,1
Yunusemre,105,1,4. Kat,21 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,3950000.0,2,1
Yunusemre,150,2,Yüksek Giriş,5 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,9095000.0,3,1
Salihli,100,-,-,20 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Arsa,Evet,Eşyalı Değil,2045000.0,2,1
