Fiyat,Ilce,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat_numeric,oda_sayisi,salon_sayisi
2.900.000 TL,Akhisar,85,1,1. Kat,19 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı,2900000.0,2,1
3.000.000 TL,Akhisar,80,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,2,1
2.650.000 TL,Saruhanli,55,1,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,2650000.0,1,1
3.650.000 TL,Salihli,125,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,-,3650000.0,3,1
4.800.000 TL,Akhisar,125,1,1. Kat,1 Yaşında,Yerden Isıtma,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4800000.0,3,1
58.900.000 TL,Yunusemre,480,4,-,11 Yaşında,Yerden Isıtma,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,58900000.0,5,2
2.100.000 TL,Turgutlu,175,1,Bahçe Katı,21 Yaşında,Soba,Yok,Yok,Yok,-,Kiracılı,Müstakil Tapulu,Hayır,-,2100000.0,3,1
2.900.000 TL,Turgutlu,140,1,5. Kat,7 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2900000.0,3,1
5.500.000 TL,Turgutlu,170,3,4. Kat,2 Yaşında,Yerden Isıtma,Var,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,5500000.0,3,1
2.700.000 TL,Turgutlu,95,1,1. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2700000.0,2,1
6.200.000 TL,Yunusemre,220,2,5. Kat,17 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Müstakil Tapulu,-,Eşyalı,6200000.0,4,1
3.500.000 TL,Turgutlu,130,1,1. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,-,3500000.0,3,1
7.500.000 TL,Turgutlu,255,3,4. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,-,7500000.0,4,1
3.250.000 TL,Salihli,275,1,Bahçe Katı,31 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3250000.0,4,1
2.980.000 TL,Akhisar,95,1,3. Kat,5 Yaşında,Kombi,Var,Var,Var,-,-,Müstakil Tapulu,-,-,2980000.0,2,1
6.250.000 TL,Salihli,175,2,4. Kat,2 Yaşında,Kombi,Yok,Var,Var,-,-,Kat İrtifakı,-,Eşyalı Değil,6250000.0,4,1
3.650.000 TL,Yunusemre,105,1,4. Kat,6 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,2,1
3.250.000 TL,Yunusemre,60,1,Yüksek Giriş,2 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,1,1
3.750.000 TL,Sehzadeler,125,1,1. Kat,16 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0,3,1
4.350.000 TL,Saruhanli,140,1,2. Kat,1 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4350000.0,3,1
3.050.000 TL,Yunusemre,80,1,3. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı,3050000.0,2,1
5.750.000 TL,Yunusemre,115,1,Yüksek Giriş,11 Yaşında,Kombi,Var,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5750000.0,2,1
3.000.000 TL,Yunusemre,58,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,1,1
7.500.000 TL,Yunusemre,160,2,10. Kat,15 Yaşında,Kombi,Yok,Var,Var,İkinci El,Kiracılı,Müstakil Tapulu,Hayır,Eşyalı Değil,7500000.0,3,1
5.800.000 TL,Turgutlu,135,2,Ara Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5800000.0,3,1
3.750.000 TL,Turgutlu,100,1,Ara Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,2,1
2.750.000 TL,Yunusemre,60,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,1,1
4.300.000 TL,Saruhanli,145,2,1. Kat,5 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,-,Eşyalı Değil,4300000.0,3,1
4.250.000 TL,Akhisar,130,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,3,1
3.800.000 TL,Akhisar,130,1,3. Kat,25 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,3800000.0,3,1
4.500.000 TL,Turgutlu,205,2,2. Kat,16 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,3,1
6.500.000 TL,Turgutlu,190,2,1. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,3,1
4.800.000 TL,Turgutlu,157,2,3. Kat,4 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4800000.0,3,1
5.500.000 TL,Yunusemre,55,1,3. Kat,15 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Müstakil Tapulu,-,Eşyalı Değil,5500000.0,1,1
1.750.000 TL,Turgutlu,85,1,3. Kat,21 Yaşında,Klima,Var,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,1750000.0,2,1
18.500.000 TL,Yunusemre,170,2,Bahçe Katı,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,18500000.0,4,1
1.350.000 TL,Akhisar,95,1,En Üst Kat,28 Yaşında,Kombi,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,1350000.0,2,1
3.650.000 TL,Yunusemre,125,1,5. Kat,21 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3650000.0,3,1
2.950.000 TL,Turgutlu,201,2,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,Evet,-,2950000.0,2,2
3.250.000 TL,Salihli,95,1,4. Kat,4 Yaşında,Jeotermal Isıtm...,Yok,Yok,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,-,3250000.0,2,1
1.875.000 TL,Akhisar,125,1,4. Kat,30 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1875000.0,3,1
6.950.000 TL,Salihli,269,1,Bahçe Katı,16 Yaşında,Doğalgaz Sobası,Yok,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,6950000.0,3,1
6.800.000 TL,Akhisar,175,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6800000.0,3,1
4.499.000 TL,Turgutlu,145,1,Yüksek Giriş,11 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4499000.0,3,1
9.000.000 TL,Akhisar,135,1,-,9 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Belirtilmemiş,Kat İrtifakı,Hayır,-,9000000.0,4,2
4.950.000 TL,Yunusemre,130,1,3. Kat,5 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4950000.0,3,1
3.750.000 TL,Sehzadeler,125,2,En Üst Kat,28 Yaşında,Kombi,Yok,Var,Yok,Sıfır,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,3,1
2.250.000 TL,Turgutlu,160,1,Zemin,6 Yaşında,Kombi,Yok,Var,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2250000.0,3,1
5.000.000 TL,Yunusemre,196,1,3. Kat,11 Yaşında,Klima,Yok,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5000000.0,3,1
2.975.000 TL,Soma,135,2,2. Kat,7 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2975000.0,3,1
3.400.000 TL,Yunusemre,90,2,2. Kat,Sıfır Bina,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1
5.500.000 TL,Akhisar,160,2,1. Kat,4 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5500000.0,3,1
4.100.000 TL,Akhisar,170,2,3. Kat,3 Yaşında,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4100000.0,4,1
3.550.000 TL,Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,3550000.0,3,1
5.650.000 TL,Turgutlu,135,2,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5650000.0,3,1
2.500.000 TL,Turgutlu,100,1,2. Kat,31 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2500000.0,2,1
2.850.000 TL,Salihli,95,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,-,Kat Mülkiyeti,Hayır,-,2850000.0,2,1
4.500.000 TL,Sehzadeler,130,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1
3.650.000 TL,Turgutlu,130,1,4. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,2,1
7.650.000 TL,Sehzadeler,195,3,Villa Katı,6 Yaşında,Kat Kaloriferi,Var,Yok,Var,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,7650000.0,5,2
1.995.000 TL,Saruhanli,55,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,1995000.0,1,1
3.750.000 TL,Turgutlu,100,1,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,2,1
4.990.000 TL,Sehzadeler,180,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4990000.0,3,1
3.975.000 TL,Sehzadeler,115,1,Ara Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3975000.0,2,1
5.300.000 TL,Sehzadeler,100,1,2. Kat,31 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,5300000.0,2,1
5.650.000 TL,Sehzadeler,155,2,Ara Kat,28 Yaşında,Kombi,Var,Var,Yok,-,-,Kat Mülkiyeti,-,-,5650000.0,3,1
4.425.000 TL,Akhisar,132,2,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,4425000.0,3,1
2.900.000 TL,Turgutlu,120,1,2. Kat,7 Yaşında,Kombi,Yok,Var,Yok,-,-,Kat Mülkiyeti,Hayır,Eşyalı Değil,2900000.0,3,1
4.500.000 TL,Alasehir,190,2,4. Kat,5 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1
1.150.000 TL,Akhisar,109,1,-,40 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1150000.0,3,1
4.450.000 TL,Yunusemre,115,1,2. Kat,25 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4450000.0,3,1
6.750.000 TL,Akhisar,128,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6750000.0,3,1
3.600.000 TL,Yunusemre,95,1,2. Kat,5 Yaşında,Kombi,Var,Yok,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3600000.0,2,1
4.300.000 TL,Turgutlu,129,1,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4300000.0,3,1
8.200.000 TL,Yunusemre,170,1,1. Kat,15 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,8200000.0,3,1
3.000.000 TL,Salihli,130,1,Zemin,30 Yaşında,Doğalgaz Sobası,Yok,Yok,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3000000.0,3,1
3.500.000 TL,Turgutlu,110,1,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,3,1
4.850.000 TL,Akhisar,300,2,3. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,4850000.0,6,1
4.800.000 TL,Akhisar,270,3,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4800000.0,5,1
3.850.000 TL,Salihli,125,1,2. Kat,26 Yaşında,Soba,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,3850000.0,3,1
3.450.000 TL,Sehzadeler,125,1,Yüksek Giriş,30 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3450000.0,3,1
2.990.000 TL,Turgutlu,190,2,Bahçe Katı,26 Yaşında,Doğalgaz Sobası,Yok,Yok,Yok,-,Kiracılı,Müstakil Tapulu,Evet,Eşyalı Değil,2990000.0,5,1
3.400.000 TL,Yunusemre,435,1,Bahçe Katı,34 Yaşında,Soba,Yok,Var,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3400000.0,3,1
9.500.000 TL,Turgutlu,300,3,4. Kat,5 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,9500000.0,5,1
3.350.000 TL,Yunusemre,80,1,Yüksek Giriş,4 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,3350000.0,2,1
3.550.000 TL,Salihli,145,1,1. Kat,30 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,3550000.0,3,1
4.800.000 TL,Sehzadeler,120,1,2. Kat,30 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4800000.0,3,1
4.800.000 TL,Yunusemre,130,1,3. Kat,25 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4800000.0,3,1
15.000.000 TL,Yunusemre,380,2,3. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,15000000.0,5,1
5.549.000 TL,Saruhanli,185,1,5. Kat,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5549000.0,5,1
3.950.000 TL,Turgutlu,125,2,Yüksek Giriş,5 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,-,3950000.0,3,1
5.500.000 TL,Turgutlu,135,2,Teras Katı,Sıfır Bina,Kombi,Var,Yok,Yok,Sıfır,Boş,Kat Mülkiyeti,-,Eşyalı Değil,5500000.0,3,1
1.950.000 TL,Akhisar,120,-,4. Kat,35 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,1950000.0,3,1
16.250.000 TL,Akhisar,282,3,Bahçe Katı,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,16250000.0,6,1
1.900.000 TL,Turgutlu,100,1,4. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,Evet,-,1900000.0,1,1
3.300.000 TL,Akhisar,135,1,4. Kat,15 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3300000.0,3,1
6.500.000 TL,Saruhanli,140,1,-,15 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı,6500000.0,4,1
3.000.000 TL,Akhisar,145,1,Yüksek Giriş,30 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3000000.0,3,0
3.150.000 TL,Salihli,150,1,Bodrum,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,-,3150000.0,3,1
3.850.000 TL,Yunusemre,99,1,3. Kat,2 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3850000.0,2,1
2.600.000 TL,Yunusemre,55,1,2. Kat,5 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Müstakil Tapulu,-,Eşyalı,2600000.0,1,1
40.000 TL,Salihli,285,1,-,40 Yaşında,Klima,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,40000.0,3,1
2.600.000 TL,Saruhanli,90,1,3. Kat,6 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2600000.0,2,1
3.200.000 TL,Akhisar,110,1,2. Kat,15 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı,3200000.0,2,1
2.350.000 TL,Akhisar,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,2350000.0,3,1
4.000.000 TL,Akhisar,275,2,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4000000.0,4,1
3.050.000 TL,Sehzadeler,300,1,-,15 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Boş,Arsa,Hayır,Eşyalı Değil,3050000.0,2,1
4.750.000 TL,Yunusemre,125,1,3. Kat,22 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,3,1
6.300.000 TL,Turgutlu,155,1,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,6300000.0,3,1
3.900.000 TL,Turgutlu,130,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1
4.500.000 TL,Sehzadeler,130,1,3. Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1
2.250.000 TL,Turgutlu,120,1,2. Kat,26 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2250000.0,3,1
3.860.000 TL,Turgutlu,150,1,2. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3860000.0,3,1
3.350.000 TL,Salihli,120,1,-,20 Yaşında,Kat Kaloriferi,Yok,Yok,Yok,-,Mülk Sahibi,Müstakil Tapulu,Evet,-,3350000.0,2,1
3.750.000 TL,Yunusemre,100,1,Yüksek Giriş,18 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,3750000.0,2,1
6.450.000 TL,Yunusemre,135,1,5. Kat,16 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,6450000.0,3,1
5.500.000 TL,Turgutlu,170,2,1. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,3,1
3.750.000 TL,Turgutlu,110,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,2,1
3.900.000 TL,Yunusemre,125,1,2. Kat,16 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3900000.0,3,1
1.620.000 TL,Turgutlu,95,1,5. Kat,21 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1620000.0,2,1
9.000.000 TL,Sehzadeler,300,3,5. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,9000000.0,5,1
14.000.000 TL,Yunusemre,130,3,Bahçe Katı,Sıfır Bina,Isı Pompası,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,14000000.0,3,1
3.100.000 TL,Yunusemre,95,1,3. Kat,6 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3100000.0,2,1
3.250.000 TL,Yunusemre,85,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1
3.900.000 TL,Saruhanli,116,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,2,1
3.650.000 TL,Salihli,140,1,2. Kat,10 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3650000.0,3,1
3.750.000 TL,Akhisar,295,3,4. Kat,14 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0,4,1
3.850.000 TL,Akhisar,140,2,6. Kat,6 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0,3,1
3.500.000 TL,Yunusemre,306,1,-,35 Yaşında,Isıtma Yok,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı,3500000.0,2,1
3.950.000 TL,Sehzadeler,85,1,2. Kat,25 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,2,1
3.750.000 TL,Yunusemre,57,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3750000.0,1,1
4.850.000 TL,Akhisar,300,2,3. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,4850000.0,6,1
3.350.000 TL,Turgutlu,125,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0,3,1
4.750.000 TL,Turgutlu,160,2,2. Kat,Sıfır Bina,Merkezi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4750000.0,3,1
3.590.000 TL,Sehzadeler,115,1,5. Kat,38 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3590000.0,3,1
2.575.000 TL,Salihli,99,1,2. Kat,23 Yaşında,Kombi,Var,Var,Yok,-,-,Kat Mülkiyeti,Hayır,-,2575000.0,2,1
4.275.000 TL,Yunusemre,125,1,1. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4275000.0,3,1
3.750.000 TL,Yunusemre,91,1,2. Kat,5 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3750000.0,2,1
5.800.000 TL,Yunusemre,80,1,Yüksek Giriş,2 Yaşında,Kombi,Var,Var,Var,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5800000.0,2,1
4.250.000 TL,Salihli,220,2,2. Kat,11 Yaşında,Jeotermal Isıtm...,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0,4,1
3.150.000 TL,Akhisar,135,2,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,2,1
6.550.000 TL,Yunusemre,125,2,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6550000.0,3,1
3.200.000 TL,Yunusemre,90,1,Yüksek Giriş,16 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,2,1
3.800.000 TL,Turgutlu,86,1,1. Kat,Sıfır Bina,Kombi,Var,Yok,Var,Sıfır,Boş,Kat İrtifakı,Evet,-,3800000.0,2,1
3.180.000 TL,Yunusemre,90,1,2. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3180000.0,2,1
3.800.000 TL,Turgutlu,120,1,10. Kat,4 Yaşında,Merkezi (Pay Öl...,Var,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,2,1
6.500.000 TL,Ahmetli,350,3,Bahçe Katı,14 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,Evet,-,6500000.0,7,0
3.740.000 TL,Yunusemre,90,1,3. Kat,23 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3740000.0,2,1
