Fiyat,Ilce,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat_numeric,oda_sayisi,salon_sayisi
22.500.000 TL,Yunusemre,180,1,Bahçe Katı,21 Yaşında,Soba,Yok,Yok,Yok,-,Mülk Sahibi,Tapu Yok,Hayır,Eşyalı,22500000.0,3,1
3.850.000 TL,Sehzadeler,140,1,4. Kat,27 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1
2.100.000 TL,Alasehir,58,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2100000.0,1,1
5.750.000 TL,Salihli,145,1,-,25 Yaşında,Soba,Var,Yok,Yok,Sıfır,Belirtilmemiş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5750000.0,3,1
3.350.000 TL,Akhisar,140,1,2. Kat,4 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,3,1
6.500.000 TL,Yunusemre,250,2,5. Kat,11 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,4,1
3.750.000 TL,Turgutlu,104,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,2,1
7.700.000 TL,Yunusemre,250,2,-,10 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,-,Eşyalı Değil,7700000.0,6,1
1.775.000 TL,Soma,90,1,5. Kat,9 Yaşında,Merkezi,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,-,Eşyalı Değil,1775000.0,2,1
4.200.000 TL,Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4200000.0,3,1
5.800.000 TL,Yunusemre,170,1,1. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5800000.0,3,2
11.450.000 TL,Yunusemre,135,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,11450000.0,3,1
4.200.000 TL,Yunusemre,95,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Yapım Aşamasınd...,Boş,Kat İrtifakı,-,Eşyalı Değil,4200000.0,2,1
6.300.000 TL,Turgutlu,142,1,4. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,-,6300000.0,3,1
9.500.000 TL,Sehzadeler,300,2,6. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,9500000.0,6,1
10.700.000 TL,Yunusemre,585,1,Zemin,6 Yaşında,Klima,Yok,Var,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,-,Eşyalı,10700000.0,2,1
2.600.000 TL,Yunusemre,55,1,Zemin,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2600000.0,1,1
4.500.000 TL,Turgutlu,120,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,3,1
3.180.000 TL,Yunusemre,95,1,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,-,3180000.0,2,1
11.850.000 TL,Yunusemre,250,2,5. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,11850000.0,4,1
4.500.000 TL,Salihli,185,2,-,14 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1
2.750.000 TL,Sehzadeler,220,1,-,35 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,2750000.0,3,1
3.150.000 TL,Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,3150000.0,3,1
4.200.000 TL,Akhisar,140,2,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1
2.700.000 TL,Koprubasi,150,-,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı,2700000.0,4,2
2.500.000 TL,Akhisar,362,1,1. Kat,12 Yaşında,Klima,Yok,Var,Var,Sıfır,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,2500000.0,3,1
3.800.000 TL,Turgutlu,120,1,Ara Kat,Sıfır Bina,Isıtma Yok,Yok,Var,Yok,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3800000.0,3,1
3.100.000 TL,Yunusemre,120,1,5. Kat,30 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0,3,1
4.000.000 TL,Akhisar,230,1,4. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,5,1
6.250.000 TL,Turgutlu,160,2,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,3,1
2.950.000 TL,Akhisar,130,1,En Üst Kat,10 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,3,1
3.100.000 TL,Turgutlu,150,1,4. Kat,26 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0,3,1
4.950.000 TL,Sehzadeler,130,1,2. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1
5.250.000 TL,Ahmetli,240,2,3. Kat,3 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,5,1
4.400.000 TL,Alasehir,110,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4400000.0,2,1
2.980.000 TL,Sehzadeler,90,1,-,5 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2980000.0,2,1
4.000.000 TL,Turgutlu,120,2,5. Kat,2 Yaşında,Merkezi (Pay Öl...,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1
6.200.000 TL,Akhisar,380,2,4. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6200000.0,5,1
4.750.000 TL,Yunusemre,114,2,2. Kat,Sıfır Bina,Kombi,Var,Var,Yok,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4750000.0,2,1
3.150.000 TL,Yunusemre,75,1,Kot 2,5 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,2,1
2.870.000 TL,Saruhanli,90,1,Kot 2,9 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,2870000.0,2,1
4.650.000 TL,Salihli,185,1,3. Kat,20 Yaşında,Kombi,Yok,Var,Var,-,-,Kat Mülkiyeti,Hayır,Eşyalı Değil,4650000.0,3,1
3.350.000 TL,Turgutlu,110,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0,2,1
6.390.000 TL,Yunusemre,145,2,11. Kat,11 Yaşında,Merkezi (Pay Öl...,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6390000.0,3,1
6.750.000 TL,Yunusemre,160,1,Yüksek Giriş,11 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6750000.0,3,1
5.350.000 TL,Turgutlu,130,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5350000.0,3,1
4.400.000 TL,Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4400000.0,3,1
3.200.000 TL,Turgutlu,140,1,4. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,3,1
3.190.000 TL,Yunusemre,115,1,Zemin,21 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3190000.0,3,1
2.550.000 TL,Akhisar,92,1,4. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2550000.0,2,0
2.750.000 TL,Sehzadeler,90,1,3. Kat,20 Yaşında,Klima,Var,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,2,1
3.080.000 TL,Yunusemre,90,1,3. Kat,11 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3080000.0,2,1
3.000.000 TL,Yunusemre,80,1,-,25 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,-,3000000.0,1,1
3.285.000 TL,Sehzadeler,130,1,4. Kat,15 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3285000.0,3,1
350.000 TL,Turgutlu,152,-,Bahçe Katı,31 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,350000.0,3,1
3.300.000 TL,Turgutlu,145,1,1. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,3,1
3.000.000 TL,Turgutlu,130,1,Zemin,11 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,3,1
4.200.000 TL,Saruhanli,105,2,Villa Katı,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Hisseli Tapu,Hayır,Eşyalı Değil,4200000.0,2,1
2.500.000 TL,Turgutlu,429,1,Bahçe Katı,16 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2500000.0,2,1
3.150.000 TL,Soma,130,1,Ara Kat,11 Yaşında,Jeotermal Isıtm...,Var,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3150000.0,3,1
14.500.000 TL,Yunusemre,150,1,-,31 Yaşında,Isıtma Yok,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,14500000.0,3,1
1.275.000 TL,Akhisar,103,1,-,33 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1275000.0,1,1
3.000.000 TL,Salihli,110,1,Zemin,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,3,1
4.200.000 TL,Sehzadeler,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4200000.0,3,1
985.000 TL,Sehzadeler,120,1,Bahçe Katı,11 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,985000.0,1,1
4.600.000 TL,Turgutlu,155,1,Zemin,25 Yaşında,Kombi,Yok,Var,Var,-,-,Kat Mülkiyeti,Hayır,-,4600000.0,3,1
1.350.000 TL,Akhisar,90,1,4. Kat,31 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1350000.0,2,1
3.650.000 TL,Yunusemre,140,1,2. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,3,1
4.200.000 TL,Saruhanli,260,2,5. Kat,5 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Evet,Eşyalı Değil,4200000.0,6,2
2.900.000 TL,Turgutlu,130,1,Bahçe Katı,16 Yaşında,Soba,Yok,Var,Var,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,2900000.0,2,1
3.250.000 TL,Yunusemre,96,1,2. Kat,26 Yaşında,Soba,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1
4.650.000 TL,Sehzadeler,140,1,3. Kat,11 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4650000.0,3,1
3.600.000 TL,Yunusemre,90,1,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0,2,1
3.250.000 TL,Yunusemre,85,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1
11.500.000 TL,Turgutlu,300,2,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,11500000.0,6,1
3.450.000 TL,Salihli,150,3,Bahçe Katı,31 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Tapu Yok,Hayır,Eşyalı Değil,3450000.0,7,2
13.400.000 TL,Yunusemre,128,2,2. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,13400000.0,3,1
3.420.000 TL,Yunusemre,105,1,2. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı,3420000.0,2,1
1.600.000 TL,Akhisar,95,1,1. Kat,35 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1600000.0,1,1
2.650.000 TL,Saruhanli,55,1,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı,2650000.0,1,1
29.980.000 TL,Sehzadeler,250,3,-,Sıfır Bina,Belirtilmemiş,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,29980000.0,5,1
5.500.000 TL,Yunusemre,100,1,2. Kat,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,2,1
1.650.000 TL,Turgutlu,85,1,Giriş Katı,6 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,1650000.0,2,1
2.050.000 TL,Turgutlu,95,1,1. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2050000.0,2,1
12.495.000 TL,Yunusemre,200,2,5. Kat,3 Yaşında,Yerden Isıtma,Yok,Yok,Var,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,12495000.0,3,1
2.650.000 TL,Yunusemre,60,1,1. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2650000.0,1,1
2.900.000 TL,Akhisar,85,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,2900000.0,2,1
12.000.000 TL,Yunusemre,350,2,Bahçe Katı,21 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,12000000.0,5,1
2.650.000 TL,Yunusemre,85,1,Yüksek Giriş,21 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2650000.0,2,1
2.750.000 TL,Akhisar,100,1,3. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,2,1
1.550.000 TL,Soma,90,1,3. Kat,27 Yaşında,Jeotermal Isıtm...,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,-,1550000.0,2,1
2.500.000 TL,Yunusemre,54,-,Yüksek Giriş,Sıfır Bina,Isı Pompası,Yok,Var,Var,Sıfır,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2500000.0,1,0
3.950.000 TL,Sehzadeler,120,1,Yüksek Giriş,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3950000.0,3,1
3.475.000 TL,Salihli,115,1,4. Kat,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3475000.0,2,1
3.500.000 TL,Turgutlu,125,1,1. Kat,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,2,1
6.500.000 TL,Salihli,145,1,4. Kat,1 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,3,1
820.000 TL,Salihli,115,1,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Arsa,Evet,Eşyalı Değil,820000.0,2,1
3.749.000 TL,Turgutlu,150,2,4. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3749000.0,3,1
2.250.000 TL,Turgutlu,130,1,Zemin,1 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2250000.0,3,1
550.000 TL,Turgutlu,100,-,Bahçe Katı,21 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,-,550000.0,2,1
1.550.000 TL,Salihli,100,1,3. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,1550000.0,2,1
3.485.000 TL,Sehzadeler,115,-,3. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3485000.0,3,1
2.250.000 TL,Soma,68,1,-,15 Yaşında,Soba,Yok,Yok,Var,-,Boş,Müstakil Tapulu,Evet,-,2250000.0,1,1
3.400.000 TL,Akhisar,115,2,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3400000.0,2,1
2.600.000 TL,Turgutlu,95,1,4. Kat,5 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2600000.0,2,1
4.275.000 TL,Yunusemre,125,1,4. Kat,21 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4275000.0,3,1
2.225.000 TL,Akhisar,130,1,4. Kat,26 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2225000.0,3,1
2.350.000 TL,Akhisar,105,1,Giriş Katı,18 Yaşında,Merkezi,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,2350000.0,2,1
3.150.000 TL,Yunusemre,100,1,Yüksek Giriş,26 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3150000.0,2,1
5.000.000 TL,Yunusemre,92,1,4. Kat,2 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5000000.0,2,1
2.850.000 TL,Yunusemre,100,1,Yüksek Giriş,21 Yaşında,Kombi,Yok,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2850000.0,2,1
3.200.000 TL,Akhisar,130,1,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3200000.0,3,1
3.150.000 TL,Akhisar,135,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,-,3150000.0,3,1
4.600.000 TL,Turgutlu,295,1,Ara Kat,10 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,4600000.0,3,1
1.200.000 TL,Alasehir,100,1,-,35 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,1200000.0,2,1
3.800.000 TL,Kirkagac,140,2,5. Kat,10 Yaşında,Kombi,Yok,Var,Var,-,-,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,3,1
2.750.000 TL,Akhisar,140,1,4. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,3,1
1.900.000 TL,Akhisar,181,1,Bahçe Katı,26 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1900000.0,2,1
3.250.000 TL,Sehzadeler,110,1,3. Kat,21 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1
4.200.000 TL,Sehzadeler,120,1,6. Kat,26 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1
3.100.000 TL,Turgutlu,130,1,En Üst Kat,22 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,-,Eşyalı Değil,3100000.0,3,1
2.990.000 TL,Turgutlu,140,1,3. Kat,1 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,2990000.0,3,1
2.750.000 TL,Soma,105,1,2. Kat,Sıfır Bina,Merkezi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,2,1
2.350.000 TL,Salihli,530,1,-,25 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,2350000.0,2,1
5.200.000 TL,Akhisar,150,2,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5200000.0,3,1
3.650.000 TL,Turgutlu,135,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,3,1
6.250.000 TL,Salihli,130,1,2. Kat,11 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,3,1
4.100.000 TL,Yunusemre,110,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,2,1
4.750.000 TL,Sehzadeler,130,1,2. Kat,11 Yaşında,Klima,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,3,1
3.125.000 TL,Sehzadeler,130,1,5. Kat,26 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3125000.0,3,1
4.100.000 TL,Akhisar,170,1,3. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4100000.0,3,1
4.100.000 TL,Yunusemre,135,-,-,-,-,Var,Yok,Yok,-,-,-,-,-,4100000.0,3,1
3.900.000 TL,Yunusemre,95,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3900000.0,2,1
9.500.000 TL,Akhisar,350,3,Bahçe Katı,11 Yaşında,Kat Kaloriferi,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,9500000.0,6,1
5.300.000 TL,Salihli,200,1,-,Sıfır Bina,Merkezi,Yok,Yok,Yok,Sıfır,Boş,Kat Mülkiyeti,-,Eşyalı Değil,5300000.0,3,1
3.250.000 TL,Yunusemre,105,1,5. Kat,4 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1
5.250.000 TL,Yunusemre,120,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,3,1
4.250.000 TL,Yunusemre,160,1,Yüksek Giriş,5 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,3,1
4.100.000 TL,Yunusemre,130,1,3. Kat,21 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4100000.0,3,1
8.250.000 TL,Akhisar,320,3,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,8250000.0,5,1
6.850.000 TL,Yunusemre,240,2,3. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6850000.0,5,1
5.300.000 TL,Sehzadeler,125,1,3. Kat,31 Yaşında,Klima,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5300000.0,3,1
3.850.000 TL,Akhisar,120,1,2. Kat,6 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0,3,1
3.150.000 TL,Turgutlu,130,1,2. Kat,16 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3150000.0,3,1
3.150.000 TL,Akhisar,180,2,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı,3150000.0,3,1
5.250 TL,Turgutlu,140,1,Ara Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,-,Kat İrtifakı,Evet,-,5250.0,3,1
2.850.000 TL,Akhisar,105,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2850000.0,2,1
4.900.000 TL,Salihli,141,1,-,23 Yaşında,Isıtma Yok,Var,Yok,Yok,-,-,Kat Mülkiyeti,-,-,4900000.0,3,1
1.850.000 TL,Akhisar,135,1,En Üst Kat,20 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1850000.0,2,1
2.500.000 TL,Akhisar,125,1,Zemin,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2500000.0,3,1
