Baslik,Fiyat,Il,Ilce,Mahalle,Konum,Oda,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Cephe,Yön,Aidat,Krediye Uygun,Takas,Site İçinde,Güvenlik,Eşya Durumu,İlan Durumu,Ilan_No,Ilan_Tarihi,Link,Cekilme_Tarihi
Altay Mahallesi satılık daire zeminden ısıtma 5 yıllık 130 M2,4.250.000 TL,Manisa,Turgutlu,Altay Mah.,Manisa / Turgutlu / Altay Mah.,3 + 1,130,1,3. Kat,1 Yaşında,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,-,Satılık,154992-6,24-09-2025,https://www.hepsiemlak.com/manisa-turgutlu-altay-satilik/daire/154992-6,2025-12-03 22:58:45
SALİHLİ SATILIK 3+1 DOĞALGAZLI ASANSÖRLÜ DAİRE CUMHURİYET MAH,3.500.000 TL,Manisa,Salihli,Cumhuriyet Mah.,Manisa / Salihli / Cumhuriyet Mah.,3 + 1,160,1,6. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,-,etin,150 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,153067-24,23-10-2025,https://www.hepsiemlak.com/manisa-salihli-cumhuriyet-satilik/daire/153067-24,2025-12-03 22:59:06
ŞEHİTLER MAHALLESİ'NDE SATILIK 310M2 DUBLEKS,5.500.000 TL,Manisa,Turgutlu,Sehitler Mah.,Manisa / Turgutlu / Sehitler Mah.,5 + 1,310,3,5. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,52577-380,01-10-2025,https://www.hepsiemlak.com/manisa-turgutlu-sehitler-satilik/daire/52577-380,2025-12-03 22:59:25
ARAS YAPI'DAN MURADİYE'DE 4+2 ÇİFT GİRİŞE UYGUN SATILIK DUBLEX,4.740.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,4 + 2,250,2,4. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,159142-60,17-09-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/159142-60,2025-12-03 22:59:47
Manisa Şehzadeler İbrahim Çelebi MH 3+1 120 M2 Full Ara Kat,4.800.000 TL,Manisa,Sehzadeler,Ibrahimcelebi Mah.,Manisa / Sehzadeler / Ibrahimcelebi Mah.,3 + 1,120,1,3. Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,300 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,95753-2099,24-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-ibrahimcelebi-satilik/daire/95753-2099,2025-12-03 23:00:06
ÖZYURTLAR'DAN TOPÇUASIM MAHALLESİNDE FIRSAT DAİRE,3.650.000 TL,Manisa,Yunusemre,Topcuasim Mah.,Manisa / Yunusemre / Topcuasim Mah.,3 + 1,100,1,5. Kat,21 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162860-37,06-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-topcuasim-satilik/daire/162860-37,2025-12-03 23:00:30
TURAN MH. MERKEZİ KONUM SATILIK 3+1 DAİRE,3.600.000 TL,Manisa,Turgutlu,Turan Mah.,Manisa / Turgutlu / Turan Mah.,3 + 1,130,1,3. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,"Doğu, Batı",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,123058-2247,25-10-2025,https://www.hepsiemlak.com/manisa-turgutlu-turan-satilik/daire/123058-2247,2025-12-03 23:00:50
EMİR GRUP'TAN MURADİYE'DE İSTASYON CİV 3+1 SIFIR FULL LÜX DAİRE,3.500.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,3 + 1,115,2,Yüksek Giriş,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163565-13,28-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163565-13,2025-12-03 23:01:40
MANİSA YUNUSEMRE ZİRVE EMLAK'TAN TEVFİKİYE MH FULL LÜKS SATILIK ARAKAT DAİRE,4.150.000 TL,Manisa,Yunusemre,Tevfikiye Mah.,Manisa / Yunusemre / Tevfikiye Mah.,3 + 1,125,1,3. Kat,26 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162290-4,18-09-2025,https://www.hepsiemlak.com/manisa-yunusemre-tevfikiye-satilik/daire/162290-4,2025-12-03 23:02:04
TAM NOKTA TURGUTLU'DAN MERKEZDE YATIRIMLIK SATILIK KOMPLE BİNA,21.000.000 TL,Manisa,Turgutlu,Turan Mah.,Manisa / Turgutlu / Turan Mah.,10 + 1,1,1,-,25 Yaşında,Klima,Yok,Yok,Yok,İkinci El,-,Hisseli Tapu,-,etin,-,...,-,Haritası,Hatırlatmaları,-,Satılık,156788-155,21-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-turan-satilik/bina/156788-155,2025-12-03 23:02:29
ARAS YAPI'DAN MURADİYE'DE CADDE DE 2+1 SATILIK SIFIR DAİRE,3.450.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,95,1,1. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Satılık 2+1 Daire,Hatırlatmaları,Eşyalı Değil,Satılık,159142-74,08-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/159142-74,2025-12-03 23:02:51
acil satılık doğalgazlı daire 140m2 Yılmazlar mahallesi,2.500.000 TL,Manisa,Turgutlu,Yilmazlar Mah.,Manisa / Turgutlu / Yilmazlar Mah.,3 + 1,141,1,3. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,-,Satılık,154992-26,30-09-2025,https://www.hepsiemlak.com/manisa-turgutlu-yilmazlar-satilik/daire/154992-26,2025-12-03 23:03:20
MURADİYEDE SÜPER KONUMDA 3+1 DAİRE,4.250.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,3 + 1,125,1,2. Kat,4 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,etin,100 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,153592-35,16-09-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/153592-35,2025-12-03 23:03:48
Manisa Muradiye Satılık Ferah 3+1 Kapalı Mutfak 2. Kat Daire,4.500.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,3 + 1,125,1,2. Kat,5 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Müstakil Tapulu,Doğu,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,95753-2085,03-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/95753-2085,2025-12-03 23:04:20
EMRAH EMLAKTAN SATILIK DUBLEKS DAİRE,4.600.000 TL,Manisa,Akhisar,Efendi Mah.,Manisa / Akhisar / Efendi Mah.,5 + 1,230,2,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Kuzey,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,141484-9,31-10-2025,https://www.hepsiemlak.com/manisa-akhisar-efendi-satilik/daire/141484-9,2025-12-03 23:04:53
SALİHLİ CİN EMLAK'TAN ATATÜRK MAH SATILIK İKİ KATLI MÜSTAKİL EV,7.200.000 TL,Manisa,Salihli,Ataturk Mah.,Manisa / Salihli / Ataturk Mah.,2 + 1,116,1,-,5 Yaşında,Soba,Yok,Var,Var,İkinci El,Kiracılı,Kat İrtifakı,"Doğu, Batı",etin,-,...,Hayır,si Altında – 2 Katlı Daireli Arsa,Hatırlatmaları,Eşyalı Değil,Satılık,37897-2534,17-09-2025,https://www.hepsiemlak.com/manisa-salihli-ataturk-satilik/mustakil-ev/37897-2534,2025-12-03 23:05:14
SALİHLİ CİN EMLAK'TAN CUMHURİYET MAH BELEDİYE CAD ÜZERİNDE SATILIK 3+1 230 M2 DUBLEKS,3.600.000 TL,Manisa,Salihli,Cumhuriyet Mah.,Manisa / Salihli / Cumhuriyet Mah.,3 + 1,231,1,5. Kat,10 Yaşında,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,"Güney, Doğu",etin,-,...,-,içerisinde 5 nci kat Satılık Daire,Hatırlatmaları,Eşyalı Değil,Satılık,37897-2386,18-09-2025,https://www.hepsiemlak.com/manisa-salihli-cumhuriyet-satilik/daire/37897-2386,2025-12-03 23:05:35
SATILIK KIRVELİDE 3+1 135 M2 EBEVEYNLİ ÖZEL OTOPARKLI LÜKS DAİRE,6.200.000 TL,Manisa,Salihli,Poyraz Mah.,Manisa / Salihli / Poyraz Mah.,3 + 1,135,2,3. Kat,Sıfır Bina,Kombi,Var,Yok,Var,Sıfır,Boş,Kat İrtifakı,"Doğu, Batı",etin,1 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,150639-42,22-10-2025,https://www.hepsiemlak.com/manisa-salihli-poyraz-satilik/daire/150639-42,2025-12-03 23:06:23
PLUS+ GAYRİMENKUL'DEN ERGENEKONDA 2+1 FIRSAT DAİRE,4.200.000 TL,Manisa,Turgutlu,Ergenekon Mah.,Manisa / Turgutlu / Ergenekon Mah.,2 + 1,100,1,2. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,-,etin,-,...,Hayır,İçerisinde,Hatırlatmaları,Eşyalı Değil,Satılık,154320-269,03-10-2025,https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-satilik/daire/154320-269,2025-12-03 23:06:48
EMİR GRUP'TAN MURADİYE'DE 2+1 ÇİFT CEPHELİ SIFIR DAİRE,4.100.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,110,1,4. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163565-74,28-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163565-74,2025-12-03 23:07:08
ÖZ DOST EMLAKTAN MURADİYEDE SATILIK 2+1 DAİRE,3.600.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,85,1,4. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,137460-78,23-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/137460-78,2025-12-03 23:07:28
EMİR GRUP'TAN MURADİYE'DE SATILIK 2+1 SIFIR FULL LÜX DAİRE,3.400.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,100,1,Yüksek Giriş,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163565-5,28-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163565-5,2025-12-03 23:07:51
Irlamaz Piknik Alanı Üzeri Satılık 3+1 Ferhat Daire,3.950.000 TL,Manisa,Turgutlu,Yeni Mah.,Manisa / Turgutlu / Yeni Mah.,3 + 1,125,2,3. Kat,1 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160048-3,09-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-yeni-satilik/daire/160048-3,2025-12-03 23:08:14
TAM NOKTA TURGUTLU'DAN İNŞAATTAN SATILIK DAİRELER,4.000.000 TL,Manisa,Turgutlu,Acarlar Mah.,Manisa / Turgutlu / Acarlar Mah.,2 + 1,105,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,Sıfır,Boş,Kat Mülkiyeti,-,etin,-,...,-,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,156788-137,21-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-acarlar-satilik/daire/156788-137,2025-12-03 23:08:33
EMİR GRUP'TAN MURADİYE MAH. 3+1 FULL LÜKS ÖZELLİKLİ GENİŞ,4.100.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,3 + 1,140,2,Yüksek Giriş,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163565-64,28-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163565-64,2025-12-03 23:08:53
BEYAZ GAYRİMENKUL'DEN ALAYBEY MAH FIRSAT 3+1,3.900.000 TL,Manisa,Sehzadeler,Alaybey Mah.,Manisa / Sehzadeler / Alaybey Mah.,3 + 1,140,1,1. Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,119915-534,08-09-2025,https://www.hepsiemlak.com/manisa-sehzadeler-alaybey-satilik/daire/119915-534,2025-12-03 23:09:15
evinburada gayrimenkul'den satılık daire,1.600.000 TL,Manisa,Turgutlu,Albayrak Mah.,Manisa / Turgutlu / Albayrak Mah.,2 + 1,75,1,2. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Güney,etin,-,...,Hayır,İçerisinde,Hatırlatmaları,Eşyalı Değil,Satılık,160048-38,20-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-albayrak-satilik/daire/160048-38,2025-12-03 23:09:35
MERGENDEN SEYİTAHMETTE SATILIK 3+1 135 m2 KAPALI OTOPARK,3.250.000 TL,Manisa,Akhisar,Seyit Mah.,Manisa / Akhisar / Seyit Mah.,3 + 1,135,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,"Doğu, Batı",etin,100 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160594-30,17-11-2025,https://www.hepsiemlak.com/manisa-akhisar-seyit-ahmet-satilik/daire/160594-30,2025-12-03 23:12:17
Manisa Şehzadeler Adakale Mah. Fırsat Sıfır 5+1 Dubleks Daire,5.200.000 TL,Manisa,Sehzadeler,Adakale Mah.,Manisa / Sehzadeler / Adakale Mah.,5 + 1,195,1,Ara Kat,Sıfır Bina,Kombi,Var,Var,Yok,Sıfır,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",etin,200 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,95753-2067,21-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-adakale-satilik/daire/95753-2067,2025-12-03 23:12:45
EMİR GRUP'TAN KARAALİ'DE 3+1 ULTRA LÜX ARAKAT SATILIK DAİRE,4.300.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,3 + 1,140,1,2. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163565-65,03-12-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163565-65,2025-12-03 23:13:09
EMİR GRUP'TAN MURADİYE'DE 2+1 FULL LÜX ÖNÜ AÇIK DAİRE,3.650.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,105,1,4. Kat,5 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163565-41,02-12-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163565-41,2025-12-03 23:13:38
NOVA'DAN SELVİLİTEPE MAHALLESİ'NDE SATILIK 2+1 ARAKAT DAİRE,2.690.000 TL,Manisa,Turgutlu,Selvilitepe Mah.,Manisa / Turgutlu / Selvilitepe Mah.,2 + 1,90,1,Ara Kat,7 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,123058-2161,23-09-2025,https://www.hepsiemlak.com/manisa-turgutlu-selvilitepe-satilik/daire/123058-2161,2025-12-03 23:14:05
SALİHLİ CİN EMLAK'TAN GÜNEŞ MAH SATILIK 2+1 100 M2 2 KAT DOĞALGAZLI DAİRE,3.300.000 TL,Manisa,Salihli,Gunes Mah.,Manisa / Salihli / Gunes Mah.,2 + 1,100,1,2. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,"Doğu, Batı",etin,-,...,Hayır,içerisinde 5 nci kat Satılık Daire,Hatırlatmaları,Eşyalı Değil,Satılık,37897-2541,25-09-2025,https://www.hepsiemlak.com/manisa-salihli-gunes-satilik/daire/37897-2541,2025-12-03 23:14:32
Turgutlu Selvilitepe Mah. Mimar Sinan Cad. SATILIK 3+1 DAİRE,3.750.000 TL,Manisa,Turgutlu,Selvilitepe Mah.,Manisa / Turgutlu / Selvilitepe Mah.,3 + 1,120,1,2. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Boş,Müstakil Tapulu,"Kuzey, Güney",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,156738-57,06-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-selvilitepe-satilik/daire/156738-57,2025-12-03 23:14:59
KİRVEM EMLAK'TAN CENGİZ TOPEL'DE KÖŞE 3+1 DAİRE,3.695.000 TL,Manisa,Saruhanli,Cengiz Mah.,Manisa / Saruhanli / Cengiz Mah.,3 + 1,120,1,3. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162496-5,26-09-2025,https://www.hepsiemlak.com/manisa-saruhanli-cengiz-topel-satilik/daire/162496-5,2025-12-03 23:15:25
UNCUBOZKÖYDE PARK MANZARALI SATILIK DAİRE,6.600.000 TL,Manisa,Yunusemre,Uncubozkoy Mah.,Manisa / Yunusemre / Uncubozkoy Mah.,3 + 1,158,1,2. Kat,30 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,"Kuzey, Güney",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,158110-240,20-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-uncubozkoy-satilik/daire/158110-240,2025-12-03 23:15:51
Manisa'nın En Avantajlı Bölgesinde AVM Yanı 3+1 Daire,8.600.000 TL,Manisa,Yunusemre,Laleli Mah.,Manisa / Yunusemre / Laleli Mah.,3 + 1,114,1,6. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Evet,İçerisinde Sıfır 4+1 Geniş Daire,Hatırlatmaları,Eşyalı Değil,Satılık,154167-390,17-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-laleli-satilik/daire/154167-390,2025-12-03 23:16:16
FİT GAYRİMENKUL'DEN SATILIK KÖY EVİ BU FİYATA BÖYLESİ YOK!...,2.750.000 TL,Manisa,Saruhanli,Gozlet Mah.,Manisa / Saruhanli / Gozlet Mah.,3 + 1,140,1,Bahçe Katı,6 Yaşında,Soba,Yok,Yok,Yok,-,Mülk Sahibi,Müstakil Tapulu,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı,Satılık,163843-2,02-12-2025,https://www.hepsiemlak.com/manisa-saruhanli-gozlet-satilik/mustakil-ev/163843-2,2025-12-03 23:17:03
AYNI ALİ MAHALLESİ SATILIK 3+1 K.M DAİRE,3.950.000 TL,Manisa,Yunusemre,Ayni Mah.,Manisa / Yunusemre / Ayni Mah.,3 + 1,160,1,Yüksek Giriş,25 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162376-22,29-09-2025,https://www.hepsiemlak.com/manisa-yunusemre-ayni-ali-satilik/daire/162376-22,2025-12-03 23:17:32
3 ADAM EMLAK'TAN EFENDİ MH RİNG YOLU ÜZERİ SATILIK 3+1 DAİRE,3.850.000 TL,Manisa,Akhisar,Efendi Mah.,Manisa / Akhisar / Efendi Mah.,3 + 1,140,2,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,143910-114,17-11-2025,https://www.hepsiemlak.com/manisa-akhisar-efendi-satilik/daire/143910-114,2025-12-03 23:17:59
Akhisar Cumhuriyet Mahallesi'nde 2+1 Satılık Daire,3.550.000 TL,Manisa,Akhisar,Cumhuriyet Mah.,Manisa / Akhisar / Cumhuriyet Mah.,2 + 1,96,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,"Kuzey, Doğu",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı,Satılık,94137-1365,09-10-2025,https://www.hepsiemlak.com/manisa-akhisar-cumhuriyet-satilik/daire/94137-1365,2025-12-03 23:18:27
Efendi Mahallesinin En Güzel Dairesi Satılık!,6.500.000 TL,Manisa,Akhisar,Efendi Mah.,Manisa / Akhisar / Efendi Mah.,4 + 1,210,2,3. Kat,3 Yaşında,Kombi,Var,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162211-31,29-10-2025,https://www.hepsiemlak.com/manisa-akhisar-efendi-satilik/daire/162211-31,2025-12-03 23:18:51
EMİR GRUP'TAN MURADİYE'DE 2+1 SIFIR FULL LÜX FIRSAT DAİRE,3.850.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,95,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163565-86,30-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163565-86,2025-12-03 23:19:10
EMİR GRUP'TAN MURADİYE'DE 3+1 SİTE İÇERİSİNDE ARAKAT DAİRE,4.500.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,3 + 1,145,1,3. Kat,3 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,İçerisinde,Hatırlatmaları,Eşyalı Değil,Satılık,163565-31,28-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163565-31,2025-12-03 23:19:35
ZEKİ EMLAK'TAN MURADİYE'DE 2+1 AÇIK MUTFAK SATILIK DAİRE,3.400.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,83,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,-,etin,-,...,Hayır,İçi Satılık 1+1 Daire ⭕️,Hatırlatmaları,Eşyalı,Satılık,156185-324,06-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/156185-324,2025-12-03 23:19:54
PALMİYE EMLAKTAN Atatürk Mah. 250m2 Asansörlü 5+1 Dubleks Daire,5.250.000 TL,Manisa,Akhisar,Ataturk Mah.,Manisa / Akhisar / Ataturk Mah.,5 + 1,250,2,4. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,"Doğu, Batı",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,156444-26,16-09-2025,https://www.hepsiemlak.com/manisa-akhisar-ataturk-satilik/daire/156444-26,2025-12-03 23:20:13
Manisa Muradiye Mah. Su Deposu Civarı Satılık 3+1 Daire,5.000.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,3 + 1,145,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,95753-1929,23-09-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/95753-1929,2025-12-03 23:20:33
23 NİSAN PARKI SATILIK ARAKAT 3+1 FULL TADİLATLI DAİRE,4.350.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,3 + 1,130,1,4. Kat,4 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162376-31,09-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/162376-31,2025-12-03 23:21:25
AYNİ ALİ MAH ASANSÖRLÜ MASRAFSIZ MÜKEMMEL BİR DAİRE,3.890.000 TL,Manisa,Yunusemre,Ayni Mah.,Manisa / Yunusemre / Ayni Mah.,2 + 1,105,1,4. Kat,21 Yaşında,Kombi,Yok,Var,Var,-,Boş,Müstakil Tapulu,-,etin,200 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162591-12,23-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-ayni-ali-satilik/daire/162591-12,2025-12-03 23:21:45
ÖZYURTLAR'DAN MURADİYE'DE FULL ÖZELLİKLİ ASANSÖRLÜ ARAKAT,3.200.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,95,1,4. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162860-33,06-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/162860-33,2025-12-03 23:22:04
