Fiyat,Ilce,Oda,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat_numeric
3.500.000 TL,Yunusemre,2 + 1,80,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0
870.000 TL,Koprubasi,2 + 2,188,1,-,20 Yaşında,Kombi,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,870000.0
4.400.000 TL,Yunusemre,4 + 1,180,2,5. Kat,4 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4400000.0
2.500.000 TL,Turgutlu,3 + 1,135,1,3. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2500000.0
5.750.000 TL,Yunusemre,3 + 1,150,2,2. Kat,4 Yaşında,Kombi,Var,Var,Yok,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5750000.0
3.500.000 TL,Yunusemre,1 + 1,60,1,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,-,3500000.0
4.250.000 TL,Turgutlu,3 + 1,130,1,4. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0
4.100.000 TL,Akhisar,3 + 1,140,1,2. Kat,1 Yaşında,Yerden Isıtma,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0
3.950.000 TL,Yunusemre,2 + 1,100,2,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0
3.650.000 TL,Yunusemre,2 + 1,85,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0
3.500.000 TL,Yunusemre,2 + 1,90,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0
4.000.000 TL,Turgutlu,2 + 1,105,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4000000.0
2.800.000 TL,Yunusemre,1 + 1,65,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2800000.0
6.800.000 TL,Turgutlu,3 + 1,140,2,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6800000.0
2.350.000 TL,Turgutlu,3 + 1,130,1,4. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2350000.0
5.500.000 TL,Turgutlu,3 + 1,155,1,1. Kat,5 Yaşında,Yerden Isıtma,Var,Yok,Yok,-,Mülk Sahibi,Tapu Yok,Hayır,Eşyalı Değil,5500000.0
2.000.000 TL,Turgutlu,2 + 1,115,1,En Üst Kat,25 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2000000.0
5.700.000 TL,Sehzadeler,3 + 1,140,2,4. Kat,26 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5700000.0
3.850.000 TL,Yunusemre,3 + 1,100,1,1. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0
5.150.000 TL,Yunusemre,3 + 1,150,1,4. Kat,6 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5150000.0
4.000.000 TL,Akhisar,3 + 1,125,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4000000.0
3.800.000 TL,Yunusemre,3 + 1,115,1,2. Kat,25 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3800000.0
4.275.000 TL,Yunusemre,3 + 1,130,1,4. Kat,25 Yaşında,Kombi,Yok,Var,Var,-,-,Kat İrtifakı,Evet,-,4275000.0
3.350.000 TL,Yunusemre,2 + 1,90,1,4. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0
4.150.000 TL,Yunusemre,3 + 1,120,1,3. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0
3.450.000 TL,Yunusemre,2 + 1,95,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3450000.0
6.000.000 TL,Salihli,3 + 1,140,1,3. Kat,4 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,6000000.0
3.850.000 TL,Yunusemre,2 + 1,85,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0
5.250.000 TL,Turgutlu,3 + 1,150,2,3. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5250000.0
4.300.000 TL,Turgutlu,3 + 1,157,1,2. Kat,6 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4300000.0
4.000.000 TL,Turgutlu,3 + 1,130,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4000000.0
3.650.000 TL,Yunusemre,2 + 1,85,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0
3.750.000 TL,Turgutlu,3 + 1,135,1,En Üst Kat,12 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0
3.750.000 TL,Turgutlu,3 + 1,120,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0
13.500.000 TL,Akhisar,2 + 1,7,1,Bahçe Katı,3 Yaşında,Klima,Yok,Yok,Var,-,Mülk Sahibi,Tapu Yok,Hayır,Eşyalı Değil,13500000.0
8.250.000 TL,Yunusemre,5 + 2,240,2,2. Kat,16 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,8250000.0
2.495.000 TL,Turgutlu,2 + 1,95,1,Yüksek Giriş,11 Yaşında,Doğalgaz Sobası,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,Evet,-,2495000.0
3.400.000 TL,Yunusemre,2 + 1,80,1,Ara Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3400000.0
3.050.000 TL,Sehzadeler,2 + 1,110,1,5. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3050000.0
4.100.000 TL,Yunusemre,2 + 1,105,1,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0
4.295.000 TL,Yunusemre,3 + 1,135,1,4. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4295000.0
4.250.000 TL,Turgutlu,3 + 1,130,1,3. Kat,1 Yaşında,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,-,4250000.0
4.000.000 TL,Akhisar,2 + 1,110,1,1. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0
5.000.000 TL,Yunusemre,3 + 1,140,1,2. Kat,1 Yaşında,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5000000.0
4.950.000 TL,Yunusemre,3 + 1,125,1,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0
2.625.000 TL,Salihli,2 + 1,125,1,2. Kat,16 Yaşında,Klima,Yok,Yok,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2625000.0
65.000.000 TL,Salihli,3 + 1,600,1,-,5 Yaşında,Kat Kaloriferi,Yok,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,-,-,65000000.0
3.850.000 TL,Sehzadeler,3 + 1,130,2,6. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0
3.995.000 TL,Yunusemre,3 + 1,125,1,Yüksek Giriş,4 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3995000.0
2.550.000 TL,Turgutlu,2 + 1,100,1,Zemin,21 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı,2550000.0
3.125.000 TL,Yunusemre,2 + 1,95,1,4. Kat,1 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3125000.0
1.480.000 TL,Turgutlu,2 + 1,80,1,4. Kat,21 Yaşında,Klima,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1480000.0
2.700.000 TL,Akhisar,3 + 1,130,1,3. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,2700000.0
1.350.000 TL,Kirkagac,2 + 1,95,1,4. Kat,23 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,1350000.0
4.000.000 TL,Akhisar,2 + 1,95,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0
6.500.000 TL,Salihli,3 + 0,143,2,4. Kat,3 Yaşında,Kombi,Yok,Var,Var,Sıfır,-,Kat İrtifakı,Hayır,Eşyalı Değil,6500000.0
6.350.000 TL,Turgutlu,3 + 1,150,2,3. Kat,9 Yaşında,Merkezi,Yok,Yok,Var,-,Kiracılı,Kat Mülkiyeti,-,-,6350000.0
5.250.000 TL,Turgutlu,3 + 1,160,1,5. Kat,1 Yaşında,Merkezi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0
5.250.000 TL,Turgutlu,3 + 1,150,2,1. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5250000.0
4.750.000 TL,Turgutlu,2 + 1,120,1,4. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0
5.175.000 TL,Yunusemre,3 + 1,135,1,3. Kat,4 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5175000.0
4.550.000 TL,Turgutlu,3 + 1,178,2,2. Kat,6 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,4550000.0
5.250.000 TL,Turgutlu,2 + 1,130,2,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0
8.600.000 TL,Sehzadeler,2 + 1,110,1,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,8600000.0
6.500.000 TL,Turgutlu,2 + 0,110,1,Bahçe Katı,5 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,Evet,-,6500000.0
3.800.000 TL,Turgutlu,3 + 0,100,-,Ara Kat,1 Yaşında,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0
8.750.000 TL,Yunusemre,3 + 1,165,2,3. Kat,3 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,8750000.0
3.750.000 TL,Akhisar,3 + 1,115,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0
4.750.000 TL,Yunusemre,3 + 1,125,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0
2.950.000 TL,Turgutlu,2 + 1,90,1,Zemin,11 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0
5.450.000 TL,Turgutlu,3 + 1,155,2,En Üst Kat,4 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5450000.0
6.500.000 TL,Turgutlu,4 + 1,170,-,Ara Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0
3.650.000 TL,Turgutlu,2 + 1,115,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3650000.0
3.400.000 TL,Yunusemre,2 + 1,95,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0
14.500.000 TL,Akhisar,5 + 1,227,3,Bahçe Katı,1 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,14500000.0
5.490.000 TL,Turgutlu,3 + 1,130,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5490000.0
4.475.000 TL,Turgutlu,3 + 1,140,2,11. Kat,1 Yaşında,Merkezi (Pay Öl...,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4475000.0
4.350.000 TL,Yunusemre,3 + 1,140,1,3. Kat,16 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4350000.0
3.495.000 TL,Yunusemre,2 + 1,85,1,Çatı Katı,1 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3495000.0
1.900.000 TL,Turgutlu,3 + 1,120,1,5. Kat,21 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1900000.0
3.650.000 TL,Turgutlu,2 + 1,115,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0
7.950.000 TL,Yunusemre,3 + 1,750,1,Bahçe Katı,16 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,7950000.0
4.975.000 TL,Yunusemre,3 + 1,120,1,Ara Kat,5 Yaşında,Kombi,Yok,Var,Var,-,-,Kat İrtifakı,-,Eşyalı Değil,4975000.0
5.450.000 TL,Yunusemre,3 + 1,140,1,5. Kat,8 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5450000.0
3.850.000 TL,Turgutlu,3 + 1,145,1,1. Kat,6 Yaşında,Kombi,Var,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3850000.0
4.500.000 TL,Turgutlu,3 + 1,140,1,Giriş Katı,21 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0
4.350.000 TL,Sehzadeler,3 + 1,125,1,3. Kat,34 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4350000.0
4.500.000 TL,Yunusemre,2 + 1,100,2,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4500000.0
4.250.000 TL,Yunusemre,2 + 1,75,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0
4.100.000 TL,Yunusemre,3 + 1,160,1,Yüksek Giriş,5 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0
5.250.000 TL,Turgutlu,3 + 1,150,2,3. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5250000.0
6.800.000 TL,Yunusemre,3 + 1,120,1,2. Kat,21 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,6800000.0
4.000.000 TL,Akhisar,4 + 1,275,2,3. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4000000.0
3.550.000 TL,Yunusemre,3 + 1,125,1,Yüksek Giriş,1 Yaşında,Kombi,Yok,Yok,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3550000.0
5.250.000 TL,Yunusemre,3 + 1,120,2,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5250000.0
4.700.000 TL,Yunusemre,3 + 1,125,1,2. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4700000.0
6.500.000 TL,Turgutlu,3 + 1,130,1,2. Kat,11 Yaşında,Soba,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6500000.0
4.500.000 TL,Yunusemre,3 + 1,135,1,5. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0
4.100.000 TL,Yunusemre,3 + 1,145,1,4. Kat,6 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0
11.750.000 TL,Akhisar,2 + 1,4,1,Villa Katı,Sıfır Bina,Klima,Yok,Yok,Var,-,Boş,Tapu Yok,Evet,Eşyalı Değil,11750000.0
4.100.000 TL,Yunusemre,2 + 1,100,1,4. Kat,Sıfır Bina,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı,4100000.0
4.500.000 TL,Yunusemre,2 + 1,92,1,1. Kat,1 Yaşında,Yerden Isıtma,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0
5.300.000 TL,Yunusemre,3 + 1,135,1,2. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5300000.0
4.100.000 TL,Turgutlu,2 + 1,100,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0
5.000.000 TL,Turgutlu,3 + 1,150,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5000000.0
4.250.000 TL,Turgutlu,4 + 1,180,2,4. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0
4.950.000 TL,Sehzadeler,3 + 1,136,1,4. Kat,21 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0
10.250.000 TL,Turgutlu,4 + 1,250,2,En Üst Kat,6 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,10250000.0
4.150.000 TL,Turgutlu,3 + 1,125,2,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4150000.0
12.500.000 TL,Saruhanli,1 + 1,64,1,-,5 Yaşında,Soba,Yok,Yok,Yok,Sıfır,Mülk Sahibi,Hisseli Tapu,Hayır,-,12500000.0
5.495.000 TL,Yunusemre,2 + 1,100,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5495000.0
3.500.000 TL,Yunusemre,3 + 1,125,1,4. Kat,21 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0
6.250.000 TL,Yunusemre,5 + 1,200,1,5. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0
3.900.000 TL,Turgutlu,3 + 1,150,2,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3900000.0
4.575.000 TL,Yunusemre,3 + 1,130,1,4. Kat,21 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4575000.0
3.350.000 TL,Turgutlu,2 + 1,105,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0
2.100.000 TL,Saruhanli,1 + 1,65,1,1. Kat,1 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2100000.0
8.300.000 TL,Yunusemre,4 + 1,180,2,4. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,8300000.0
5.000.000 TL,Turgutlu,3 + 1,145,2,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Arsa,Hayır,Eşyalı Değil,5000000.0
7.500.000 TL,Salihli,3 + 1,357,1,-,25 Yaşında,Soba,Yok,Var,Var,İkinci El,Kiracılı,Arsa,Hayır,Eşyalı Değil,7500000.0
4.500.000 TL,Akhisar,4 + 1,200,2,4. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0
3.599.000 TL,Turgutlu,3 + 1,140,1,4. Kat,11 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı,3599000.0
3.300.000 TL,Turgutlu,3 + 1,140,1,1. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0
6.750.000 TL,Turgutlu,3 + 1,160,2,1. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6750000.0
3.350.000 TL,Yunusemre,2 + 1,90,1,Yüksek Giriş,5 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,3350000.0
3.680.000 TL,Sehzadeler,3 + 1,125,1,4. Kat,25 Yaşında,Kombi,Yok,Yok,Yok,-,-,Kat İrtifakı,-,Eşyalı Değil,3680000.0
4.350.000 TL,Sehzadeler,3 + 1,140,1,5. Kat,16 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,4350000.0
4.250.000 TL,Turgutlu,2 + 1,130,2,3. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0
2.350.000 TL,Turgutlu,3 + 1,125,1,3. Kat,26 Yaşında,Isıtma Yok,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2350000.0
3.350.000 TL,Sehzadeler,3 + 1,125,1,4. Kat,34 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3350000.0
2.550.000 TL,Saruhanli,2 + 1,480,1,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2550000.0
2.950.000 TL,Turgutlu,3 + 1,135,1,6. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,2950000.0
2.650.000 TL,Yunusemre,1 + 1,60,1,2. Kat,Sıfır Bina,Merkezi (Pay Öl...,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2650000.0
2.950.000 TL,Akhisar,3 + 1,145,1,3. Kat,31 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0
3.470.000 TL,Yunusemre,3 + 1,89,2,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3470000.0
14.000.000 TL,Akhisar,4 + 1,280,1,-,19 Yaşında,Kombi,Var,Yok,Yok,İkinci El,-,Kat İrtifakı,Evet,Eşyalı Değil,14000000.0
4.150.000 TL,Turgutlu,2 + 1,105,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4150000.0
3.650.000 TL,Turgutlu,2 + 1,105,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3650000.0
2.550.000 TL,Turgutlu,2 + 1,95,1,Ara Kat,25 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2550000.0
1.500.000 TL,Soma,2 + 1,316,1,-,35 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Arsa,Hayır,Eşyalı Değil,1500000.0
4.650.000 TL,Yunusemre,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4650000.0
4.950.000 TL,Sehzadeler,3 + 1,135,1,2. Kat,4 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0
8.000.000 TL,Yunusemre,4 + 1,180,2,4. Kat,11 Yaşında,Merkezi (Pay Öl...,Var,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Güzelyurt’tan daire ile takas düşünülür,Eşyalı Değil,8000000.0
29.900.000 TL,Saruhanli,3 + 0,200,1,Bahçe Katı,3 Yaşında,Klima,Yok,Yok,Yok,-,-,Müstakil Tapulu,Evet,-,29900000.0
2.700.000 TL,Turgutlu,2 + 1,100,1,Zemin,31 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2700000.0
4.750.000 TL,Turgutlu,2 + 1,110,1,4. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0
