Ilce,M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi
Turgutlu,95,2,0,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,5500000.0,2,1,2.0,3,0,1,0,0
Akhisar,150,2,6,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4600000.0,3,1,1.0,3,0,1,0,0
Sehzadeler,140,1,31,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3575000.0,3,1,1.0,3,0,1,0,0
Turgutlu,134,1,25,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,3499000.0,3,1,3.0,3,0,1,0,0
Akhisar,130,2,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1,3.0,3,2,1,0,0
Akhisar,200,2,3,0,0,0,Müstakil Tapulu,Evet,Eşyalı Değil,15750000.0,4,1,0.0,3,0,0,0,1
Salihli,145,2,1,0,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,5175000.0,3,1,3.0,3,0,1,0,0
Turgutlu,135,2,0,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,6500000.0,3,1,2.0,3,0,1,0,0
Akhisar,300,3,0,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,7000000.0,5,1,3.0,3,0,1,0,0
Turgutlu,155,2,1,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,6050000.0,3,1,5.0,3,0,1,0,0
Turgutlu,120,1,5,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3050000.0,3,1,4.0,3,0,1,0,0
Kirkagac,125,1,5,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3600000.0,3,1,4.0,3,0,1,0,0
Saruhanli,400,1,11,0,1,0,Arsa,Hayır,Eşyalı,3725000.0,2,1,0.0,1,0,1,0,0
Yunusemre,150,2,0,0,0,1,Kat Mülkiyeti,Evet,Eşyalı Değil,9095000.0,3,1,0.5,3,0,0,1,0
Yunusemre,70,1,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,2950000.0,1,1,0.5,3,2,1,0,0
Yunusemre,100,1,0,0,1,1,Kat İrtifakı,-,Eşyalı Değil,4000000.0,2,1,1.0,3,2,1,0,0
Turgutlu,202,1,0,1,1,1,Kat Mülkiyeti,Hayır,-,9750000.0,3,1,3.0,3,0,1,0,0
Yunusemre,90,1,6,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0,2,1,2.0,3,0,1,0,0
Turgutlu,120,2,11,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3090000.0,3,1,3.0,3,0,0,0,1
Salihli,125,1,0,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3900000.0,3,1,-2.0,3,0,1,0,0
Yunusemre,230,2,5,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,6,2,4.0,3,0,0,0,1
Yunusemre,230,2,26,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,11500000.0,5,1,0.0,3,0,1,0,0
Yunusemre,95,1,4,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,2910000.0,2,1,0.5,3,0,0,1,0
Turgutlu,120,1,25,0,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,2800000.0,3,1,4.0,3,0,1,0,0
Saruhanli,100,1,4,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2650000.0,2,1,0.5,3,0,1,0,0
Akhisar,130,1,3,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1,1.0,3,0,1,0,0
Turgutlu,155,1,6,0,1,0,Kat Mülkiyeti,Evet,-,3800000.0,3,1,3.0,3,0,1,0,0
Turgutlu,250,2,6,1,0,0,Kat Mülkiyeti,Evet,Eşyalı Değil,4100000.0,5,1,4.0,3,0,0,1,0
Saruhanli,125,1,25,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,2,1,3.0,1,0,1,0,0
Saruhanli,153,1,8,1,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1,2.0,3,0,0,1,0
Turgutlu,90,1,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3200000.0,2,1,2.0,3,0,1,0,0
Yunusemre,115,1,11,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1,3.0,3,0,1,0,0
Akhisar,240,3,2,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,10000000.0,4,1,0.0,3,0,0,0,1
Salihli,110,1,1,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3675000.0,2,1,1.0,3,0,1,0,0
Turgutlu,185,2,2,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,5500000.0,4,1,4.0,3,0,1,0,0
Turgutlu,110,1,21,1,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,1850000.0,2,1,4.0,0,0,0,1,0
Sehzadeler,150,2,40,0,0,1,Müstakil Tapulu,Hayır,Eşyalı Değil,4400000.0,4,2,3.0,3,0,0,1,0
Akhisar,90,2,1,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1,1.0,3,2,1,0,0
Sehzadeler,96,1,30,1,1,0,Kat İrtifakı,-,Eşyalı Değil,2100000.0,2,1,5.0,3,0,1,0,0
Yunusemre,50,1,0,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,2670000.0,1,1,3.0,3,0,1,0,0
Akhisar,100,1,0,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,2,1,2.0,3,2,1,0,0
Yunusemre,85,1,7,0,1,1,Kat İrtifakı,-,Eşyalı Değil,2750000.0,2,1,4.0,3,0,0,0,1
Yunusemre,185,1,11,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,8250000.0,3,1,1.0,3,0,0,0,1
Turgutlu,175,2,0,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,7000000.0,3,1,4.0,3,0,1,0,0
Yunusemre,145,1,5,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,3,1,3.0,3,0,0,0,1
Yunusemre,70,1,1,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3300000.0,2,1,2.0,3,0,1,0,0
Yunusemre,90,1,6,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1,2.0,3,0,0,1,0
Salihli,150,1,16,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,2600000.0,3,1,4.0,3,0,1,0,0
Akhisar,135,2,0,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,4250000.0,3,1,1.0,3,0,1,0,0
Saruhanli,105,1,5,1,0,0,Kat İrtifakı,-,-,2950000.0,2,1,0.5,3,0,1,0,0
Salihli,135,1,6,0,0,0,-,-,-,3300000.0,3,1,3.0,3,0,1,0,0
Turgutlu,110,1,4,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,2850000.0,2,1,3.0,3,0,1,0,0
Sehzadeler,215,1,26,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,6200000.0,2,1,1.0,3,0,0,0,1
Sehzadeler,70,1,0,1,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,3600000.0,2,1,3.0,3,0,1,0,0
Soma,180,2,11,0,0,0,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0,4,1,3.0,3,0,0,0,1
Akhisar,105,1,0,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3075000.0,2,1,1.0,3,0,1,0,0
Salihli,92,1,1,1,0,1,Kat Mülkiyeti,-,Eşyalı Değil,4000000.0,2,1,5.0,1,0,1,0,0
Turgutlu,110,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,2,1,3.0,3,2,1,0,0
Salihli,155,1,26,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2675000.0,3,1,4.0,1,0,1,0,0
Akhisar,225,3,1,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,15000000.0,5,1,0.0,3,0,1,0,0
Turgutlu,125,1,31,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0,3,1,4.0,3,0,0,0,1
Yunusemre,85,1,0,1,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1,2.0,3,0,1,0,0
Turgutlu,170,2,5,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,6500000.0,3,1,3.0,2,0,0,0,1
Akhisar,180,1,21,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,4,1,3.0,3,0,1,0,0
Yunusemre,165,1,25,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,5195000.0,3,1,3.0,3,0,1,0,0
Sehzadeler,110,1,30,1,0,0,Kat İrtifakı,Evet,Eşyalı Değil,3975000.0,3,1,3.0,3,0,1,0,0
Akhisar,90,1,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,2950000.0,2,1,1.0,3,2,1,0,0
Yunusemre,125,1,21,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,4100000.0,3,1,5.0,3,0,0,1,0
Yunusemre,90,1,3,0,1,0,Kat İrtifakı,-,Eşyalı Değil,4900000.0,2,1,3.0,3,0,1,0,0
Turgutlu,140,2,0,0,1,1,Kat Mülkiyeti,Evet,-,6250000.0,3,1,3.0,3,0,1,0,0
Yunusemre,115,1,23,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,3,1,3.0,3,0,1,0,0
Turgutlu,165,2,0,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,7000000.0,3,1,4.0,3,0,1,0,0
Yunusemre,115,1,0,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4600000.0,3,1,1.0,3,0,1,0,0
Yunusemre,60,1,1,0,0,0,Kat İrtifakı,Hayır,Eşyalı,2499999.0,1,1,5.0,3,0,0,1,0
Salihli,140,1,1,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,5650000.0,3,1,2.0,3,0,1,0,0
Saruhanli,135,1,0,0,1,0,Kat İrtifakı,-,Eşyalı Değil,4750000.0,3,1,3.0,3,2,1,0,0
Turgutlu,120,1,6,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,2,1,5.0,3,0,0,0,1
Akhisar,140,2,0,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4200000.0,3,1,1.0,3,0,1,0,0
Sehzadeler,135,1,20,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3375000.0,3,1,0.0,3,0,1,0,0
Salihli,178,2,1,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,6625000.0,3,1,1.0,3,0,0,0,1
Turgutlu,160,2,0,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4450000.0,3,1,3.0,2,0,1,0,0
Sehzadeler,100,1,13,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3150000.0,3,1,-0.5,3,0,0,0,1
Saruhanli,105,1,0,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,2,1,3.0,3,0,1,0,0
Sehzadeler,180,1,18,0,0,0,Müstakil Tapulu,Hayır,Eşyalı Değil,3250000.0,2,1,3.0,1,0,0,0,1
Yunusemre,210,3,0,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,16000000.0,4,1,3.0,3,0,1,0,0
Akhisar,100,1,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3450000.0,2,1,1.0,3,2,1,0,0
Selendi,130,1,5,0,0,0,Müstakil Tapulu,Hayır,Eşyalı Değil,3000000.0,3,1,3.0,1,2,0,0,1
Yunusemre,110,1,0,0,1,1,Kat İrtifakı,-,Eşyalı Değil,4200000.0,2,1,4.0,3,2,1,0,0
Turgutlu,145,1,0,0,0,0,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,3,1,4.0,3,0,1,0,0
Turgutlu,135,1,26,1,1,1,Kat İrtifakı,Hayır,-,4000000.0,3,1,3.0,3,0,1,0,0
Yunusemre,115,1,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,2,1,2.0,3,0,1,0,0
Yunusemre,220,2,8,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,4900000.0,5,1,5.0,3,0,1,0,0
Sehzadeler,90,1,31,1,1,1,Müstakil Tapulu,Evet,Eşyalı Değil,3750000.0,2,1,4.0,1,0,0,1,0
Turgutlu,110,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,2,1,4.0,3,0,1,0,0
Turgutlu,120,1,6,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4980000.0,2,1,4.0,3,0,0,0,1
Akhisar,110,1,4,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1,1.0,3,0,1,0,0
Sehzadeler,95,1,30,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3050000.0,2,1,3.0,3,0,0,1,0
Yunusemre,100,1,0,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,4800000.0,2,1,0.5,3,0,1,0,0
Salihli,108,1,1,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3850000.0,2,1,4.0,3,0,0,1,0
Akhisar,152,2,1,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,4800000.0,3,1,1.0,3,0,1,0,0
Turgutlu,140,2,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1,12.0,2,0,1,0,0
Akhisar,175,2,3,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3950000.0,3,1,5.0,3,0,1,0,0
Yunusemre,300,2,10,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,4,1,5.0,3,0,0,0,1
Akhisar,321,1,31,0,1,1,Müstakil Tapulu,Hayır,Eşyalı Değil,6000000.0,2,1,0.0,1,0,1,0,0
Turgutlu,198,2,15,1,1,1,Kat Mülkiyeti,Evet,-,4950000.0,4,1,4.0,3,0,0,0,1
Soma,250,1,30,0,0,0,Müstakil Tapulu,-,Eşyalı Değil,2600000.0,2,1,3.0,1,0,1,0,0
Salihli,150,1,21,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,3000000.0,3,1,5.0,0,0,1,0,0
Sehzadeler,200,2,16,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,6950000.0,3,1,5.0,3,0,0,0,1
Saruhanli,130,1,1,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3375000.0,3,1,5.0,3,2,1,0,0
Yunusemre,180,1,21,0,0,0,Tapu Yok,Hayır,Eşyalı,22500000.0,3,1,0.0,1,0,0,0,1
Sehzadeler,140,1,27,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,4.0,3,0,0,0,1
Alasehir,58,1,0,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2100000.0,1,1,3.0,3,0,1,0,0
Salihli,145,1,25,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,5750000.0,3,1,3.0,1,2,1,0,0
Akhisar,140,1,4,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,3,1,2.0,3,0,0,1,0
Yunusemre,250,2,11,1,0,0,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,4,1,5.0,3,0,0,0,1
Turgutlu,104,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,2,1,3.0,3,2,1,0,0
Yunusemre,250,2,10,0,0,0,Kat Mülkiyeti,-,Eşyalı Değil,7700000.0,6,1,3.0,1,0,0,0,1
Soma,90,1,9,0,0,0,Kat İrtifakı,-,Eşyalı Değil,1775000.0,2,1,5.0,2,0,0,1,0
Yunusemre,135,1,6,0,0,0,-,-,-,4200000.0,3,1,3.0,3,0,1,0,0
Yunusemre,170,1,16,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,5800000.0,3,2,1.0,3,0,0,1,0
Yunusemre,135,1,0,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,11450000.0,3,1,3.0,3,0,1,0,0
Yunusemre,95,1,0,0,1,0,Kat İrtifakı,-,Eşyalı Değil,4200000.0,2,1,2.0,3,1,1,0,0
Turgutlu,142,1,3,0,1,1,Kat Mülkiyeti,Evet,-,6300000.0,3,1,4.0,3,0,1,0,0
Sehzadeler,300,2,16,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,9500000.0,6,1,6.0,3,0,0,0,1
Yunusemre,585,1,6,0,1,0,Müstakil Tapulu,-,Eşyalı,10700000.0,2,1,0.0,1,0,0,0,1
Yunusemre,55,1,0,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,2600000.0,1,1,0.0,3,0,1,0,0
Turgutlu,120,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,3,1,2.0,3,0,1,0,0
Yunusemre,95,1,1,0,0,1,Kat İrtifakı,Hayır,-,3180000.0,2,1,3.0,3,0,1,0,0
Yunusemre,250,2,1,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,11850000.0,4,1,5.0,3,0,0,0,1
Salihli,185,2,14,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1,3.0,1,0,0,0,1
Sehzadeler,220,1,35,0,0,0,Müstakil Tapulu,-,-,2750000.0,3,1,3.0,1,0,1,0,0
Yunusemre,135,1,6,0,0,0,-,-,-,3150000.0,3,1,3.0,3,0,1,0,0
Akhisar,140,2,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1,1.0,3,2,1,0,0
Koprubasi,150,1,30,0,0,0,Kat Mülkiyeti,Evet,Eşyalı,2700000.0,4,2,3.0,1,0,1,0,0
Akhisar,362,1,12,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,2500000.0,3,1,1.0,1,2,0,0,1
Turgutlu,120,1,0,0,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3800000.0,3,1,3.0,0,2,1,0,0
Yunusemre,120,1,30,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0,3,1,5.0,3,0,1,0,0
Akhisar,230,1,21,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,5,1,4.0,3,0,1,0,0
Turgutlu,160,2,0,1,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,3,1,3.0,3,0,1,0,0
Akhisar,130,1,10,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,3,1,5.0,3,0,1,0,0
Turgutlu,150,1,26,1,0,0,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0,3,1,4.0,3,0,0,0,1
Sehzadeler,130,1,26,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1,2.0,3,0,1,0,0
Ahmetli,240,2,3,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,5,1,3.0,3,0,1,0,0
Alasehir,110,1,0,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,4400000.0,2,1,3.0,3,0,1,0,0
Sehzadeler,90,1,5,0,0,0,Müstakil Tapulu,Evet,Eşyalı Değil,2980000.0,2,1,3.0,1,0,1,0,0
Turgutlu,120,2,2,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1,5.0,2,0,0,0,1
Akhisar,380,2,0,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,6200000.0,5,1,4.0,3,0,1,0,0
Yunusemre,114,2,0,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,4750000.0,2,1,2.0,3,2,1,0,0
Yunusemre,75,1,5,1,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,2,1,-2.0,3,0,1,0,0
Saruhanli,90,1,9,0,1,0,Kat İrtifakı,-,Eşyalı Değil,2870000.0,2,1,-2.0,3,0,1,0,0
Salihli,185,1,20,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4650000.0,3,1,3.0,3,0,1,0,0
Turgutlu,110,1,0,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0,2,1,1.0,3,0,1,0,0
Yunusemre,145,2,11,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,6390000.0,3,1,11.0,2,0,1,0,0
Yunusemre,160,1,11,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,6750000.0,3,1,0.5,3,0,0,0,1
Turgutlu,130,2,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,5350000.0,3,1,1.0,3,0,1,0,0
Yunusemre,135,1,6,0,0,0,-,-,-,4400000.0,3,1,3.0,3,0,1,0,0
Turgutlu,140,1,16,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,3,1,4.0,3,0,1,0,0
Yunusemre,115,1,21,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3190000.0,3,1,0.0,3,0,1,0,0
Akhisar,92,1,1,0,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2550000.0,2,0,4.0,3,0,0,1,0
Sehzadeler,90,1,20,1,0,0,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,2,1,3.0,1,0,0,1,0
Yunusemre,90,1,11,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3080000.0,2,1,3.0,3,0,1,0,0
Yunusemre,80,1,25,0,0,0,Müstakil Tapulu,Hayır,-,3000000.0,1,1,3.0,1,0,1,0,0
Sehzadeler,130,1,15,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3285000.0,3,1,4.0,3,0,0,1,0
Turgutlu,152,1,31,0,0,0,Müstakil Tapulu,Evet,Eşyalı Değil,350000.0,3,1,0.0,1,0,1,0,0
Turgutlu,145,1,1,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,3,1,1.0,3,0,1,0,0
Turgutlu,130,1,11,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,3,1,0.0,3,0,1,0,0
Saruhanli,105,2,1,1,1,1,Hisseli Tapu,Hayır,Eşyalı Değil,4200000.0,2,1,1.0,3,0,1,0,0
Turgutlu,429,1,16,0,0,0,Kat Mülkiyeti,Evet,Eşyalı Değil,2500000.0,2,1,0.0,0,0,1,0,0
Soma,130,1,11,1,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3150000.0,3,1,3.0,3,0,0,0,1
Yunusemre,150,1,31,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,14500000.0,3,1,3.0,0,0,0,0,1
Akhisar,103,1,33,0,0,0,Müstakil Tapulu,Hayır,Eşyalı Değil,1275000.0,1,1,3.0,1,0,1,0,0
Salihli,110,1,25,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,3,1,0.0,3,0,0,1,0
Sehzadeler,135,1,6,0,0,0,-,-,-,4200000.0,3,1,3.0,3,0,1,0,0
Sehzadeler,120,1,11,0,0,0,Müstakil Tapulu,Evet,Eşyalı Değil,985000.0,1,1,0.0,1,0,1,0,0
Turgutlu,155,1,25,0,1,1,Kat Mülkiyeti,Hayır,-,4600000.0,3,1,0.0,3,0,1,0,0
Akhisar,90,1,31,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,1350000.0,2,1,4.0,3,0,1,0,0
Yunusemre,140,1,5,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,3,1,2.0,3,0,0,0,1
Saruhanli,260,2,5,1,0,0,Kat Mülkiyeti,Evet,Eşyalı Değil,4200000.0,6,2,5.0,3,0,1,0,0
Turgutlu,130,1,16,0,1,1,Müstakil Tapulu,Hayır,Eşyalı Değil,2900000.0,2,1,0.0,1,0,0,0,1
Yunusemre,96,1,26,1,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1,2.0,1,0,1,0,0
Sehzadeler,140,1,11,1,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,4650000.0,3,1,3.0,3,0,1,0,0
Yunusemre,90,1,1,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0,2,1,3.0,3,0,1,0,0
Yunusemre,85,1,0,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1,3.0,3,2,1,0,0
Turgutlu,300,2,0,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,11500000.0,6,1,3.0,3,0,1,0,0
Salihli,150,3,31,0,0,0,Tapu Yok,Hayır,Eşyalı Değil,3450000.0,7,2,0.0,0,0,1,0,0
Yunusemre,128,2,1,0,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,13400000.0,3,1,2.0,3,0,1,0,0
Yunusemre,105,1,1,0,1,1,Müstakil Tapulu,Hayır,Eşyalı,3420000.0,2,1,2.0,3,0,0,0,1
Akhisar,95,1,35,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,1600000.0,1,1,1.0,3,0,1,0,0
Saruhanli,55,1,0,0,0,1,Kat İrtifakı,Evet,Eşyalı,2650000.0,1,1,0.5,3,0,0,1,0
Sehzadeler,250,3,0,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,29980000.0,5,1,3.0,3,2,1,0,0
Yunusemre,100,1,0,1,0,1,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,2,1,2.0,3,0,1,0,0
Turgutlu,85,1,6,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,1650000.0,2,1,0.0,3,0,0,0,1
Turgutlu,95,1,21,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2050000.0,2,1,1.0,3,0,0,0,1
Yunusemre,200,2,3,0,0,1,Kat Mülkiyeti,Evet,Eşyalı Değil,12495000.0,3,1,5.0,3,0,0,1,0
Yunusemre,60,1,1,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,2650000.0,1,1,1.0,3,0,1,0,0
Akhisar,85,1,0,0,1,1,Kat İrtifakı,-,Eşyalı Değil,2900000.0,2,1,2.0,3,2,1,0,0
Yunusemre,350,2,21,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,12000000.0,5,1,0.0,3,0,1,0,0
Yunusemre,85,1,21,0,1,0,Müstakil Tapulu,Hayır,Eşyalı Değil,2650000.0,2,1,0.5,3,0,1,0,0
Akhisar,100,1,6,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,2,1,3.0,3,0,1,0,0
Soma,90,1,27,0,0,0,Kat İrtifakı,Evet,-,1550000.0,2,1,3.0,3,0,0,0,1
Yunusemre,54,1,0,0,1,1,Müstakil Tapulu,Evet,Eşyalı Değil,2500000.0,1,0,0.5,3,2,1,0,0
Sehzadeler,120,1,26,0,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,3950000.0,3,1,0.5,3,0,1,0,0
Salihli,115,1,0,1,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3475000.0,2,1,4.0,3,0,1,0,0
Turgutlu,125,1,0,1,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,2,1,1.0,3,0,1,0,0
Salihli,145,1,1,1,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,3,1,4.0,3,0,1,0,0
Salihli,115,1,30,0,0,0,Arsa,Evet,Eşyalı Değil,820000.0,2,1,3.0,1,0,1,0,0
Turgutlu,150,2,0,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3749000.0,3,1,4.0,3,0,1,0,0
