Ilce,M2,Banyo,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat
Yunusemre,100,1,4,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,-,3300000.0,2,1,1.0
Turgutlu,110,1,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1,1.0
Salihli,110,1,0,Yerden Isıtma,1,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3800000.0,2,1,2.0
Salihli,120,1,1,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3425000.0,3,1,3.0
Akhisar,125,1,2,Kombi,0,1,0,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,3.0
Akhisar,130,1,1,Kombi,0,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,3,1,1.0
Salihli,120,1,15,Soba,0,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,7000000.0,3,1,3.0
Salihli,135,1,0,Isıtma Yok,1,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5700000.0,3,1,4.0
Yunusemre,140,2,5,Kombi,0,1,0,İkinci El,-,Müstakil Tapulu,Evet,-,4600000.0,3,1,2.0
Alasehir,58,1,4,Klima,1,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı,2100000.0,1,1,2.0
Turgutlu,135,1,16,Kombi,0,0,0,-,Kiracılı,Müstakil Tapulu,Hayır,Eşyalı Değil,3750000.0,3,1,4.0
Akhisar,140,2,0,Kombi,0,0,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4550000.0,3,1,3.0
Akhisar,132,2,0,Kombi,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,3,1,1.0
Turgutlu,150,2,0,Yerden Isıtma,1,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,6000000.0,3,1,2.0
Akhisar,95,1,0,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2950000.0,2,1,4.0
Turgutlu,100,1,0,Yerden Isıtma,1,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3490000.0,2,1,3.0
Yunusemre,130,1,21,Kombi,0,1,1,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4150000.0,3,1,3.0
Turgutlu,180,2,15,Kombi,1,1,1,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı,4750000.0,3,1,3.0
Sehzadeler,115,1,26,Kombi,0,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3875000.0,3,1,3.0
Turgutlu,200,1,21,Kombi,1,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5400000.0,4,1,1.0
Sehzadeler,127,1,15,Kombi,1,1,1,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5450000.0,3,1,6.0
Soma,135,1,11,Jeotermal Isıtm...,1,0,1,-,-,Kat Mülkiyeti,Evet,Eşyalı Değil,3875000.0,3,1,0.5
Yunusemre,85,1,1,Yerden Isıtma,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,2,1,2.0
Turgutlu,125,1,6,Kombi,1,0,1,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,3500000.0,3,1,4.0
Yunusemre,80,1,3,Kombi,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5750000.0,2,1,0.0
Salihli,135,2,0,Yerden Isıtma,0,1,1,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4150000.0,3,1,5.0
Akhisar,105,1,5,Kombi,0,1,0,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,3900000.0,2,1,2.0
Turgutlu,135,1,6,Kombi,0,0,0,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4600000.0,3,1,2.0
Turgutlu,115,1,16,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3950000.0,2,1,3.0
Turgutlu,102,2,0,Yerden Isıtma,0,1,1,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,2,1,5.0
Salihli,175,1,12,Kombi,0,1,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6500000.0,3,1,2.0
Yunusemre,95,1,4,Kombi,1,0,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3700000.0,2,1,0.5
Salihli,160,2,5,Kombi,0,0,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5500000.0,3,1,-2.0
Turgutlu,200,2,0,Kombi,0,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4440000.0,4,1,4.0
Turgutlu,134,2,0,Kombi,0,1,1,-,-,Kat Mülkiyeti,Hayır,Eşyalı Değil,5600000.0,3,1,3.0
Sehzadeler,125,1,25,Kombi,1,1,0,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4700000.0,3,1,3.0
Yunusemre,95,1,1,Yerden Isıtma,1,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1,2.0
Yunusemre,280,3,1,Kombi,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,5,1,5.0
Turgutlu,130,1,0,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4750000.0,3,1,2.0
Turgutlu,130,1,6,Kombi,0,0,1,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3490000.0,3,1,4.0
Turgutlu,155,2,11,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4500000.0,3,1,4.0
Yunusemre,250,3,4,Kombi,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5000000.0,5,1,4.0
Yunusemre,130,1,21,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1,3.0
Yunusemre,95,1,11,Kombi,0,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,4250000.0,2,1,0.5
Sehzadeler,60,1,25,Doğalgaz Sobası,0,0,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2550000.0,1,1,0.0
Yunusemre,85,1,1,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3050000.0,2,1,0.5
Turgutlu,75,1,4,Klima,0,0,0,-,Boş,Kooperatiften H...,Hayır,Eşyalı,2500000.0,2,1,0.0
Yunusemre,120,1,25,Kombi,1,1,0,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4350000.0,3,1,3.0
Yunusemre,85,1,1,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2900000.0,2,1,0.5
Yunusemre,135,1,1,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,3,1,3.0
Yunusemre,180,2,1,Kombi,0,1,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6700000.0,4,1,2.0
Yunusemre,50,1,7,Kombi,0,0,1,İkinci El,Boş,Kat İrtifakı,-,Eşyalı,2650000.0,1,1,2.0
Yunusemre,90,1,1,Kombi,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,2,1,2.0
Yunusemre,135,1,6,-,0,0,0,-,-,-,-,-,4650000.0,3,1,3.0
Yunusemre,280,2,22,Kombi,1,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6000000.0,4,1,4.0
Akhisar,92,1,1,Kombi,0,1,0,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2550000.0,2,0,4.0
Sehzadeler,80,1,21,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2950000.0,2,1,2.0
Akhisar,90,2,1,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3600000.0,2,1,2.0
Akhisar,225,2,0,Yerden Isıtma,1,0,1,-,-,Müstakil Tapulu,Hayır,Eşyalı Değil,14950000.0,5,1,3.0
Turgutlu,130,2,0,Kombi,1,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1,3.0
Salihli,145,1,20,Kombi,0,1,1,İkinci El,-,Kat Mülkiyeti,Hayır,-,4600000.0,3,1,3.0
Turgutlu,130,1,1,Yerden Isıtma,1,1,0,-,Boş,Kat İrtifakı,Hayır,-,4250000.0,3,1,3.0
Salihli,160,1,21,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,3,1,6.0
Turgutlu,310,3,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,5,1,5.0
Yunusemre,250,2,1,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4740000.0,4,2,4.0
Sehzadeler,120,1,25,Kombi,1,1,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4800000.0,3,1,3.0
Yunusemre,100,1,21,Kombi,0,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,3,1,5.0
Turgutlu,130,1,16,Kombi,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0,3,1,3.0
Yunusemre,115,2,1,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,3,1,0.5
Yunusemre,125,1,26,Kombi,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4150000.0,3,1,3.0
Yunusemre,95,1,1,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3450000.0,2,1,1.0
Turgutlu,141,1,11,Kombi,0,1,0,-,Kiracılı,Kat İrtifakı,Hayır,-,2500000.0,3,1,3.0
Yunusemre,125,1,4,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,3,1,2.0
Yunusemre,125,1,5,Kombi,0,1,1,İkinci El,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı Değil,4500000.0,3,1,2.0
Akhisar,230,2,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4600000.0,5,1,3.0
Salihli,116,1,5,Soba,0,1,1,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,7200000.0,2,1,3.0
Salihli,231,1,10,Kombi,0,1,0,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,3600000.0,3,1,5.0
Salihli,135,2,0,Kombi,1,0,1,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6200000.0,3,1,3.0
Turgutlu,100,1,1,Kombi,0,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4200000.0,2,1,2.0
Yunusemre,110,1,1,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,2,1,4.0
Yunusemre,85,1,0,Yerden Isıtma,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3600000.0,2,1,4.0
Yunusemre,100,1,1,Kombi,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1,0.5
Turgutlu,125,2,1,Kombi,1,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3950000.0,3,1,3.0
Turgutlu,105,1,0,Kombi,0,0,0,Sıfır,Boş,Kat Mülkiyeti,-,Eşyalı Değil,4000000.0,2,1,2.0
Yunusemre,140,2,1,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,3,1,0.5
Sehzadeler,140,1,25,Kombi,1,1,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1,1.0
Turgutlu,75,1,11,Kombi,0,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1600000.0,2,1,2.0
Akhisar,135,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3250000.0,3,1,1.0
Sehzadeler,195,1,0,Kombi,1,1,0,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5200000.0,5,1,3.0
Yunusemre,140,1,6,Kombi,0,1,1,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4300000.0,3,1,2.0
Yunusemre,105,1,5,Kombi,0,0,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,2,1,4.0
Turgutlu,90,1,7,Kombi,0,0,0,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2690000.0,2,1,3.0
Salihli,100,1,25,Kombi,0,1,0,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,2,1,2.0
Turgutlu,120,1,5,Kombi,0,1,1,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3750000.0,3,1,2.0
Saruhanli,120,1,1,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3695000.0,3,1,3.0
Yunusemre,158,1,30,Kombi,1,1,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6600000.0,3,1,2.0
Yunusemre,114,1,0,Kombi,0,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,8600000.0,3,1,6.0
Saruhanli,140,1,6,Soba,0,0,0,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı,2750000.0,3,1,0.0
Yunusemre,160,1,25,Kombi,0,1,1,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1,0.5
Akhisar,140,2,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,2.0
Akhisar,96,1,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı,3550000.0,2,1,2.0
Akhisar,210,2,3,Kombi,1,0,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6500000.0,4,1,3.0
Yunusemre,95,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0,2,1,0.5
Yunusemre,145,1,3,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1,3.0
Yunusemre,83,1,0,Kombi,0,1,0,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı,3400000.0,2,1,4.0
Akhisar,250,2,5,Kombi,0,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,5,1,4.0
Yunusemre,145,1,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5000000.0,3,1,3.0
Yunusemre,130,1,4,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4350000.0,3,1,4.0
Yunusemre,105,1,21,Kombi,0,1,1,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,3890000.0,2,1,4.0
Yunusemre,95,1,1,Kombi,0,1,0,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3200000.0,2,1,4.0
Yunusemre,80,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,2,1,2.0
Koprubasi,188,1,20,Kombi,0,0,0,-,-,Müstakil Tapulu,-,-,870000.0,2,2,3.0
Yunusemre,180,2,4,Kombi,1,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4400000.0,4,1,5.0
Turgutlu,135,1,21,Kombi,0,0,0,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2500000.0,3,1,3.0
Yunusemre,150,2,4,Kombi,1,1,0,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5750000.0,3,1,2.0
Yunusemre,60,1,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,-,3500000.0,1,1,3.0
Turgutlu,130,1,0,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0,3,1,4.0
Akhisar,140,1,1,Yerden Isıtma,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,3,1,2.0
Yunusemre,100,2,0,Yerden Isıtma,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,2,1,2.0
Yunusemre,85,1,0,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,2,1,0.5
Yunusemre,90,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1,3.0
Turgutlu,105,1,0,Kombi,0,0,0,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4000000.0,2,1,2.0
Yunusemre,65,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2800000.0,1,1,2.0
Turgutlu,140,2,0,Yerden Isıtma,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6800000.0,3,1,2.0
Turgutlu,130,1,11,Kombi,1,1,1,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2350000.0,3,1,4.0
Turgutlu,155,1,5,Yerden Isıtma,1,0,0,-,Mülk Sahibi,Tapu Yok,Hayır,Eşyalı Değil,5500000.0,3,1,1.0
Turgutlu,115,1,25,Soba,0,0,0,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2000000.0,2,1,5.0
Sehzadeler,140,2,26,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5700000.0,3,1,4.0
Yunusemre,100,1,1,Kombi,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0,3,1,1.0
Yunusemre,150,1,6,Kombi,1,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5150000.0,3,1,4.0
Akhisar,125,1,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4000000.0,3,1,1.0
Yunusemre,115,1,25,Kombi,1,1,1,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3800000.0,3,1,2.0
Yunusemre,130,1,25,Kombi,0,1,1,-,-,Kat İrtifakı,Evet,-,4275000.0,3,1,4.0
Yunusemre,90,1,6,Kombi,0,0,0,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,2,1,4.0
Yunusemre,120,1,1,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,3,1,3.0
Yunusemre,95,1,0,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3450000.0,2,1,0.5
Salihli,140,1,4,Kombi,0,1,1,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,6000000.0,3,1,3.0
Yunusemre,85,1,0,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,2,1,3.0
Turgutlu,150,2,0,Yerden Isıtma,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5250000.0,3,1,3.0
Turgutlu,157,1,6,Kombi,0,0,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4300000.0,3,1,2.0
Turgutlu,130,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4000000.0,3,1,4.0
Yunusemre,85,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,2,1,2.0
Turgutlu,135,1,12,Kombi,1,1,0,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0,3,1,5.0
Turgutlu,120,1,0,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,3,1,2.0
Yunusemre,240,2,16,Kombi,0,1,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,8250000.0,5,2,2.0
Turgutlu,95,1,11,Doğalgaz Sobası,0,0,0,-,Kiracılı,Kat İrtifakı,Evet,-,2495000.0,2,1,0.5
Yunusemre,80,1,0,Kombi,0,1,0,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3400000.0,2,1,3.0
Sehzadeler,110,1,21,Kombi,1,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3050000.0,2,1,5.0
Yunusemre,105,1,1,Kombi,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,2,1,3.0
Yunusemre,135,1,21,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4295000.0,3,1,4.0
Turgutlu,130,1,1,Yerden Isıtma,1,1,0,-,Boş,Kat İrtifakı,Hayır,-,4250000.0,3,1,3.0
Akhisar,110,1,0,Kombi,0,0,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1,1.0
Yunusemre,140,1,1,Yerden Isıtma,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5000000.0,3,1,2.0
Yunusemre,125,1,0,Yerden Isıtma,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1,2.0
Salihli,125,1,16,Klima,0,0,1,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2625000.0,2,1,2.0
Salihli,600,1,5,Kat Kaloriferi,0,0,0,-,Kiracılı,Kat Mülkiyeti,-,-,65000000.0,3,1,3.0
Sehzadeler,130,2,21,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,6.0
Yunusemre,125,1,4,Kombi,1,1,0,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3995000.0,3,1,0.5
Turgutlu,100,1,21,Kombi,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı,2550000.0,2,1,0.0
Yunusemre,95,1,1,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3125000.0,2,1,4.0
Turgutlu,80,1,21,Klima,0,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1480000.0,2,1,4.0
Akhisar,130,1,26,Kombi,0,1,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,2700000.0,3,1,3.0
Kirkagac,95,1,23,Kombi,1,0,0,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,1350000.0,2,1,4.0
Akhisar,95,2,0,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1,1.0
Salihli,143,2,3,Kombi,0,1,1,Sıfır,-,Kat İrtifakı,Hayır,Eşyalı Değil,6500000.0,3,0,4.0
Turgutlu,150,2,9,Merkezi,0,0,1,-,Kiracılı,Kat Mülkiyeti,-,-,6350000.0,3,1,3.0
Turgutlu,160,1,1,Merkezi,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,3,1,5.0
Turgutlu,150,2,0,Yerden Isıtma,0,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5250000.0,3,1,1.0
Turgutlu,120,1,0,Yerden Isıtma,0,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0,2,1,4.0
Yunusemre,135,1,4,Kombi,1,1,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5175000.0,3,1,3.0
Turgutlu,178,2,6,Kombi,1,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,4550000.0,3,1,2.0
Turgutlu,130,2,0,Yerden Isıtma,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,2,1,1.0
Sehzadeler,110,1,0,Yerden Isıtma,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,8600000.0,2,1,2.0
Turgutlu,110,1,5,Soba,0,0,0,-,-,Müstakil Tapulu,Evet,-,6500000.0,2,0,0.0
Turgutlu,100,1,1,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,3,0,3.0
Yunusemre,165,2,3,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,8750000.0,3,1,3.0
Akhisar,115,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,3,1,1.0
Yunusemre,125,1,0,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,3,1,3.0
Turgutlu,90,1,11,Kombi,1,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,2,1,0.0
Turgutlu,155,2,4,Kombi,1,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5450000.0,3,1,5.0
Turgutlu,170,1,0,Kombi,1,1,1,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,4,1,3.0
Turgutlu,115,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3650000.0,2,1,2.0
Yunusemre,95,1,0,Kombi,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1,3.0
Akhisar,227,3,1,Kombi,1,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,14500000.0,5,1,0.0
Turgutlu,130,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5490000.0,3,1,3.0
Turgutlu,140,2,1,Merkezi (Pay Öl...,0,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4475000.0,3,1,11.0
Yunusemre,140,1,16,Kombi,0,1,1,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4350000.0,3,1,3.0
Yunusemre,85,1,1,Kombi,1,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3495000.0,2,1,5.0
Turgutlu,120,1,21,Soba,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1900000.0,3,1,5.0
Turgutlu,115,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,2,1,2.0
Yunusemre,120,1,5,Kombi,0,1,1,-,-,Kat İrtifakı,-,Eşyalı Değil,4975000.0,3,1,3.0
Yunusemre,140,1,8,Kombi,1,1,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5450000.0,3,1,5.0
Turgutlu,145,1,6,Kombi,1,0,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3850000.0,3,1,1.0
Turgutlu,140,1,21,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1,0.0
Sehzadeler,125,1,34,Kombi,1,1,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4350000.0,3,1,3.0
