M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi,tapu_durumu,Ilce_Akhisar,Ilce_Alasehir,Ilce_Demirci,Ilce_Gordes,Ilce_Kirkagac,Ilce_Koprubasi,Ilce_Kula,Ilce_Salihli,Ilce_Sarigol,Ilce_Saruhanli,Ilce_Sehzadeler,Ilce_Selendi,Ilce_Soma,Ilce_Turgutlu,Ilce_Yunusemre
115,1,6,0,0,0,0,0,3250000.0,2,1,0.5,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,1,26,0,0,0,0,0,3700000.0,3,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,1,20,1,1,1,1,0,3300000.0,4,1,3.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,1,0,0,1,1,0,0,2575000.0,1,1,0.5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,1,0,0,0,0,1,0,2990000.0,2,1,0.5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,1,4,0,1,0,0,0,2950000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,0,1,1,1,1,0,2300000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,1,30,1,1,0,0,0,4100000.0,4,1,0.5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,2,2,0,1,1,0,0,5400000.0,3,1,3.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,1,6,1,1,0,1,0,3750000.0,2,1,4.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75,1,23,1,1,1,0,0,3400000.0,2,1,3.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,1,16,1,1,0,0,0,3475000.0,3,1,0.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,1,25,0,0,0,1,0,2100000.0,2,1,0.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157,1,10,1,1,1,0,0,4800000.0,3,1,0.0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
160,2,12,1,1,1,0,1,4490000.0,4,1,5.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,1,8,0,0,0,0,0,2350000.0,3,1,3.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,1,0,1,1,0,1,0,4150000.0,3,1,2.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,6,1,0,0,0,0,4600000.0,3,1,2.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,1,4,1,1,0,1,0,3950000.0,3,1,4.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1,11,1,1,1,0,0,4650000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,1,15,1,1,1,0,0,4650000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,1,6,0,1,0,1,0,4550000.0,3,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,2,6,1,0,1,0,0,4750000.0,3,1,8.0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,0,1,1,1,1,0,3650000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
145,2,6,1,1,0,0,0,7700000.0,3,1,5.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,1,4,0,1,0,1,0,3150000.0,2,1,3.0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
145,1,13,1,1,1,0,0,6800000.0,3,1,5.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2,7,0,0,0,1,0,2800000.0,2,1,5.0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,1,20,0,0,1,0,0,4200000.0,3,1,3.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,2,4,1,1,1,1,0,5700000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,4,0,0,0,1,0,2450000.0,2,1,0.0,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,1,6,0,1,0,1,0,4200000.0,3,1,4.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,1,2,0,0,1,1,0,1550000.0,2,1,1.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
145,1,2,1,1,1,1,0,3250000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,2,0,0,0,1,0,0,3500000.0,2,1,2.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,6,1,0,0,0,1,1800000.0,1,1,0.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,8,0,1,1,1,0,3150000.0,2,1,2.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,1,2,0,1,1,0,0,3550000.0,2,1,3.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,1,3,0,1,1,0,0,6100000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
145,1,27,1,1,1,0,0,3425000.0,3,1,5.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95,1,5,1,1,1,1,0,3600000.0,2,1,3.0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,1,34,0,0,0,0,1,2340000.0,2,1,5.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
204,2,5,0,1,1,1,0,5400000.0,4,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
202,2,0,0,1,1,1,0,5250000.0,4,1,3.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2,0,0,1,0,1,0,5250000.0,3,1,6.0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,31,1,0,0,0,0,1705000.0,2,1,0.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,16,0,0,1,1,1,2650000.0,3,1,-3.0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,1,1,0,0,1,0,0,2890000.0,3,1,0.0,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2,0,1,1,0,0,0,3800000.0,2,1,1.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,1,8,0,0,0,0,0,5500000.0,3,1,5.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,2,1,1,0,1,0,0,5900000.0,3,1,1.0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,1,10,0,0,0,0,0,3250000.0,1,1,0.0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,1,25,0,1,1,0,0,4750000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,1,26,1,0,0,0,0,3950000.0,3,1,1.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,2,2,1,1,0,1,0,6300000.0,2,1,5.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,1,7,0,1,1,1,0,3500000.0,2,1,1.0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,1,15,1,1,0,0,0,3380000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
170,2,0,0,1,1,0,0,6500000.0,3,1,4.0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,2,0,1,1,0,0,0,5250000.0,3,1,6.0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,15,0,0,1,0,0,4050000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365,1,25,0,0,0,0,0,3000000.0,2,1,3.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,7,0,0,0,0,0,5000000.0,3,1,3.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,1,3,1,0,0,0,0,4250000.0,3,1,3.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,0,0,1,1,0,0,3850000.0,2,1,2.0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
165,2,1,1,1,1,0,0,7000000.0,3,0,1.0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65,1,6,0,1,1,0,0,4650000.0,2,0,3.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,1,6,0,0,1,0,0,4450000.0,3,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1,30,1,1,0,1,0,3975000.0,2,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,1,0,1,1,1,0,0,4000000.0,2,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,1,6,1,1,0,0,0,3950000.0,1,1,6.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,1,6,1,1,1,0,0,3650000.0,3,1,2.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,0,1,1,1,0,0,3300000.0,2,0,3.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,4,0,0,1,1,0,7150000.0,2,1,2.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,1,6,1,0,0,1,0,5670000.0,3,1,3.0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,1,35,0,1,1,0,0,4300000.0,2,1,1.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160,1,10,1,0,0,0,0,3800000.0,3,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,1,31,1,0,0,0,0,3695000.0,2,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,1,40,0,0,0,1,0,600000.0,2,1,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300,3,0,0,1,0,0,0,6700000.0,5,1,4.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2,5,1,1,1,0,0,5250000.0,3,1,4.0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,2,6,1,1,0,1,0,4450000.0,3,1,3.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,1,28,1,1,0,1,0,3800000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,1,40,0,1,0,0,0,4299000.0,3,1,2.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125,1,7,1,0,0,0,0,3650000.0,3,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,1,5,1,1,1,0,0,3850000.0,3,1,4.0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,0,1,1,1,0,0,3600000.0,2,1,2.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,5,0,0,1,0,0,3350000.0,2,1,4.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,1,21,1,0,0,0,0,3975000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115,1,21,1,0,0,0,0,2550000.0,2,1,4.0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220,3,0,0,0,1,0,0,6500000.0,4,1,3.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,25,1,0,0,0,0,3075000.0,3,1,5.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,1,31,1,0,0,0,0,3450000.0,3,1,0.5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,25,1,1,0,0,0,14000.0,3,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
260,2,11,0,0,0,0,0,3550000.0,5,1,0.0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,0,0,1,1,1,0,3550000.0,1,1,2.0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,1,11,0,1,0,1,1,3725000.0,2,1,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,1,7,1,1,0,1,0,2550000.0,3,1,2.0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110,1,14,1,0,1,0,0,3450000.0,3,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,1,16,0,1,0,1,0,4500000.0,3,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
280,2,6,0,0,1,0,0,6500000.0,6,1,5.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,4,0,1,1,1,0,4650000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1,2,1,1,1,0,0,3650000.0,2,1,5.0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
145,1,5,1,0,1,0,0,5500000.0,3,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
165,1,19,1,1,1,0,0,6500000.0,3,1,3.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,2,4,0,0,1,0,0,4500000.0,3,1,2.0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,2,0,1,1,1,0,0,4500000.0,3,1,2.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2,16,1,1,1,1,0,4625000.0,3,1,1.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,1,15,1,1,0,0,0,5500000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,2,1,0,1,1,0,0,3950000.0,2,1,10.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
382,2,5,1,1,0,1,1,6000000.0,4,1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,1,5,1,1,1,0,0,6850000.0,3,1,0.5,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,1,9,0,0,1,0,0,3500000.0,3,1,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,1,0,1,0,0,1,0,2435000.0,1,1,0.5,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,26,0,0,1,1,0,3800000.0,3,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1,0,0,0,0,0,0,3375000.0,1,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,1,1,1,1,1,0,1,4100000.0,1,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,1,31,1,0,0,0,0,1400000.0,2,1,2.0,3,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75,1,0,0,0,1,0,0,2450000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112,1,16,1,1,1,0,0,6500000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,1,11,0,1,0,0,0,3200000.0,3,1,4.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,1,6,1,1,0,0,0,3650000.0,3,1,1.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,1,6,1,0,1,0,0,3150000.0,2,1,0.5,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,2,0,0,0,0,1,0,2950000.0,2,0,1.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,5,0,0,1,1,0,7200000.0,2,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
250,2,0,0,0,0,0,0,7490000.0,5,1,0.0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142,2,8,1,1,1,0,0,3590000.0,3,1,5.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2,0,1,1,1,1,0,4650000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,1,13,0,0,1,0,0,5250000.0,3,1,4.0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
138,1,11,1,0,0,0,0,3600000.0,3,1,2.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,25,1,0,0,0,0,3750000.0,3,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75,1,4,0,1,0,0,0,2950000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,1,20,0,0,0,0,0,2450000.0,3,1,1.0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,2,0,1,1,1,1,0,4150000.0,3,1,3.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,30,0,0,1,0,0,3600000.0,3,1,0.5,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
230,2,1,0,1,0,0,0,5700000.0,3,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,1,10,0,1,0,1,0,3150000.0,3,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,1,21,0,1,0,0,0,4450000.0,3,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,25,1,0,0,0,0,3200000.0,3,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,1,1,0,1,0,1,0,2995000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,2,1,1,0,1,1,0,4670000.0,4,1,4.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,31,1,1,1,1,0,3375000.0,3,1,5.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,1,3,1,1,1,0,1,4200000.0,3,0,5.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2,0,1,0,1,1,0,3550000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
132,1,12,0,0,0,0,0,2500000.0,2,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,1,33,0,1,1,0,0,2490000.0,2,1,0.5,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,2,10,0,1,0,1,0,4550000.0,4,2,0.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200,2,8,0,1,0,1,0,5300000.0,4,1,5.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,19,0,0,0,1,1,2900000.0,2,1,1.0,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,0,0,1,1,0,0,3000000.0,2,1,1.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,0,0,0,1,0,1,2650000.0,1,1,2.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125,1,0,1,1,1,1,0,3650000.0,3,1,3.0,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,1,1,0,0,1,0,0,4800000.0,3,1,1.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,21,0,0,0,0,0,2100000.0,3,1,0.0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,1,7,0,1,0,0,0,2900000.0,3,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,3,2,1,0,1,0,0,5500000.0,3,1,4.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1,11,0,1,0,1,0,2700000.0,2,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220,2,17,1,1,1,0,1,6200000.0,4,1,5.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,1,11,1,1,1,1,0,3500000.0,3,1,1.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
255,3,0,1,1,1,1,0,7500000.0,4,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
275,1,31,0,0,0,0,0,3250000.0,4,1,0.0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,1,5,1,1,1,0,0,2980000.0,2,1,3.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2,2,0,1,1,0,0,6250000.0,4,1,4.0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,1,6,1,1,0,0,0,3650000.0,2,1,4.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,1,2,1,0,0,0,0,3250000.0,1,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,1,16,1,1,0,1,0,3750000.0,3,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,1,1,1,1,0,1,0,4350000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,1,6,0,0,0,1,1,3050000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,1,11,1,0,1,0,0,5750000.0,2,1,0.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,1,0,0,0,0,0,0,3000000.0,1,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,2,15,0,1,1,0,0,7500000.0,3,1,10.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,2,0,1,1,1,1,0,5800000.0,3,1,3.0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,1,0,1,1,1,0,0,3750000.0,2,1,3.0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,1,0,1,1,1,0,0,2750000.0,1,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,2,5,1,0,0,0,0,4300000.0,3,1,1.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
130,1,0,0,1,1,0,0,4250000.0,3,1,1.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,25,1,1,1,0,0,3800000.0,3,1,3.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2,16,1,1,0,0,0,4500000.0,3,1,2.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
190,2,0,0,0,0,1,0,6500000.0,3,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157,2,4,1,1,1,0,0,4800000.0,3,1,3.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,1,15,0,1,0,0,0,5500000.0,1,1,3.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,21,1,0,0,0,1,1750000.0,2,1,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1,28,0,0,0,0,0,1350000.0,2,1,5.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,21,0,1,0,1,0,3650000.0,3,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,2,11,0,1,0,1,0,2950000.0,2,2,4.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1,4,0,0,1,0,0,3250000.0,2,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,1,30,0,0,0,0,0,1875000.0,3,1,4.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1,16,0,1,1,0,0,6950000.0,3,1,0.0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
175,1,0,0,1,1,0,0,6800000.0,3,1,4.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,11,1,1,1,1,0,4499000.0,3,1,0.5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,1,5,1,1,0,0,0,4950000.0,3,1,3.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
