M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi,tapu_durumu,Ilce_Akhisar,Ilce_Alasehir,Ilce_Demirci,Ilce_Gordes,Ilce_Kirkagac,Ilce_Koprubasi,Ilce_Kula,Ilce_Salihli,Ilce_Sarigol,Ilce_Saruhanli,Ilce_Sehzadeler,Ilce_Selendi,Ilce_Soma,Ilce_Turgutlu,Ilce_Yunusemre
125,2,28,0,1,0,0,0,3750000.0,3,1,5.0,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160,1,6,0,1,1,0,0,2250000.0,3,1,0.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
196,1,11,0,1,0,1,0,5000000.0,3,1,3.0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,2,7,1,0,0,0,0,2975000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,2,0,1,0,1,0,0,3400000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,2,4,0,0,0,0,0,5500000.0,3,1,1.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2,3,0,1,1,0,0,4100000.0,4,1,3.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,6,0,0,0,0,0,3550000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,2,0,1,1,1,0,0,5650000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,1,31,0,0,0,0,0,2500000.0,2,1,2.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1,0,1,1,1,0,0,2850000.0,2,1,3.0,3,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,1,25,1,1,0,1,0,4500000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,1,11,1,1,1,0,0,3650000.0,2,1,4.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
195,3,6,1,0,1,1,0,7650000.0,5,2,1.0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,1,0,0,0,0,1,0,1995000.0,1,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,1,0,1,1,1,0,0,3750000.0,2,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
180,1,25,1,1,0,1,0,4990000.0,3,1,3.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115,1,25,0,1,0,1,0,3975000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100,1,31,0,1,1,0,0,5300000.0,2,1,2.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155,2,28,1,1,0,0,0,5650000.0,3,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,2,1,0,1,1,1,0,4425000.0,3,1,3.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,7,0,1,0,0,0,2900000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
190,2,5,1,1,0,0,0,4500000.0,3,1,4.0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,40,0,0,0,0,0,1150000.0,3,1,3.0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,25,0,1,1,1,0,4450000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,2,0,0,1,1,0,0,6750000.0,3,1,1.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,5,1,0,1,0,0,3600000.0,2,1,2.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,1,11,0,1,0,1,0,4300000.0,3,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,1,30,0,0,1,0,0,3000000.0,3,1,0.0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110,1,11,0,1,0,0,0,3500000.0,3,1,4.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,2,3,0,1,1,1,0,4850000.0,6,1,3.0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,3,1,0,0,1,0,0,4800000.0,5,1,3.0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,26,0,1,1,0,0,3850000.0,3,1,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,1,30,1,1,0,0,0,3450000.0,3,1,0.5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
190,2,26,0,0,0,1,0,2990000.0,5,1,0.0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
435,1,34,0,1,0,0,0,3400000.0,3,1,0.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,1,4,1,1,0,0,0,3350000.0,2,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,1,30,0,0,0,0,0,3550000.0,3,1,1.0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,1,30,0,0,0,1,0,4800000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,1,25,1,1,1,1,0,4800000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,1,0,1,1,0,1,0,5549000.0,5,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125,2,5,0,1,1,0,0,3950000.0,3,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,2,0,1,0,0,0,0,5500000.0,3,1,5.0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,1,35,0,0,0,1,0,1950000.0,3,1,4.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,16,0,0,0,1,0,1900000.0,1,1,4.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,1,15,0,1,1,0,0,3300000.0,3,1,4.0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,15,0,0,0,0,1,6500000.0,4,1,3.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
145,1,30,0,0,0,0,0,3000000.0,3,0,0.5,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,25,1,1,0,1,0,3150000.0,3,1,-1.0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,1,2,0,1,1,0,0,3850000.0,2,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,1,5,0,1,0,0,1,2600000.0,1,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285,1,40,0,0,0,0,0,40000.0,3,1,3.0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,1,6,0,1,0,0,0,2600000.0,2,1,3.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110,1,15,0,0,1,0,1,3200000.0,2,1,2.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,6,0,0,0,0,0,2350000.0,3,1,3.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,2,1,0,1,1,1,0,4000000.0,4,1,3.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1,15,0,0,0,0,0,3050000.0,2,1,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125,1,22,1,1,1,1,0,4750000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,1,30,0,0,0,0,0,6300000.0,3,1,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,1,0,1,1,1,0,0,3900000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,1,25,1,1,0,1,0,4500000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,1,26,0,0,0,0,0,2250000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
150,1,21,0,0,0,0,0,3860000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,1,20,0,0,0,1,0,3350000.0,2,1,3.0,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,1,18,0,0,1,0,0,3750000.0,2,1,0.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,1,16,1,0,0,0,0,6450000.0,3,1,5.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,2,1,0,1,1,1,0,5500000.0,3,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,1,0,0,1,1,0,0,3750000.0,2,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,1,16,1,1,0,0,0,3900000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,1,21,0,0,0,0,0,1620000.0,2,1,5.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1,6,0,1,0,0,0,3100000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,0,0,1,1,1,0,3250000.0,2,1,3.0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,1,0,0,1,1,0,0,3900000.0,2,1,4.0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
140,1,10,1,1,1,1,0,3650000.0,3,1,2.0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
295,3,14,1,1,1,1,0,3750000.0,4,1,4.0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2,6,1,1,1,1,0,3850000.0,3,1,6.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,1,35,0,0,0,0,1,3500000.0,2,1,3.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,25,1,0,0,0,0,3950000.0,2,1,2.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57,1,0,0,0,0,1,0,3750000.0,1,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,2,3,0,1,1,1,0,4850000.0,6,1,3.0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,6,0,1,1,0,0,3350000.0,3,1,4.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,2,0,1,1,1,1,0,4750000.0,3,1,2.0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,1,38,1,1,1,1,0,3590000.0,3,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99,1,23,1,1,0,0,0,2575000.0,2,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,1,21,1,1,1,1,0,4275000.0,3,1,1.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,1,5,1,0,1,1,0,3750000.0,2,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,1,2,1,1,1,1,0,5800000.0,2,1,0.5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,2,11,0,1,1,0,0,4250000.0,4,1,2.0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,2,0,0,1,1,0,0,3150000.0,2,1,2.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2,0,1,0,1,0,0,6550000.0,3,1,0.5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,1,16,0,0,0,0,0,3200000.0,2,1,0.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,1,0,1,0,1,1,0,3800000.0,2,1,1.0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,1,11,0,0,0,0,0,3180000.0,2,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,4,1,0,0,0,0,3800000.0,2,1,10.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
350,3,14,0,0,0,1,0,6500000.0,7,0,0.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,23,1,1,0,1,0,3740000.0,2,1,3.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,2,0,0,0,0,0,0,4500000.0,3,1,0.5,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,25,0,0,0,0,0,1800000.0,3,1,5.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,0,0,0,0,1,0,3449000.0,1,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,2,13,1,1,0,0,0,4990000.0,4,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,1,0,0,0,0,0,0,2250000.0,2,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,1,6,0,0,0,1,0,1950000.0,2,1,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,1,35,0,1,0,0,0,2800000.0,3,1,5.0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,1,6,0,1,0,0,0,1440000.0,2,1,4.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,1,0,1,1,0,0,0,4750000.0,3,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,1,12,1,1,1,1,0,6300000.0,3,1,6.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,1,5,0,1,1,0,0,5200000.0,3,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,2,16,0,1,0,0,0,2700000.0,2,1,0.5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,25,0,1,0,0,0,3500000.0,3,1,2.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,1,25,1,1,0,0,0,2849000.0,2,1,2.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,1,0,1,1,1,0,0,2750000.0,1,1,2.0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,1,0,1,1,0,1,0,3350000.0,1,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,1,4,0,1,1,1,0,3450000.0,3,1,2.0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,26,0,0,0,0,0,2350000.0,3,1,4.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,16,1,0,0,0,0,4000000.0,3,1,4.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,1,21,1,1,0,0,0,3150000.0,2,1,0.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,2,1,0,1,1,0,0,4500000.0,4,1,5.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,2,0,1,1,1,0,0,4600000.0,3,1,3.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,1,30,0,0,1,0,0,1375000.0,2,1,3.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,2,0,1,1,1,1,0,6000000.0,3,1,6.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,1,16,1,1,0,0,0,4250000.0,3,1,5.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,1,11,0,0,0,0,0,2475000.0,2,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,1,21,0,0,0,1,0,2395000.0,3,1,1.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,1,21,1,0,0,1,0,1750000.0,3,1,5.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1,6,1,1,1,0,0,6650000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,1,0,0,1,1,0,0,3850000.0,3,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,2,0,0,1,1,0,0,6500000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,1,35,0,1,1,1,0,5500000.0,3,1,2.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240,2,25,1,0,0,0,0,2500000.0,5,1,1.0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,1,1,1,0,1,0,1,3600000.0,1,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,1,15,1,1,1,0,0,4300000.0,3,1,3.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115,1,31,0,0,0,0,0,4600000.0,2,1,0.5,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1,30,0,1,0,1,0,2550000.0,2,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,2,4,0,1,0,0,0,6200000.0,2,1,2.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,1,6,1,0,0,1,0,3500000.0,2,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,1,11,0,0,1,1,0,3900000.0,3,1,0.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,1,6,0,1,0,0,0,2400000.0,2,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,1,31,1,1,0,0,0,3200000.0,3,1,4.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
165,2,11,0,1,0,1,0,5000000.0,4,1,2.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,13,0,0,0,0,0,4920000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,1,15,1,1,0,1,0,3550000.0,3,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,1,21,0,0,0,1,0,2450000.0,3,1,3.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,1,4,0,1,1,0,0,3250000.0,2,1,5.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,0,0,1,1,0,0,4350000.0,3,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,1,0,0,1,0,0,0,5600000.0,3,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,1,25,0,0,0,0,0,4500000.0,2,1,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
258,2,35,0,0,0,1,0,1750000.0,4,1,3.0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,25,0,0,1,1,0,3675000.0,2,1,0.5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,2,0,0,0,0,0,0,5600000.0,3,1,4.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,0,0,1,0,0,0,3200000.0,1,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,1,11,0,1,0,1,0,2650000.0,2,1,1.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,2,2,1,1,0,0,0,3700000.0,2,1,2.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,1,31,1,0,1,0,0,3100000.0,3,1,5.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,1,13,0,0,0,0,0,3100000.0,3,1,2.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,2,6,1,0,0,0,0,5450000.0,5,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,1,21,1,1,1,0,0,4200000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1,0,1,0,1,1,0,2750000.0,2,1,0.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240,2,6,0,1,0,1,0,4250000.0,4,1,3.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,1,10,1,1,1,0,0,3725000.0,1,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,3,0,0,1,1,1,0,7500000.0,5,1,3.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,26,0,1,0,1,0,3790000.0,2,1,6.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,1,6,0,0,0,0,0,4125000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,3,20,1,0,0,1,0,5350000.0,4,1,3.0,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
150,1,27,0,0,0,1,0,3700000.0,3,1,4.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,2,0,0,1,1,0,0,4150000.0,3,1,7.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,4,0,0,1,0,0,3100000.0,2,1,2.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,1,6,0,1,0,0,0,3100000.0,2,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,1,30,0,0,0,1,0,1275000.0,2,0,3.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160,1,26,0,1,0,0,0,4000000.0,3,1,2.0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,1,7,0,0,1,0,0,3200000.0,2,1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,2,0,0,1,1,0,0,5750000.0,3,1,1.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,8,1,1,0,0,0,3350000.0,2,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,1,25,1,0,0,0,0,3550000.0,3,1,0.5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,1,6,0,0,0,0,0,4550000.0,3,1,3.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,1,3,0,1,1,0,0,4700000.0,3,1,4.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,1,27,0,1,0,1,0,5200000.0,2,1,6.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,2,5,1,1,1,0,0,4950000.0,2,2,4.0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,3,1,1,1,1,0,3300000.0,1,1,0.5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,1,31,0,0,0,0,0,2950000.0,3,1,0.0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,13,1,1,1,0,0,5950000.0,3,1,5.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,1,0,0,0,0,1,0,4200000.0,3,1,2.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2,2,1,0,1,1,0,7650000.0,3,1,5.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,1,0,0,0,0,1,0,4999999.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,1,0,1,0,0,0,0,3870000.0,3,1,1.0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2,21,0,0,0,1,0,5500000.0,5,2,5.0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
145,2,11,0,0,1,0,0,4000000.0,3,1,1.0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,25,0,1,0,0,0,2700000.0,3,1,2.0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,1,1,0,0,0,1,0,350000.0,2,1,3.0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,2,11,0,1,0,0,0,6400000.0,5,2,4.0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,1,6,0,1,1,0,0,4400000.0,3,1,4.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
